customer_id,customer_name,age,gender,region,service_type,contract_type,dwelling_type,account_tenure_months,has_autopay,paperless_billing,family_size,income_bracket,home_ownership,churned,complaint_count,avg_complaint_severity,max_complaint_severity,avg_resolution_time_days,escalation_count,unresolved_complaints,avg_sentiment_score,min_sentiment_score,max_sentiment_score,sentiment_std,avg_sentiment_pos,avg_sentiment_neg,negative_sentiment_ratio,positive_sentiment_ratio,most_common_complaint_category,escalation_rate,complaint_rate_per_month,total_interactions,avg_satisfaction_score,min_satisfaction_score,avg_interaction_duration,unresolved_count,channel_phone_ratio,channel_email_ratio,channel_web_chat_ratio,unresolved_ratio,interactions_per_month
CUST0000011,Customer_11,38,Male,Midwest,Electricity,Residential,House,26,1,1,2,High,Rent,0,3.0,2.6666666666666665,5.0,0.6666666666666666,0.0,1.0,-0.3245,-0.7003,0.0,0.35295720703790706,0.0,0.19166666666666665,0.6666666666666666,0.0,Contract Dispute,0.0,0.11538461538461539,5,3.8,3,3.4,0,0.2,0.0,0.2,0.0,0.19230769230769232
CUST0000012,Customer_12,38,Other,Southwest,Gas,Residential,Apartment,6,1,0,4,Medium-High,Own,0,3.0,2.6666666666666665,4.0,2.0,1.0,0.0,-0.03813333333333335,-0.6863,0.5719,0.6299662080884445,0.09000000000000001,0.11333333333333334,0.3333333333333333,0.3333333333333333,Billing Error,0.3333333333333333,0.5,4,4.5,4,5.0,1,0.25,0.0,0.25,0.25,0.6666666666666666
CUST0000013,Customer_13,48,Female,Midwest,Electricity,Residential,House,4,0,1,2,Low,Own,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,1.0,1,1.0,0,0.5,0.0,0.0,0.0,0.5
CUST0000014,Customer_14,18,Female,Northeast,Electricity,Residential,Apartment,29,1,0,3,Medium-High,Own,1,3.0,2.3333333333333335,3.0,1.6666666666666667,0.0,0.0,-0.1508,-0.6486,0.5574,0.6299286626277614,0.105,0.19433333333333333,0.6666666666666666,0.3333333333333333,Account Error,0.0,0.10344827586206896,2,3.0,3,9.0,0,0.5,0.5,0.0,0.0,0.06896551724137931
CUST0000015,Customer_15,19,Male,Midwest,Electricity,Residential,Apartment,1,1,0,2,Medium-High,Rent,1,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Billing Error,0.0,1.0,5,3.2,1,3.8,1,0.2,0.0,0.2,0.2,5.0
CUST0000016,Customer_16,36,Female,Midwest,Dual Fuel,Residential,Mobile Home,74,1,0,6,Medium,Own,1,5.0,3.0,4.0,1.2,1.0,1.0,0.23803999999999997,-0.4019,0.872,0.47470181482695006,0.2278,0.041999999999999996,0.2,0.6,Service Outage,0.2,0.06756756756756757,2,5.0,5,4.5,0,0.5,0.0,0.0,0.0,0.02702702702702703
CUST0000017,Customer_17,29,Male,Southwest,Dual Fuel,Small Business,House,59,1,1,1,Medium-High,Own,1,2.0,3.0,4.0,1.0,1.0,1.0,0.17585,-0.2732,0.6249,0.6350526001836383,0.1585,0.104,0.5,0.5,Account Error,0.5,0.03389830508474576,6,4.0,1,5.666666666666667,1,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.1016949152542373
CUST0000018,Customer_18,49,Female,Northwest,Gas,Residential,Condo,55,0,1,3,Low,Rent,0,4.0,2.75,4.0,6.5,1.0,0.0,0.019799999999999998,-0.3612,0.4404,0.3280495084587081,0.04875,0.04625,0.25,0.25,Payment Problem,0.25,0.07272727272727272,5,3.0,1,1.8,2,0.6,0.2,0.0,0.4,0.09090909090909091
CUST0000019,Customer_19,31,Female,Northeast,Gas,Residential,Townhouse,1,1,0,2,Medium-High,Own,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,3.0,1,4.0,1,0.5,0.0,0.0,0.5,2.0
CUST0000020,Customer_20,23,Other,West,Multi-Utility,Small Business,Mobile Home,1,1,0,3,Medium-High,Own,1,3.0,3.3333333333333335,5.0,0.6666666666666666,1.0,1.0,-0.1515,-0.4767,0.3182,0.41668536091396347,0.07433333333333333,0.11599999999999999,0.6666666666666666,0.3333333333333333,Contract Dispute,0.3333333333333333,3.0,2,4.0,3,0.5,0,0.0,0.0,0.0,0.0,2.0
CUST0000021,Customer_21,66,Female,West,Multi-Utility,Small Business,House,28,0,1,3,High,Own,0,5.0,2.6,4.0,6.0,1.0,0.0,0.18131999999999998,-0.3612,0.6369,0.4719350135347027,0.1754,0.0786,0.4,0.6,Meter Issue,0.2,0.17857142857142858,4,4.25,4,12.25,0,0.25,0.0,0.25,0.0,0.14285714285714285
CUST0000022,Customer_22,41,Male,Northwest,Multi-Utility,Residential,Apartment,186,1,1,2,Low,Own,0,2.0,2.5,3.0,5.0,0.0,0.0,0.1068,-0.6486,0.8622,1.0682969250166359,0.258,0.199,0.5,0.5,Contract Dispute,0.0,0.010752688172043012,3,4.333333333333333,4,5.666666666666667,0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.016129032258064516
CUST0000023,Customer_23,46,Female,West,Electricity,Residential,House,15,0,1,2,Medium,Rent,1,8.0,2.5,5.0,2.0,1.0,1.0,0.0374375,-0.7351,0.5719,0.5851079630229425,0.15762500000000002,0.13725,0.5,0.5,Disconnection Threat,0.125,0.5333333333333333,8,4.0,2,11.375,0,0.125,0.0,0.75,0.0,0.5333333333333333
CUST0000024,Customer_24,23,Female,Northeast,Electricity,Residential,Apartment,15,1,1,2,High,Rent,0,3.0,2.3333333333333335,5.0,4.0,0.0,0.0,-0.10283333333333332,-0.6697,0.3612,0.5230867263975767,0.06666666666666667,0.12633333333333333,0.3333333333333333,0.3333333333333333,High Bill,0.0,0.2,3,3.0,3,2.6666666666666665,1,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.2
CUST0000025,Customer_25,36,Male,Southeast,Water,Residential,House,5,1,1,4,Medium,Own,1,7.0,3.7142857142857144,5.0,5.0,5.0,0.0,0.09817142857142858,-0.296,0.872,0.4028031020829147,0.118,0.046,0.2857142857142857,0.2857142857142857,Account Error,0.7142857142857143,1.4,6,3.3333333333333335,1,4.166666666666667,1,0.5,0.16666666666666666,0.0,0.16666666666666666,1.2
CUST0000026,Customer_26,46,Male,Northeast,Gas,Residential,Townhouse,40,1,1,2,Medium-High,Own,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,1.5,1,6.5,1,1.0,0.0,0.0,0.5,0.05
CUST0000027,Customer_27,27,Male,Southwest,Electricity,Residential,House,37,1,0,4,Low,Own,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,8,4.0,2,0.875,2,0.25,0.125,0.125,0.25,0.21621621621621623
CUST0000028,Customer_28,50,Male,Midwest,Electricity,Residential,Apartment,3,0,0,3,Low,Own,1,4.0,2.75,4.0,1.75,2.0,1.0,0.070475,-0.4767,0.4404,0.40929996640605776,0.0955,0.04825,0.25,0.5,Disconnection Threat,0.5,1.3333333333333333,6,3.5,1,2.0,1,0.5,0.0,0.3333333333333333,0.16666666666666666,2.0
CUST0000029,Customer_29,35,Male,Midwest,Dual Fuel,Small Business,Apartment,22,0,1,1,Medium,Own,1,3.0,2.6666666666666665,4.0,1.3333333333333333,1.0,1.0,0.1318,0.0,0.3182,0.16597795034280907,0.13433333333333333,0.0,0.0,0.6666666666666666,Account Error,0.3333333333333333,0.13636363636363635,10,3.3,2,1.3,2,0.3,0.4,0.1,0.2,0.45454545454545453
CUST0000030,Customer_30,40,Female,Southwest,Dual Fuel,Small Business,Mobile Home,39,1,1,2,Medium-High,Own,1,1.0,4.0,4.0,5.0,1.0,0.0,0.7351,0.7351,0.7351,0.0,0.452,0.122,0.0,1.0,Payment Problem,1.0,0.02564102564102564,2,3.5,2,4.0,0,0.5,0.0,0.5,0.0,0.05128205128205128
CUST0000031,Customer_31,35,Male,Southwest,Electricity,Residential,Condo,24,1,1,5,Low,Own,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,5.0,5,3.0,0,1.0,0.0,0.0,0.0,0.041666666666666664
CUST0000032,Customer_32,72,Male,Midwest,Dual Fuel,Residential,House,40,0,0,3,Medium,Rent,0,5.0,3.0,5.0,4.0,1.0,0.0,-0.10962000000000001,-0.6863,0.4019,0.5228321977460837,0.09040000000000001,0.1306,0.4,0.4,Disconnection Threat,0.2,0.125,1,5.0,5,8.0,0,1.0,0.0,0.0,0.0,0.025
CUST0000033,Customer_33,44,Female,Northwest,Gas,Residential,House,60,1,0,2,Low,Own,1,2.0,4.0,4.0,0.0,1.0,2.0,-0.011849999999999972,-0.6486,0.6249,0.9005004858410682,0.1585,0.199,0.5,0.5,Contract Dispute,0.5,0.03333333333333333,4,3.25,2,0.75,0,0.5,0.0,0.0,0.0,0.06666666666666667
CUST0000034,Customer_34,29,Female,Southeast,Dual Fuel,Residential,House,41,0,1,4,Medium,Rent,1,5.0,3.2,5.0,2.8,2.0,2.0,0.30824,-0.0516,0.6369,0.3077469382463455,0.2528,0.0688,0.2,0.8,Account Error,0.4,0.12195121951219512,8,4.0,3,2.0,1,0.625,0.0,0.375,0.125,0.1951219512195122
CUST0000035,Customer_35,57,Female,Southeast,Gas,Residential,Townhouse,34,1,1,4,Medium,Own,1,4.0,2.5,3.0,6.5,1.0,0.0,-0.04442499999999999,-0.7351,0.5574,0.5301485475788837,0.0845,0.09575,0.25,0.25,Service Outage,0.25,0.11764705882352941,2,3.0,2,1.5,0,0.5,0.5,0.0,0.0,0.058823529411764705
CUST0000036,Customer_36,26,Male,Southeast,Electricity,Commercial,Condo,69,1,1,2,Medium,Rent,0,15.0,3.066666666666667,5.0,2.3333333333333335,6.0,4.0,0.005546666666666662,-0.7717,0.7351,0.48698618177325653,0.13086666666666666,0.11486666666666666,0.4,0.4666666666666667,Payment Problem,0.4,0.21739130434782608,3,4.0,3,10.0,1,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.043478260869565216
CUST0000037,Customer_37,48,Female,Southwest,Gas,Small Business,Condo,83,1,0,3,Medium,Rent,1,2.0,2.0,2.0,4.0,1.0,0.0,0.2787,0.0,0.5574,0.3941413198333816,0.1575,0.0,0.0,0.5,Account Error,0.5,0.024096385542168676,2,4.0,3,0.0,0,0.0,0.0,0.0,0.0,0.024096385542168676
CUST0000038,Customer_38,18,Female,Midwest,Gas,Commercial,House,17,1,1,2,Medium,Rent,0,3.0,2.0,3.0,8.333333333333334,0.0,0.0,0.055733333333333336,-0.2732,0.4404,0.3600498484006532,0.065,0.06933333333333333,0.3333333333333333,0.3333333333333333,Billing Error,0.0,0.17647058823529413,8,3.625,2,0.625,1,0.375,0.25,0.125,0.125,0.47058823529411764
CUST0000039,Customer_39,25,Male,Northwest,Gas,Small Business,Townhouse,6,0,1,1,Medium-High,Own,0,4.0,2.5,3.0,6.0,0.0,0.0,-0.07110000000000001,-0.6863,0.4019,0.45177813876577366,0.063,0.085,0.25,0.25,High Bill,0.0,0.6666666666666666,8,3.125,1,2.75,0,0.25,0.125,0.375,0.0,1.3333333333333333
CUST0000040,Customer_40,47,Male,Midwest,Electricity,Prepaid,Condo,61,1,1,2,Low,Own,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Billing Error,1.0,0.01639344262295082,3,4.0,3,8.0,1,0.6666666666666666,0.0,0.0,0.3333333333333333,0.04918032786885246
CUST0000041,Customer_41,56,Female,Midwest,Multi-Utility,Small Business,Mobile Home,8,1,0,4,Medium,Rent,0,6.0,2.8333333333333335,5.0,1.0,2.0,1.0,0.07398333333333332,-0.4767,0.5574,0.39553436471015596,0.14483333333333334,0.08116666666666666,0.3333333333333333,0.5,Connection Issue,0.3333333333333333,0.75,6,3.5,1,3.1666666666666665,0,0.16666666666666666,0.6666666666666666,0.0,0.0,0.75
CUST0000042,Customer_42,47,Female,Northwest,Electricity,Prepaid,Apartment,95,1,1,3,Medium,Own,0,2.0,1.0,1.0,1.5,1.0,0.0,0.6241,0.5574,0.6908,0.09432804461028542,0.3935,0.0,0.0,1.0,Account Error,0.5,0.021052631578947368,2,3.0,3,6.5,0,0.5,0.0,0.5,0.0,0.021052631578947368
CUST0000043,Customer_43,43,Other,Northeast,Electricity,Residential,House,1,1,1,3,Medium,Own,1,2.0,3.0,3.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Billing Error,0.0,2.0,1,5.0,5,6.0,0,1.0,0.0,0.0,0.0,1.0
CUST0000044,Customer_44,40,Female,Northwest,Gas,Residential,Apartment,91,0,1,2,Medium-High,Rent,1,5.0,2.2,4.0,4.6,2.0,1.0,0.32414,0.0,0.6249,0.2794129345610185,0.1916,0.0,0.0,0.8,Account Error,0.4,0.054945054945054944,4,3.75,3,1.5,0,0.25,0.25,0.0,0.0,0.04395604395604396
CUST0000045,Customer_45,22,Female,Northeast,Gas,Small Business,House,32,1,1,3,High,Rent,0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rate Increase,0.0,0.03125,5,3.4,2,4.2,0,0.4,0.2,0.0,0.0,0.15625
CUST0000046,Customer_46,34,Female,West,Gas,Prepaid,Condo,53,1,0,2,Medium,Rent,0,2.0,2.5,4.0,1.5,1.0,1.0,-0.20095,-0.4019,0.0,0.28418621535887345,0.0455,0.105,0.5,0.0,Account Error,0.5,0.03773584905660377,4,3.25,3,0.25,0,0.0,0.25,0.25,0.0,0.07547169811320754
CUST0000047,Customer_47,38,Male,Northeast,Water,Residential,Condo,18,1,0,3,Medium-High,Own,0,5.0,2.4,3.0,1.6,1.0,0.0,-0.17392000000000002,-0.6863,0.1779,0.3470881401027699,0.0546,0.1386,0.4,0.2,Billing Error,0.2,0.2777777777777778,3,3.6666666666666665,3,14.666666666666666,0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.16666666666666666
CUST0000048,Customer_48,60,Male,Southeast,Gas,Residential,House,172,1,1,1,Medium-High,Own,1,5.0,3.2,4.0,1.6,3.0,2.0,-0.048880000000000014,-0.4767,0.6908,0.47505881425356167,0.0898,0.091,0.4,0.2,Payment Problem,0.6,0.029069767441860465,1,1.0,1,13.0,0,0.0,0.0,1.0,0.0,0.005813953488372093
CUST0000049,Customer_49,50,Male,Southeast,Gas,Residential,House,9,1,1,4,Medium-High,Own,0,4.0,3.25,5.0,4.5,0.0,0.0,0.074,0.0,0.296,0.14799999999999996,0.04175,0.0,0.0,0.25,Billing Error,0.0,0.4444444444444444,2,3.0,3,3.0,0,0.0,0.0,0.5,0.0,0.2222222222222222
CUST0000050,Customer_50,18,Female,Northwest,Water,Small Business,House,11,0,1,2,High,Rent,0,4.0,2.5,4.0,1.5,2.0,1.0,0.1462,-0.0516,0.3182,0.1997225408744174,0.15725,0.044,0.25,0.5,Disconnection Threat,0.5,0.36363636363636365,15,3.2,1,5.0,2,0.13333333333333333,0.4,0.26666666666666666,0.13333333333333333,1.3636363636363635
CUST0000051,Customer_51,49,Female,Southeast,Electricity,Residential,Mobile Home,1,1,0,3,Medium,Own,1,7.0,2.7142857142857144,4.0,6.714285714285714,0.0,0.0,0.18022857142857143,-0.7351,0.872,0.6695904736336625,0.2502857142857143,0.10942857142857143,0.2857142857142857,0.7142857142857143,Account Error,0.0,7.0,4,3.5,3,7.0,0,0.25,0.0,0.25,0.0,4.0
CUST0000052,Customer_52,39,Female,Southeast,Gas,Small Business,House,101,0,0,3,High,Own,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,6,4.333333333333333,3,1.6666666666666667,0,0.3333333333333333,0.5,0.16666666666666666,0.0,0.0594059405940594
CUST0000053,Customer_53,34,Male,West,Dual Fuel,Prepaid,House,21,1,0,4,High,Rent,1,4.0,1.75,2.0,3.5,0.0,0.0,0.27842500000000003,0.0772,0.5574,0.24087073123704064,0.18675,0.0,0.0,1.0,Billing Error,0.0,0.19047619047619047,4,2.75,2,3.25,1,0.0,0.0,0.5,0.25,0.19047619047619047
CUST0000054,Customer_54,54,Female,Southeast,Electricity,Commercial,House,40,0,0,4,Medium,Own,1,5.0,3.8,5.0,5.4,2.0,1.0,-0.008620000000000006,-0.7003,0.3612,0.4207523048065216,0.08760000000000001,0.0664,0.2,0.4,Account Error,0.4,0.125,2,4.0,3,2.0,0,1.0,0.0,0.0,0.0,0.05
CUST0000055,Customer_55,60,Male,Southwest,Gas,Residential,Apartment,41,0,1,2,Medium,Rent,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3,3.6666666666666665,3,9.666666666666666,0,0.3333333333333333,0.0,0.0,0.0,0.07317073170731707
CUST0000056,Customer_56,58,Male,Southwest,Multi-Utility,Residential,Condo,74,0,1,4,Medium-High,Own,0,1.0,1.0,1.0,2.0,0.0,0.0,0.3182,0.3182,0.3182,0.0,0.277,0.0,0.0,1.0,Contract Dispute,0.0,0.013513513513513514,8,3.25,1,5.0,2,0.375,0.375,0.125,0.25,0.10810810810810811
CUST0000057,Customer_57,32,Female,Southwest,Electricity,Residential,Townhouse,39,0,0,2,Medium,Own,0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Payment Problem,0.0,0.02564102564102564,4,3.0,2,3.75,0,0.0,0.0,0.5,0.0,0.10256410256410256
CUST0000058,Customer_58,40,Female,Northeast,Gas,Residential,House,29,0,1,1,Medium-High,Own,1,1.0,4.0,4.0,0.0,0.0,1.0,0.7351,0.7351,0.7351,0.0,0.452,0.122,0.0,1.0,Poor Customer Service,0.0,0.034482758620689655,1,3.0,3,4.0,0,0.0,0.0,1.0,0.0,0.034482758620689655
CUST0000059,Customer_59,49,Other,Northwest,Multi-Utility,Residential,Condo,44,1,1,5,Medium,Rent,0,2.0,2.5,3.0,0.5,0.0,0.0,0.6166,0.3612,0.872,0.36119014383008846,0.413,0.0,0.0,1.0,Meter Issue,0.0,0.045454545454545456,12,3.1666666666666665,1,8.166666666666666,3,0.4166666666666667,0.16666666666666666,0.25,0.25,0.2727272727272727
CUST0000060,Customer_60,59,Male,Northwest,Electricity,Small Business,Apartment,50,0,0,2,Low,Own,1,2.0,3.0,3.0,4.5,0.0,0.0,0.1806,0.0,0.3612,0.25540696936458096,0.1085,0.0,0.0,0.5,Connection Issue,0.0,0.04,5,3.6,3,7.0,2,0.2,0.0,0.4,0.4,0.1
CUST0000061,Customer_61,37,Female,Midwest,Electricity,Residential,Mobile Home,7,1,1,2,High,Rent,1,5.0,3.0,5.0,4.6,2.0,1.0,-0.15152,-0.7003,0.6486,0.7142346092146473,0.142,0.22880000000000003,0.6,0.4,Disconnection Threat,0.4,0.7142857142857143,5,3.4,1,6.8,0,0.4,0.2,0.4,0.0,0.7142857142857143
CUST0000062,Customer_62,42,Male,West,Dual Fuel,Commercial,House,4,0,0,1,High,Rent,1,7.0,2.5714285714285716,4.0,3.4285714285714284,3.0,0.0,0.15694285714285713,-0.4019,0.6249,0.3632153165692165,0.13514285714285715,0.03,0.14285714285714285,0.42857142857142855,Rate Increase,0.42857142857142855,1.75,2,4.5,4,11.0,1,1.0,0.0,0.0,0.5,0.5
CUST0000063,Customer_63,28,Male,Southwest,Dual Fuel,Commercial,House,2,0,1,3,Low,Rent,1,4.0,3.0,4.0,6.0,1.0,1.0,-0.36545,-0.7717,0.3182,0.5091062659209765,0.04675,0.2425,0.75,0.25,Account Error,0.25,2.0,5,2.6,1,2.0,0,0.4,0.2,0.2,0.0,2.5
CUST0000064,Customer_64,27,Female,Southwest,Gas,Residential,Apartment,16,1,0,5,Medium-High,Rent,0,3.0,2.3333333333333335,3.0,2.6666666666666665,0.0,0.0,0.4901333333333333,0.1779,0.7351,0.28462530339611997,0.3543333333333334,0.09666666666666668,0.0,1.0,Connection Issue,0.0,0.1875,6,3.3333333333333335,3,2.6666666666666665,2,0.5,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.375
CUST0000065,Customer_65,57,Female,Southeast,Gas,Prepaid,House,24,0,1,2,Medium,Own,1,6.0,3.1666666666666665,5.0,4.0,3.0,2.0,-0.03941666666666666,-0.6863,0.5574,0.4885681668576726,0.08800000000000001,0.09033333333333333,0.3333333333333333,0.3333333333333333,Account Error,0.5,0.25,2,3.0,3,1.0,0,0.5,0.0,0.5,0.0,0.08333333333333333
CUST0000066,Customer_66,65,Female,Southwest,Dual Fuel,Small Business,House,34,0,1,3,Medium-High,Own,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5,3.0,2,3.4,0,0.2,0.0,0.2,0.0,0.14705882352941177
CUST0000067,Customer_67,43,Male,Southeast,Water,Residential,Condo,114,1,0,3,Medium,Own,1,3.0,2.0,3.0,12.666666666666666,0.0,0.0,0.1953,0.0,0.5859,0.3382695227182017,0.11599999999999999,0.0,0.0,0.3333333333333333,High Bill,0.0,0.02631578947368421,3,4.666666666666667,4,4.666666666666667,0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.02631578947368421
CUST0000068,Customer_68,60,Female,Southeast,Electricity,Residential,Condo,14,0,0,2,Medium-High,Other,0,5.0,1.6,3.0,7.2,0.0,0.0,0.19802000000000003,-0.6486,0.6124,0.53312453704552,0.17099999999999999,0.0796,0.2,0.6,Contract Dispute,0.0,0.35714285714285715,5,3.8,3,4.4,0,0.4,0.4,0.2,0.0,0.35714285714285715
CUST0000069,Customer_69,50,Male,Midwest,Electricity,Residential,Apartment,51,1,0,3,Medium,Rent,1,2.0,3.0,4.0,1.0,1.0,1.0,0.08895,0.0,0.1779,0.1257942963730868,0.1365,0.084,0.0,0.5,Disconnection Threat,0.5,0.0392156862745098,3,3.6666666666666665,2,5.333333333333333,1,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.058823529411764705
CUST0000070,Customer_70,35,Female,Northeast,Gas,Residential,Condo,27,0,1,3,High,Rent,1,4.0,3.5,4.0,0.5,2.0,1.0,-0.50585,-0.6863,-0.4019,0.12444483382875589,0.02275,0.22975,1.0,0.0,Billing Error,0.5,0.14814814814814814,8,3.625,3,2.625,2,0.25,0.0,0.375,0.25,0.2962962962962963
CUST0000071,Customer_71,50,Male,Southeast,Dual Fuel,Small Business,Apartment,8,1,1,2,Medium-High,Own,0,3.0,3.0,4.0,7.333333333333333,1.0,0.0,-0.49006666666666665,-0.7351,0.0,0.4244101828812939,0.0,0.25533333333333336,0.6666666666666666,0.0,Billing Error,0.3333333333333333,0.375,4,3.75,1,2.5,2,0.25,0.5,0.25,0.5,0.5
CUST0000072,Customer_72,68,Male,Southeast,Dual Fuel,Residential,Condo,34,0,0,5,Medium,Own,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3,4.333333333333333,4,1.3333333333333333,0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.08823529411764706
