customer_id,interaction_date,interaction_type,channel,duration_minutes,resolved,satisfaction_score
CUST0000018,2024-07-10,Billing Query,Email,0,1,2
CUST0000018,2024-11-13,Billing Query,Phone,1,0,4
CUST0000018,2024-04-02,General Inquiry,Phone,7,1,1
CUST0000019,2024-02-15,Technical Support,Phone,8,1,5
CUST0000019,2024-09-05,Feedback,SMS,0,0,1
CUST0000020,2024-10-11,Account Change,In-Person,1,1,5
CUST0000020,2024-05-05,Complaint,Mobile App,0,1,3
CUST0000021,2024-02-27,Service Request,In-Person,8,1,5
CUST0000021,2024-02-18,Account Change,Web Chat,9,1,4
CUST0000021,2024-12-25,Complaint,Phone,2,1,4
CUST0000021,2024-04-18,Service Request,In-Person,30,1,4
CUST0000022,2024-05-27,Billing Query,In-Person,1,1,4
CUST0000022,2024-09-13,Complaint,Web Chat,14,1,4
CUST0000022,2024-03-27,Service Request,Phone,2,1,5
CUST0000023,2024-04-04,Account Change,Phone,1,1,4
CUST0000023,2024-07-13,General Inquiry,Web Chat,6,1,2
CUST0000023,2024-12-04,Account Change,Web Chat,16,1,4
CUST0000023,2024-03-04,General Inquiry,Web Chat,5,1,5
CUST0000023,2024-12-02,Billing Query,Web Chat,12,1,5
CUST0000023,2024-08-16,Account Change,Mobile App,0,1,4
CUST0000023,2024-09-05,General Inquiry,Web Chat,41,1,3
CUST0000023,2024-06-24,General Inquiry,Web Chat,10,1,5
CUST0000024,2024-01-08,Escalation,Email,0,0,3
CUST0000024,2024-11-09,General Inquiry,Phone,5,1,3
CUST0000024,2024-08-10,Billing Query,Phone,3,1,3
CUST0000025,2024-10-17,Billing Query,In-Person,10,0,4
CUST0000025,2024-03-17,Complaint,Phone,1,1,2
CUST0000025,2024-05-17,Account Change,Phone,4,1,4
CUST0000025,2024-10-21,General Inquiry,Email,0,1,5
CUST0000025,2024-09-28,Billing Query,SMS,0,1,1
CUST0000025,2024-09-19,General Inquiry,Phone,10,1,4
CUST0000026,2024-11-05,General Inquiry,Phone,1,0,2
CUST0000026,2024-11-27,General Inquiry,Phone,12,1,1
CUST0000027,2024-08-26,Billing Query,Phone,2,1,5
CUST0000027,2024-11-05,Service Request,Mobile App,0,1,4
CUST0000027,2024-07-28,Billing Query,Web Chat,4,0,4
CUST0000027,2024-10-24,General Inquiry,Email,0,1,4
CUST0000027,2024-10-21,Service Request,SMS,0,1,2
CUST0000027,2024-11-14,Billing Query,Phone,1,1,5
CUST0000027,2024-12-25,Technical Support,Mobile App,0,1,5
CUST0000027,2024-03-19,Escalation,Mobile App,0,0,3
CUST0000028,2024-12-03,Account Change,In-Person,3,1,4
CUST0000028,2024-05-08,General Inquiry,Phone,1,1,4
CUST0000028,2024-12-24,Service Request,Phone,1,1,5
CUST0000028,2024-12-26,Service Request,Web Chat,3,1,1
CUST0000028,2024-07-22,Account Change,Phone,1,1,3
CUST0000028,2024-03-04,Technical Support,Web Chat,3,0,4
CUST0000029,2024-02-19,Complaint,Email,0,1,4
CUST0000029,2024-05-25,Technical Support,Phone,10,1,2
CUST0000029,2024-05-20,Service Request,Mobile App,0,0,3
CUST0000029,2024-08-06,Billing Query,Email,0,1,4
CUST0000029,2024-02-13,Feedback,Web Chat,1,1,3
CUST0000029,2024-06-05,Service Request,Email,0,1,3
CUST0000029,2024-04-22,Technical Support,Phone,1,1,3
CUST0000029,2024-09-02,General Inquiry,Phone,1,1,5
CUST0000029,2024-01-19,Technical Support,SMS,0,0,2
CUST0000029,2024-06-05,General Inquiry,Email,0,1,4
CUST0000030,2024-07-12,Technical Support,Web Chat,2,1,2
CUST0000030,2024-11-24,General Inquiry,Phone,6,1,5
CUST0000031,2024-06-25,Complaint,Phone,3,1,5
CUST0000032,2024-10-11,General Inquiry,Phone,8,1,5
CUST0000033,2024-10-21,Billing Query,Phone,1,1,3
CUST0000033,2024-05-05,General Inquiry,Phone,2,1,2
CUST0000033,2024-07-21,Technical Support,SMS,0,1,5
CUST0000033,2024-03-09,Service Request,SMS,0,1,3
CUST0000034,2024-06-06,Complaint,Phone,1,0,3
CUST0000034,2024-09-22,General Inquiry,Phone,2,1,4
CUST0000034,2024-03-25,Account Change,Web Chat,1,1,4
CUST0000034,2024-01-08,Billing Query,Web Chat,1,1,5
CUST0000034,2024-05-06,Service Request,Phone,1,1,4
CUST0000034,2024-02-09,General Inquiry,Web Chat,1,1,4
CUST0000034,2024-08-21,General Inquiry,Phone,8,1,4
CUST0000034,2024-04-10,Service Request,Phone,1,1,4
CUST0000035,2024-03-22,Feedback,Phone,3,1,4
CUST0000035,2024-09-04,Billing Query,Email,0,1,2
CUST0000036,2024-02-25,Feedback,Web Chat,21,1,3
CUST0000036,2024-06-22,Account Change,Phone,7,1,5
CUST0000036,2024-06-13,Billing Query,Phone,2,0,4
CUST0000037,2024-03-02,Billing Query,SMS,0,1,5
CUST0000037,2024-01-11,Account Change,Mobile App,0,1,3
CUST0000038,2024-02-28,Account Change,Email,0,1,4
CUST0000038,2024-07-04,Technical Support,Mobile App,0,1,5
CUST0000038,2024-06-09,Service Request,Phone,1,1,2
CUST0000038,2024-03-18,Technical Support,SMS,0,0,3
CUST0000038,2024-06-05,Account Change,Email,0,1,3
CUST0000038,2024-04-27,Account Change,Web Chat,1,1,4
CUST0000038,2024-07-22,Account Change,Phone,2,1,4
CUST0000038,2024-06-18,Service Request,Phone,1,1,4
CUST0000039,2024-01-14,Complaint,In-Person,6,1,5
CUST0000039,2024-01-27,Billing Query,Email,0,1,4
CUST0000039,2024-07-28,General Inquiry,Web Chat,1,1,3
CUST0000039,2024-07-22,Billing Query,Phone,7,1,2
CUST0000039,2024-03-24,General Inquiry,Web Chat,4,1,4
CUST0000039,2024-10-12,Billing Query,Web Chat,1,1,3
CUST0000039,2024-02-20,Account Change,Mobile App,0,1,3
CUST0000039,2024-02-10,General Inquiry,Phone,3,1,1
CUST0000040,2024-12-10,Technical Support,Phone,15,1,5
CUST0000040,2024-05-23,Complaint,SMS,0,0,4
CUST0000040,2024-05-10,General Inquiry,Phone,9,1,3
CUST0000041,2024-02-22,Complaint,In-Person,1,1,1
CUST0000041,2024-07-23,Feedback,Email,0,1,4
CUST0000041,2024-12-23,Technical Support,Email,0,1,4
CUST0000041,2024-12-09,General Inquiry,Email,0,1,4
CUST0000041,2024-06-11,Complaint,Email,0,1,3
CUST0000041,2024-12-03,Account Change,Phone,18,1,5
CUST0000042,2024-02-17,General Inquiry,Web Chat,11,1,3
CUST0000042,2024-05-25,Complaint,Phone,2,1,3
CUST0000043,2024-07-18,Complaint,Phone,6,1,5
CUST0000044,2024-03-21,Escalation,Phone,6,1,3
CUST0000044,2024-09-14,Escalation,SMS,0,1,4
CUST0000044,2024-03-17,Billing Query,Mobile App,0,1,4
CUST0000044,2024-08-16,Billing Query,Email,0,1,4
CUST0000045,2024-09-21,Billing Query,SMS,0,1,3
CUST0000045,2024-11-09,General Inquiry,Phone,8,1,5
CUST0000045,2024-03-23,General Inquiry,Email,0,1,2
CUST0000045,2024-11-21,Feedback,SMS,0,1,4
CUST0000045,2024-11-21,Complaint,Phone,13,1,3
CUST0000046,2024-02-07,Complaint,Email,0,1,4
CUST0000046,2024-06-22,Service Request,Mobile App,0,1,3
CUST0000046,2024-09-01,Service Request,Mobile App,0,1,3
CUST0000046,2024-12-10,Billing Query,Web Chat,1,1,3
CUST0000047,2024-10-07,Service Request,Web Chat,30,1,4
CUST0000047,2024-08-11,General Inquiry,Web Chat,2,1,3
CUST0000047,2024-02-18,Billing Query,Phone,12,1,4
CUST0000048,2024-02-20,Billing Query,Web Chat,13,1,1
CUST0000049,2024-07-18,Account Change,Web Chat,6,1,3
CUST0000049,2024-06-21,Complaint,Mobile App,0,1,3
CUST0000050,2024-03-15,Technical Support,Email,0,1,3
CUST0000050,2024-11-05,Complaint,Web Chat,2,1,1
CUST0000050,2024-08-13,Complaint,Mobile App,0,1,3
CUST0000050,2024-02-20,General Inquiry,Email,0,1,4
CUST0000050,2024-07-28,General Inquiry,Web Chat,1,1,2
CUST0000050,2024-12-04,General Inquiry,Mobile App,0,1,3
CUST0000050,2024-04-26,Billing Query,Email,0,0,2
CUST0000050,2024-03-14,Account Change,SMS,0,1,4
CUST0000050,2024-02-26,Complaint,Phone,21,0,2
CUST0000050,2024-06-28,Technical Support,Email,0,1,3
CUST0000050,2024-10-15,Complaint,Web Chat,20,1,5
CUST0000050,2024-06-21,Feedback,Phone,30,1,5
CUST0000050,2024-06-15,Complaint,Email,0,1,3
CUST0000050,2024-09-24,Account Change,Web Chat,1,1,4
CUST0000050,2024-11-15,General Inquiry,Email,0,1,4
CUST0000051,2024-03-12,Service Request,Mobile App,0,1,3
CUST0000051,2024-04-19,General Inquiry,Phone,1,1,3
CUST0000051,2024-05-17,Billing Query,SMS,0,1,3
CUST0000051,2024-10-02,Feedback,Web Chat,27,1,5
CUST0000052,2024-04-18,Complaint,Email,0,1,4
CUST0000052,2024-05-12,Complaint,Phone,6,1,5
CUST0000052,2024-07-14,Account Change,Web Chat,1,1,5
CUST0000052,2024-10-22,Complaint,Email,0,1,4
CUST0000052,2024-03-03,Complaint,Phone,3,1,3
CUST0000052,2024-08-24,Complaint,Email,0,1,5
CUST0000053,2024-04-06,Feedback,Web Chat,3,1,3
CUST0000053,2024-10-15,General Inquiry,Mobile App,0,1,2
CUST0000053,2024-10-23,Complaint,Web Chat,10,1,4
CUST0000053,2024-04-26,Account Change,Mobile App,0,0,2
CUST0000054,2024-01-01,Complaint,Phone,1,1,3
CUST0000054,2024-04-14,General Inquiry,Phone,3,1,5
CUST0000055,2024-11-07,General Inquiry,SMS,0,1,5
CUST0000055,2024-06-17,Account Change,In-Person,7,1,3
CUST0000055,2024-02-02,Complaint,Phone,22,1,3
CUST0000056,2024-12-14,Service Request,Email,0,1,4
CUST0000056,2024-08-15,Service Request,Email,0,0,2
CUST0000056,2024-03-03,Technical Support,SMS,0,1,1
CUST0000056,2024-06-25,Complaint,Phone,13,1,3
CUST0000056,2024-06-01,Complaint,Phone,1,0,5
CUST0000056,2024-04-16,Account Change,Phone,19,1,5
CUST0000056,2024-07-21,Account Change,Email,0,1,2
CUST0000056,2024-05-13,Account Change,Web Chat,7,1,4
CUST0000057,2024-05-16,Escalation,In-Person,10,1,3
CUST0000057,2024-12-27,Complaint,Web Chat,1,1,2
CUST0000057,2024-05-05,Feedback,Mobile App,0,1,4
CUST0000057,2024-04-20,Complaint,Web Chat,4,1,3
CUST0000058,2024-03-06,Service Request,Web Chat,4,1,3
CUST0000059,2024-10-22,Complaint,Web Chat,4,0,2
CUST0000059,2024-09-22,Complaint,Email,0,1,1
CUST0000059,2024-05-11,Technical Support,Web Chat,2,1,1
CUST0000059,2024-01-11,Account Change,SMS,0,1,1
CUST0000059,2024-05-08,General Inquiry,Email,0,0,3
CUST0000059,2024-06-08,Service Request,Phone,29,0,3
CUST0000059,2024-08-10,Billing Query,Phone,11,1,3
CUST0000059,2024-09-16,General Inquiry,Phone,2,1,4
CUST0000059,2024-08-17,Service Request,Phone,3,1,5
CUST0000059,2024-02-14,General Inquiry,In-Person,22,1,5
CUST0000059,2024-12-21,Account Change,Web Chat,10,1,5
CUST0000059,2024-03-12,General Inquiry,Phone,15,1,5
CUST0000060,2024-01-10,Technical Support,Mobile App,0,0,3
CUST0000060,2024-04-14,General Inquiry,Mobile App,0,1,4
CUST0000060,2024-04-16,Account Change,Web Chat,8,1,3
CUST0000060,2024-01-09,Service Request,Phone,10,0,5
CUST0000060,2024-09-23,Technical Support,Web Chat,17,1,3
CUST0000061,2024-04-24,Billing Query,Email,0,1,3
CUST0000061,2024-04-11,Technical Support,Phone,8,1,5
CUST0000061,2024-03-20,Account Change,Web Chat,15,1,5
CUST0000061,2024-07-06,Feedback,Phone,3,1,1
CUST0000061,2024-10-10,Billing Query,Web Chat,8,1,3
CUST0000062,2024-01-13,Service Request,Phone,16,0,4
CUST0000062,2024-05-11,Account Change,Phone,6,1,5
CUST0000063,2024-08-26,Complaint,Phone,5,1,1
CUST0000063,2024-12-08,Technical Support,Phone,4,1,4
CUST0000063,2024-12-27,General Inquiry,Email,0,1,1
CUST0000063,2024-02-12,Complaint,Mobile App,0,1,4
CUST0000063,2024-11-25,Feedback,Web Chat,1,1,3
CUST0000064,2024-03-05,Escalation,Web Chat,4,1,3
CUST0000064,2024-09-09,Account Change,Email,0,0,3
CUST0000064,2024-02-06,Complaint,Phone,6,0,3
CUST0000064,2024-10-07,Feedback,Phone,3,1,4
CUST0000064,2024-06-03,Complaint,Email,0,1,4
CUST0000064,2024-02-08,General Inquiry,Phone,3,1,3
CUST0000065,2024-04-13,Complaint,Web Chat,1,1,3
CUST0000065,2024-03-01,General Inquiry,Phone,1,1,3
CUST0000066,2024-08-26,Billing Query,SMS,0,1,4
CUST0000066,2024-08-02,Account Change,Phone,1,1,3
CUST0000066,2024-01-27,Account Change,SMS,0,1,3
CUST0000066,2024-11-05,Technical Support,SMS,0,1,3
CUST0000066,2024-04-27,Technical Support,Web Chat,16,1,2
CUST0000067,2024-06-01,General Inquiry,Phone,2,1,5
CUST0000067,2024-03-27,Technical Support,Web Chat,8,1,4
CUST0000067,2024-11-17,Complaint,Phone,4,1,5
CUST0000068,2024-06-05,Account Change,Email,0,1,4
CUST0000068,2024-11-25,Account Change,Phone,7,1,4
CUST0000068,2024-03-07,Service Request,Email,0,1,4
CUST0000068,2024-12-28,Technical Support,Phone,12,1,3
CUST0000068,2024-05-07,Complaint,Web Chat,3,1,4
CUST0000069,2024-01-16,Service Request,Email,0,1,5
CUST0000069,2024-12-18,General Inquiry,Phone,16,1,4
CUST0000069,2024-05-25,General Inquiry,Email,0,0,2
CUST0000070,2024-07-12,Complaint,SMS,0,1,5
CUST0000070,2024-05-07,Billing Query,Web Chat,3,1,4
CUST0000070,2024-07-16,Account Change,Phone,7,1,4
CUST0000070,2024-01-07,Service Request,Web Chat,8,1,3
CUST0000070,2024-10-07,Feedback,Mobile App,0,1,3
CUST0000070,2024-08-19,Complaint,Web Chat,1,1,3
CUST0000070,2024-03-27,General Inquiry,SMS,0,0,4
CUST0000070,2024-10-20,Billing Query,Phone,2,0,3
CUST0000071,2024-03-24,Account Change,Email,0,1,4
CUST0000071,2024-10-08,Complaint,Email,0,0,5
CUST0000071,2024-11-23,General Inquiry,Web Chat,7,1,5
CUST0000071,2024-07-25,General Inquiry,Phone,3,0,1
CUST0000072,2024-08-12,General Inquiry,SMS,0,1,4
CUST0000072,2024-11-17,Billing Query,Email,0,1,4
CUST0000072,2024-10-14,Escalation,Web Chat,4,1,5
CUST0000073,2024-08-21,Account Change,Web Chat,2,1,1
CUST0000074,2024-09-28,Complaint,Mobile App,0,1,3
CUST0000074,2024-11-27,General Inquiry,Web Chat,1,1,1
CUST0000075,2024-10-19,General Inquiry,Phone,1,1,4
CUST0000075,2024-02-18,Billing Query,Phone,22,1,4
CUST0000076,2024-01-09,General Inquiry,Phone,2,1,3
CUST0000076,2024-02-17,Account Change,SMS,0,0,5
CUST0000076,2024-06-23,Complaint,Email,0,1,5
CUST0000076,2024-06-22,Complaint,Phone,15,0,3
CUST0000076,2024-04-18,Billing Query,In-Person,35,1,3
CUST0000076,2024-06-05,Billing Query,Email,0,1,2
CUST0000076,2024-01-25,Billing Query,SMS,0,1,5
CUST0000076,2024-01-19,General Inquiry,Email,0,0,4
CUST0000076,2024-04-18,General Inquiry,Phone,1,0,2
CUST0000076,2024-03-20,Billing Query,Web Chat,9,1,3
CUST0000076,2024-07-14,Technical Support,Email,0,0,2
CUST0000076,2024-06-02,Billing Query,Email,0,1,5
CUST0000077,2024-08-14,Account Change,Web Chat,5,1,1
CUST0000077,2024-10-10,Complaint,Web Chat,3,0,1
CUST0000078,2024-04-03,Complaint,Phone,5,1,2
CUST0000078,2024-03-22,General Inquiry,SMS,0,1,1
CUST0000078,2024-10-02,General Inquiry,Web Chat,11,0,5
CUST0000078,2024-07-18,General Inquiry,Mobile App,0,1,4
CUST0000078,2024-04-21,Account Change,SMS,0,0,5
CUST0000078,2024-07-11,Complaint,Phone,7,1,3
CUST0000079,2024-06-16,Service Request,Web Chat,6,0,4
CUST0000079,2024-07-22,Escalation,Phone,36,1,4
CUST0000079,2024-10-23,Billing Query,Email,0,1,4
CUST0000080,2024-02-28,Complaint,Phone,13,1,3
CUST0000080,2024-03-12,Billing Query,In-Person,1,1,3
CUST0000080,2024-08-01,Billing Query,Phone,7,1,3
CUST0000080,2024-06-22,Technical Support,Email,0,1,5
CUST0000081,2024-09-02,Account Change,Email,0,1,4
CUST0000081,2024-08-04,Complaint,Web Chat,10,0,2
CUST0000081,2024-08-14,Feedback,Phone,12,1,4
CUST0000081,2024-09-11,Complaint,Phone,4,1,2
CUST0000082,2024-03-18,Billing Query,Email,0,1,4
CUST0000082,2024-07-07,General Inquiry,In-Person,21,0,4
CUST0000082,2024-06-04,Technical Support,Mobile App,0,1,3
CUST0000082,2024-05-15,Complaint,Email,0,1,5
CUST0000082,2024-04-17,Complaint,SMS,0,1,3
CUST0000082,2024-03-21,General Inquiry,SMS,0,0,2
CUST0000083,2024-12-14,Technical Support,Phone,11,1,4
CUST0000083,2024-04-11,Service Request,Web Chat,3,1,3
CUST0000083,2024-12-25,Escalation,Web Chat,1,0,3
CUST0000083,2024-09-27,Complaint,Phone,1,1,2
CUST0000083,2024-05-05,Service Request,Web Chat,7,1,3
CUST0000083,2024-08-18,Account Change,Phone,5,0,3
CUST0000083,2024-11-03,General Inquiry,Phone,1,1,1
CUST0000083,2024-09-12,Technical Support,Phone,1,1,1
CUST0000084,2024-11-09,Complaint,Web Chat,24,1,1
CUST0000084,2024-10-12,Billing Query,Phone,22,1,3
CUST0000084,2024-03-14,Feedback,Phone,18,1,5
CUST0000084,2024-01-20,Service Request,SMS,0,1,3
CUST0000084,2024-05-06,Complaint,Phone,1,1,5
CUST0000084,2024-12-22,Complaint,Mobile App,0,1,2
CUST0000084,2024-08-07,General Inquiry,Phone,1,1,5
CUST0000084,2024-09-14,Escalation,Email,0,0,1
CUST0000085,2024-01-17,General Inquiry,Mobile App,0,1,4
CUST0000085,2024-11-09,Feedback,Email,0,1,3
CUST0000085,2024-10-03,Billing Query,SMS,0,1,5
CUST0000086,2024-11-01,Escalation,Web Chat,1,1,2
CUST0000086,2024-02-10,Account Change,Phone,10,1,5
CUST0000086,2024-09-14,Complaint,Email,0,1,4
CUST0000087,2024-01-17,Account Change,In-Person,5,0,5
CUST0000087,2024-02-18,Service Request,SMS,0,1,3
CUST0000087,2024-05-23,Technical Support,Email,0,1,1
CUST0000087,2024-11-03,Complaint,Phone,7,0,4
CUST0000087,2024-03-08,Billing Query,Phone,24,1,3
CUST0000087,2024-08-24,Service Request,Mobile App,0,1,4
CUST0000087,2024-08-07,Complaint,Email,0,1,5
CUST0000087,2024-09-09,Billing Query,Email,0,1,3
CUST0000087,2024-07-21,General Inquiry,Web Chat,19,0,4
CUST0000087,2024-09-15,Escalation,Web Chat,2,0,3
CUST0000087,2024-06-27,Complaint,Phone,5,0,1
CUST0000087,2024-11-16,Service Request,Email,0,1,2
CUST0000088,2024-07-04,Billing Query,Phone,11,0,5
CUST0000088,2024-06-04,Complaint,Web Chat,1,1,4
CUST0000088,2024-10-04,Complaint,Phone,8,1,5
CUST0000088,2024-02-28,Service Request,Phone,8,1,4
CUST0000088,2024-04-14,Service Request,Phone,7,1,3
CUST0000089,2024-09-10,Service Request,Web Chat,1,1,4
CUST0000089,2024-12-12,Technical Support,Web Chat,20,1,5
CUST0000089,2024-08-19,Service Request,In-Person,14,1,3
CUST0000089,2024-04-09,Account Change,Mobile App,0,1,3
CUST0000089,2024-05-07,Complaint,Email,0,1,5
CUST0000090,2024-04-15,Complaint,Mobile App,0,1,3
CUST0000090,2024-11-09,Complaint,In-Person,9,1,2
CUST0000090,2024-03-21,Billing Query,Web Chat,1,1,4
CUST0000090,2024-04-05,Account Change,Web Chat,21,1,4
CUST0000091,2024-05-20,Service Request,Web Chat,14,1,3
CUST0000091,2024-07-17,Account Change,Phone,11,1,3
CUST0000091,2024-02-19,Billing Query,Email,0,1,4
CUST0000091,2024-01-10,Service Request,Web Chat,7,1,3
CUST0000091,2024-09-22,Feedback,Phone,11,1,4
CUST0000092,2024-09-21,Complaint,Email,0,1,3
CUST0000092,2024-05-13,Billing Query,Email,0,1,4
CUST0000093,2024-06-18,Complaint,Phone,1,1,4
CUST0000093,2024-05-09,Complaint,Mobile App,0,0,2
CUST0000093,2024-01-07,General Inquiry,Phone,1,1,2
CUST0000094,2024-05-07,General Inquiry,Phone,1,1,3
CUST0000095,2024-06-08,Complaint,Web Chat,2,1,2
CUST0000095,2024-03-06,Complaint,Mobile App,0,0,5
CUST0000095,2024-03-19,Escalation,Phone,6,1,5
CUST0000095,2024-06-12,Escalation,Phone,2,1,2
CUST0000096,2024-10-02,Complaint,SMS,0,0,4
CUST0000096,2024-06-19,Billing Query,Email,0,0,3
CUST0000096,2024-08-16,Service Request,Phone,9,0,3
CUST0000097,2024-10-22,Billing Query,Email,0,1,4
CUST0000098,2024-10-11,General Inquiry,Email,0,1,5
CUST0000098,2024-02-06,Service Request,Web Chat,1,1,4
CUST0000098,2024-08-04,General Inquiry,Phone,6,1,5
CUST0000098,2024-05-13,Technical Support,Phone,3,1,2
CUST0000098,2024-04-13,Complaint,In-Person,7,1,5
CUST0000098,2024-08-21,Billing Query,Mobile App,0,1,5
CUST0000098,2024-05-06,General Inquiry,Phone,2,1,5
CUST0000098,2024-06-23,Complaint,Phone,1,1,3
CUST0000098,2024-03-16,Technical Support,Email,0,1,4
CUST0000098,2024-08-11,Account Change,Phone,16,1,3
CUST0000099,2024-11-10,Feedback,Phone,10,1,3
CUST0000099,2024-12-25,Account Change,Phone,1,1,3
CUST0000099,2024-01-26,General Inquiry,Email,0,0,4
CUST0000099,2024-12-03,Feedback,Email,0,1,3
CUST0000100,2024-05-19,Complaint,Web Chat,8,1,3
CUST0000100,2024-11-03,Service Request,Phone,5,1,1
CUST0000100,2024-07-07,Complaint,Web Chat,3,1,3
CUST0000100,2024-12-08,Complaint,Phone,1,1,5
CUST0000100,2024-12-28,General Inquiry,Web Chat,41,1,4
CUST0000100,2024-07-03,Service Request,Email,0,1,4
CUST0000100,2024-08-07,Technical Support,Phone,21,1,5
CUST0000100,2024-10-13,General Inquiry,Phone,9,1,3
CUST0000101,2024-08-16,General Inquiry,Email,0,1,4
CUST0000101,2024-09-01,Technical Support,Phone,2,1,5
CUST0000101,2024-10-15,Complaint,Email,0,1,1
CUST0000102,2024-09-27,General Inquiry,Web Chat,1,1,4
CUST0000102,2024-01-25,General Inquiry,Web Chat,25,1,3
CUST0000102,2024-06-22,Billing Query,SMS,0,1,3
CUST0000103,2024-12-16,Complaint,Email,0,0,5
CUST0000103,2024-08-06,Service Request,Mobile App,0,0,5
CUST0000103,2024-02-15,Complaint,Email,0,1,2
CUST0000104,2024-04-16,Service Request,Web Chat,1,1,4
CUST0000104,2024-07-18,Billing Query,Email,0,1,5
CUST0000104,2024-07-14,General Inquiry,Phone,5,1,3
CUST0000104,2024-08-11,Complaint,In-Person,16,1,3
CUST0000104,2024-02-03,Service Request,Phone,5,1,4
CUST0000105,2024-12-11,General Inquiry,Phone,2,1,4
CUST0000105,2024-09-14,Complaint,Mobile App,0,1,2
CUST0000105,2024-09-17,Account Change,Phone,1,1,4
