customer_id,complaint_date,complaint_category,severity,comment,escalated,resolved,resolution_time_days
CUST0000011,2024-07-23,Contract Dispute,5,I am beyond frustrated. Every single bill has errors and nobody fixes them.,0,0,0
CUST0000011,2024-10-27,Poor Customer Service,2,Can someone explain the charges on my latest statement?,0,1,1
CUST0000012,2024-08-26,High Bill,2,The technician who came to my house was excellent. Very knowledgeable.,0,1,0
CUST0000012,2024-10-18,Billing Error,2,I need a copy of my bill from last month for my records.,0,1,5
CUST0000012,2024-12-14,Contract Dispute,4,The bill seems higher than expected and I am not sure why. Quite frustrated.,1,1,1
CUST0000014,2024-02-19,Account Error,3,I am disappointed with how my complaint was handled last time.,0,1,2
CUST0000014,2024-12-01,High Bill,1,The energy efficiency advice your team gave me has reduced my bills.,0,1,1
CUST0000014,2024-08-04,Payment Problem,3,Your website is difficult to use and I cannot find my account information.,0,1,2
CUST0000015,2024-05-21,Billing Error,2,I need a copy of my bill from last month for my records.,0,1,1
CUST0000016,2024-02-04,Connection Issue,2,Thank you for the courtesy credit on my account. Much appreciated.,0,1,1
CUST0000016,2024-06-18,Service Outage,4,The new rate increase is excessive and was not communicated properly.,0,0,0
CUST0000016,2024-03-17,Contract Dispute,3,I need to schedule a meter reading appointment for next week.,0,1,3
CUST0000016,2024-12-08,Service Outage,2,What is the process for switching to a smart meter?,0,1,0
CUST0000016,2024-04-07,Account Error,4,I want to speak to a manager immediately. This agent was rude and unhelpful.,1,1,2
CUST0000017,2024-11-26,Meter Issue,4,Still waiting for the credit that was promised to me three weeks ago.,1,0,0
CUST0000017,2024-07-01,Account Error,2,Can someone explain the charges on my latest statement?,0,1,2
CUST0000018,2024-10-05,Payment Problem,4,My direct debit was taken twice this month and nobody has fixed it yet.,1,1,0
CUST0000018,2024-10-13,Service Outage,1,I have been with you for 10 years and the service keeps getting better.,0,1,14
CUST0000018,2024-11-23,Payment Problem,3,The power outage last week lasted much longer than what was communicated.,0,1,10
CUST0000018,2024-05-28,Meter Issue,3,Your website is difficult to use and I cannot find my account information.,0,1,2
CUST0000020,2024-06-01,Contract Dispute,2,Can you confirm my current contract end date please?,0,1,1
CUST0000020,2024-03-28,Meter Issue,3,My meter reading was wrong again and my bill is inflated because of it.,0,1,1
CUST0000020,2024-03-05,Payment Problem,5,My complaint from last month is still unresolved. I have called five times now.,1,0,0
CUST0000021,2024-04-18,Meter Issue,4,Your website is difficult to use and I cannot find my account information.,1,1,3
CUST0000021,2024-04-08,Meter Issue,2,I would like to update my contact details and mailing address please.,0,1,25
CUST0000021,2024-11-17,Service Outage,1,Your agent went above and beyond to help me today. Thank you.,0,1,0
CUST0000021,2024-04-14,Meter Issue,3,The new rate increase is excessive and was not communicated properly.,0,1,2
CUST0000021,2024-03-25,Disconnection Threat,3,Can someone explain the charges on my latest statement?,0,1,0
CUST0000022,2024-11-14,Contract Dispute,2,Very happy with the new smart meter installation process. Smooth and easy.,0,1,10
CUST0000022,2024-02-15,Technician No-Show,3,I am disappointed with how my complaint was handled last time.,0,1,0
CUST0000023,2024-10-08,Poor Customer Service,5,Cancel everything. I am done with this company. Moving to the competition.,1,0,0
CUST0000023,2024-02-16,Disconnection Threat,2,I would like to know my current energy consumption for this quarter.,0,1,1
CUST0000023,2024-11-03,Technician No-Show,4,The bill seems higher than expected and I am not sure why. Quite frustrated.,0,1,1
CUST0000023,2024-09-07,Billing Error,1,The energy efficiency advice your team gave me has reduced my bills.,0,1,1
CUST0000023,2024-06-08,Payment Problem,2,I would like to know my current energy consumption for this quarter.,0,1,0
CUST0000023,2024-11-04,Service Outage,3,The wait times are really bad. I do not feel valued as a customer.,0,1,3
CUST0000023,2024-01-18,Technician No-Show,1,Can someone explain the charges on my latest statement?,0,1,10
CUST0000023,2024-10-02,Disconnection Threat,2,The technician who came to my house was excellent. Very knowledgeable.,0,1,0
CUST0000024,2024-11-24,High Bill,1,I would like to set up a direct debit for my monthly payments.,0,1,8
CUST0000024,2024-05-10,Service Outage,5,I am filing a formal complaint. This level of service is completely unacceptable.,0,1,0
CUST0000024,2024-04-18,Technician No-Show,1,Can you explain the different tariff plans available to me?,0,1,4
CUST0000025,2024-12-09,Meter Issue,4,My direct debit was taken twice this month and nobody has fixed it yet.,1,1,2
CUST0000025,2024-08-23,Connection Issue,4,The power outage last week lasted much longer than what was communicated.,1,1,0
CUST0000025,2024-04-13,Account Error,2,Thank you for the courtesy credit on my account. Much appreciated.,0,1,3
CUST0000025,2024-08-20,Contract Dispute,5,My complaint from last month is still unresolved. I have called five times now.,1,1,0
CUST0000025,2024-08-09,Disconnection Threat,3,I have been a customer for years but the service quality has declined.,1,1,9
CUST0000025,2024-05-07,Service Outage,3,I called last week and was promised a callback that never came.,0,1,8
CUST0000025,2024-09-17,Billing Error,5,Cancel everything. I am done with this company. Moving to the competition.,1,1,13
CUST0000028,2024-11-26,Account Error,2,I need a copy of my bill from last month for my records.,0,1,1
CUST0000028,2024-08-11,Billing Error,1,I have been with you for 10 years and the service keeps getting better.,0,1,5
CUST0000028,2024-11-26,Disconnection Threat,4,My meter reading was wrong again and my bill is inflated because of it.,1,1,1
CUST0000028,2024-07-10,Disconnection Threat,4,The new rate increase is excessive and was not communicated properly.,1,0,0
CUST0000029,2024-11-09,Account Error,3,I received a letter about a rate change and want to understand it.,0,1,0
CUST0000029,2024-07-25,Connection Issue,1,Please update my email address on file.,0,1,4
CUST0000029,2024-06-02,High Bill,4,My direct debit was taken twice this month and nobody has fixed it yet.,1,0,0
CUST0000030,2024-12-10,Payment Problem,4,I feel like new customers get better deals while loyal customers are ignored.,1,1,5
CUST0000032,2024-01-10,Billing Error,1,I would like to set up a direct debit for my monthly payments.,0,1,4
CUST0000032,2024-08-03,Poor Customer Service,4,The bill seems higher than expected and I am not sure why. Quite frustrated.,1,1,1
CUST0000032,2024-08-11,Disconnection Threat,5,Worst customer experience I have ever had. I will be switching providers.,0,1,8
CUST0000032,2024-06-11,Payment Problem,2,What is the process for switching to a smart meter?,0,1,2
CUST0000032,2024-04-14,Disconnection Threat,3,I am moving to a new address and need to transfer my account.,0,1,5
CUST0000033,2024-11-17,Contract Dispute,4,I am disappointed with how my complaint was handled last time.,1,0,0
CUST0000033,2024-03-04,Contract Dispute,4,Still waiting for the credit that was promised to me three weeks ago.,0,0,0
CUST0000034,2024-02-12,Contract Dispute,5,Your company is a disgrace. I have been without power for 48 hours and nobody cares.,1,0,0
CUST0000034,2024-09-10,Account Error,2,Thank you for resolving my issue so quickly. The agent was very professional.,1,1,10
CUST0000034,2024-12-09,Disconnection Threat,2,I want to compliment your team. My problem was fixed within 24 hours.,0,1,0
CUST0000034,2024-11-04,Service Outage,2,Your agent went above and beyond to help me today. Thank you.,0,1,4
CUST0000034,2024-11-18,Technician No-Show,5,I have been overcharged for the third time this year. I want a full refund and I want out.,0,0,0
CUST0000035,2024-05-11,Account Error,2,I would like to know my current energy consumption for this quarter.,0,1,4
CUST0000035,2024-02-13,Service Outage,3,The wait times are really bad. I do not feel valued as a customer.,0,1,7
CUST0000035,2024-05-03,Billing Error,3,I need to report a street light that is not working near my property.,0,1,8
CUST0000035,2024-08-12,Service Outage,2,Can you explain the different tariff plans available to me?,1,1,7
CUST0000036,2024-05-19,Contract Dispute,4,I feel like new customers get better deals while loyal customers are ignored.,1,1,0
CUST0000036,2024-04-08,Connection Issue,4,Disgusting service. My elderly mother was left without heating because of your incompetence.,1,0,0
CUST0000036,2024-04-26,High Bill,1,The payment plan you arranged has really helped me manage my bills.,0,1,1
CUST0000036,2024-12-21,Contract Dispute,4,Still waiting for the credit that was promised to me three weeks ago.,1,0,0
CUST0000036,2024-10-07,Poor Customer Service,1,I would like to set up a direct debit for my monthly payments.,0,1,1
CUST0000036,2024-02-27,Rate Increase,1,Can someone explain the charges on my latest statement?,0,1,3
CUST0000036,2024-05-05,Meter Issue,3,Your website is difficult to use and I cannot find my account information.,0,1,4
CUST0000036,2024-01-23,Disconnection Threat,5,I have been overcharged for the third time this year. I want a full refund and I want out.,0,1,1
CUST0000036,2024-12-28,Payment Problem,4,The bill seems higher than expected and I am not sure why. Quite frustrated.,1,1,1
CUST0000036,2024-02-10,Poor Customer Service,3,What is the process for switching to a smart meter?,0,1,0
CUST0000036,2024-02-24,Payment Problem,4,I have been overcharged for the third time this year. I want a full refund and I want out.,1,0,0
CUST0000036,2024-04-12,Rate Increase,3,The technician was supposed to come between 8 and 12 but never showed up.,0,1,21
CUST0000036,2024-12-28,Payment Problem,4,I want to speak to a manager immediately. This agent was rude and unhelpful.,1,0,0
CUST0000036,2024-06-20,Rate Increase,1,Thank you for resolving my issue so quickly. The agent was very professional.,0,1,0
CUST0000036,2024-09-13,Connection Issue,4,I am contacting the regulator. This is negligent and dangerous.,0,1,3
CUST0000037,2024-10-18,Account Error,2,I need a copy of my bill from last month for my records.,0,1,8
CUST0000037,2024-06-14,High Bill,2,The energy efficiency advice your team gave me has reduced my bills.,1,1,0
CUST0000038,2024-09-27,Rate Increase,3,Can someone explain the charges on my latest statement?,0,1,6
CUST0000038,2024-08-02,Billing Error,2,I have been with you for 10 years and the service keeps getting better.,0,1,11
CUST0000038,2024-12-21,Meter Issue,1,I need to schedule a meter reading appointment for next week.,0,1,8
CUST0000039,2024-10-21,High Bill,3,I need a copy of my bill from last month for my records.,0,1,5
CUST0000039,2024-05-08,Connection Issue,1,What is the process for switching to a smart meter?,0,1,5
CUST0000039,2024-09-23,Technician No-Show,3,The bill seems higher than expected and I am not sure why. Quite frustrated.,0,1,10
CUST0000039,2024-05-20,High Bill,3,The technician was supposed to come between 8 and 12 but never showed up.,0,1,4
CUST0000040,2024-04-23,Billing Error,1,The payment plan you arranged has really helped me manage my bills.,1,1,1
CUST0000041,2024-02-20,Contract Dispute,1,Please update my email address on file.,0,1,1
CUST0000041,2024-05-09,Poor Customer Service,2,Can someone explain the charges on my latest statement?,0,1,4
CUST0000041,2024-10-03,Connection Issue,1,The energy efficiency advice your team gave me has reduced my bills.,0,1,0
CUST0000041,2024-07-19,Connection Issue,5,I am contacting the regulator. This is negligent and dangerous.,1,0,0
CUST0000041,2024-11-22,Service Outage,3,Please update my email address on file.,0,1,1
CUST0000041,2024-02-24,Contract Dispute,5,"Three technicians, three no-shows. I have taken time off work for nothing.",1,1,0
CUST0000042,2024-11-25,Poor Customer Service,1,I would like to know my current energy consumption for this quarter.,0,1,2
CUST0000042,2024-11-15,Account Error,1,"Fast, friendly service. I will recommend you to my neighbours.",1,1,1
CUST0000043,2024-01-09,Billing Error,3,I am calling to inquire about my current bill and payment options.,0,1,7
CUST0000043,2024-02-02,High Bill,3,I am calling to inquire about my current bill and payment options.,0,1,4
CUST0000044,2024-05-13,High Bill,1,I would like to set up a direct debit for my monthly payments.,0,1,0
CUST0000044,2024-01-26,Rate Increase,2,I received a letter about a rate change and want to understand it.,0,1,1
CUST0000044,2024-04-24,Payment Problem,4,My direct debit was taken twice this month and nobody has fixed it yet.,1,0,0
CUST0000044,2024-07-23,Account Error,3,Still waiting for the credit that was promised to me three weeks ago.,1,1,1
CUST0000044,2024-08-01,Account Error,1,The energy efficiency advice your team gave me has reduced my bills.,0,1,21
CUST0000045,2024-10-23,Rate Increase,2,Can you explain the different tariff plans available to me?,0,1,0
CUST0000046,2024-03-26,Poor Customer Service,4,I want to speak to a manager immediately. This agent was rude and unhelpful.,1,0,0
CUST0000046,2024-06-23,Account Error,1,I am moving to a new address and need to transfer my account.,0,1,3
CUST0000047,2024-03-27,Billing Error,3,Your website is difficult to use and I cannot find my account information.,0,1,3
CUST0000047,2024-06-20,Service Outage,1,I want to compliment your team. My problem was fixed within 24 hours.,0,1,0
CUST0000047,2024-02-15,High Bill,2,I need to report a street light that is not working near my property.,0,1,1
CUST0000047,2024-09-13,Billing Error,3,The technician was supposed to come between 8 and 12 but never showed up.,1,1,2
CUST0000047,2024-06-21,Poor Customer Service,3,The bill seems higher than expected and I am not sure why. Quite frustrated.,0,1,2
CUST0000048,2024-03-02,Billing Error,4,I am not happy with the service. My issue has been going on for too long.,1,0,0
CUST0000048,2024-11-13,Payment Problem,2,I need to report a street light that is not working near my property.,0,1,2
CUST0000048,2024-09-06,Payment Problem,4,The power outage last week lasted much longer than what was communicated.,1,1,1
CUST0000048,2024-12-25,Payment Problem,4,I am contacting the regulator. This is negligent and dangerous.,0,0,0
CUST0000048,2024-08-05,Disconnection Threat,2,"Fast, friendly service. I will recommend you to my neighbours.",1,1,5
CUST0000049,2024-12-27,Meter Issue,2,I need to report a street light that is not working near my property.,0,1,4
CUST0000049,2024-08-11,Technician No-Show,3,The technician was supposed to come between 8 and 12 but never showed up.,0,1,2
CUST0000049,2024-07-24,Billing Error,5,Your automated system is a joke. I have been on hold for two hours.,0,1,8
CUST0000049,2024-04-24,Contract Dispute,3,The power outage last week lasted much longer than what was communicated.,0,1,4
CUST0000050,2024-09-03,Service Outage,4,Your company is a disgrace. I have been without power for 48 hours and nobody cares.,1,1,0
CUST0000050,2024-12-24,Technician No-Show,1,I am moving to a new address and need to transfer my account.,0,1,6
CUST0000050,2024-01-28,Disconnection Threat,4,The new rate increase is excessive and was not communicated properly.,1,0,0
CUST0000050,2024-05-02,Disconnection Threat,1,Please update my email address on file.,0,1,0
CUST0000051,2024-02-24,Account Error,4,The new rate increase is excessive and was not communicated properly.,0,1,2
CUST0000051,2024-11-05,Contract Dispute,2,Very happy with the new smart meter installation process. Smooth and easy.,0,1,1
CUST0000051,2024-08-14,Technician No-Show,2,Can you confirm my current contract end date please?,0,1,24
CUST0000051,2024-01-10,Poor Customer Service,3,The wait times are really bad. I do not feel valued as a customer.,0,1,5
CUST0000051,2024-05-03,Contract Dispute,1,Thank you for the courtesy credit on my account. Much appreciated.,0,1,7
CUST0000051,2024-11-23,Meter Issue,3,I called last week and was promised a callback that never came.,0,1,4
CUST0000051,2024-03-07,Account Error,4,The wait times are really bad. I do not feel valued as a customer.,0,1,4
CUST0000053,2024-06-15,Billing Error,2,I appreciate the quick response to my query. Everything was sorted out.,0,1,0
CUST0000053,2024-09-04,Contract Dispute,2,I want to check if there are any maintenance works planned in my area.,0,1,10
CUST0000053,2024-06-28,Rate Increase,2,I want to check if there are any maintenance works planned in my area.,0,1,1
CUST0000053,2024-09-16,Connection Issue,1,I would like to know my current energy consumption for this quarter.,0,1,3
CUST0000054,2024-01-04,Payment Problem,4,The technician was supposed to come between 8 and 12 but never showed up.,0,0,0
CUST0000054,2024-06-20,Account Error,5,I want to cancel my account immediately. This is the worst service I have ever experienced.,1,1,1
CUST0000054,2024-06-11,High Bill,3,I would like to set up a direct debit for my monthly payments.,0,1,15
CUST0000054,2024-10-07,Poor Customer Service,4,Your automated system is a joke. I have been on hold for two hours.,1,1,6
CUST0000054,2024-02-15,Meter Issue,3,I need to schedule a meter reading appointment for next week.,0,1,5
CUST0000056,2024-06-03,Contract Dispute,1,Please update my email address on file.,0,1,2
CUST0000057,2024-01-10,Payment Problem,2,I am calling to inquire about my current bill and payment options.,0,1,0
CUST0000058,2024-10-28,Poor Customer Service,4,I feel like new customers get better deals while loyal customers are ignored.,0,0,0
CUST0000059,2024-03-14,Meter Issue,2,Thank you for the courtesy credit on my account. Much appreciated.,0,1,1
CUST0000059,2024-08-23,Meter Issue,3,I called last week and was promised a callback that never came.,0,1,0
CUST0000060,2024-06-01,Service Outage,3,I tried the online chat but the bot could not understand my question.,0,1,7
CUST0000060,2024-03-09,Connection Issue,3,I called last week and was promised a callback that never came.,0,1,2
CUST0000061,2024-09-07,High Bill,1,The new online portal is much better than the old one. Well done.,0,1,5
CUST0000061,2024-04-28,Disconnection Threat,4,I am filing a formal complaint. This level of service is completely unacceptable.,1,1,1
CUST0000061,2024-08-15,High Bill,2,Thank you for the proactive communication about the planned outage.,0,1,8
CUST0000061,2024-10-02,Disconnection Threat,3,I am disappointed with how my complaint was handled last time.,0,1,9
CUST0000061,2024-10-17,Account Error,5,I am beyond frustrated. Every single bill has errors and nobody fixes them.,1,0,0
CUST0000062,2024-10-17,Rate Increase,1,Can you confirm my current contract end date please?,1,1,6
CUST0000062,2024-10-15,Rate Increase,2,I need to schedule a meter reading appointment for next week.,0,1,0
CUST0000062,2024-11-25,High Bill,4,Still waiting for the credit that was promised to me three weeks ago.,0,1,15
CUST0000062,2024-08-07,Rate Increase,1,The energy efficiency advice your team gave me has reduced my bills.,0,1,0
CUST0000062,2024-09-05,Service Outage,3,My direct debit was taken twice this month and nobody has fixed it yet.,1,1,3
CUST0000062,2024-02-05,Connection Issue,4,I want to speak to a manager immediately. This agent was rude and unhelpful.,1,1,0
CUST0000062,2024-10-20,Connection Issue,3,I need to schedule a meter reading appointment for next week.,0,1,0
CUST0000063,2024-07-14,Account Error,3,The new rate increase is excessive and was not communicated properly.,0,1,9
CUST0000063,2024-10-21,Poor Customer Service,4,Disgusting service. My elderly mother was left without heating because of your incompetence.,1,1,11
CUST0000063,2024-09-09,Service Outage,4,The wait times are really bad. I do not feel valued as a customer.,0,0,0
CUST0000063,2024-08-19,Technician No-Show,1,Can someone explain the charges on my latest statement?,0,1,4
CUST0000064,2024-07-08,Rate Increase,3,I feel like new customers get better deals while loyal customers are ignored.,0,1,2
CUST0000064,2024-07-11,Connection Issue,3,I would like to know my current energy consumption for this quarter.,0,1,4
CUST0000064,2024-08-08,High Bill,1,I want to compliment your team. My problem was fixed within 24 hours.,0,1,2
CUST0000065,2024-06-19,High Bill,1,The energy efficiency advice your team gave me has reduced my bills.,0,1,0
CUST0000065,2024-04-01,Connection Issue,4,The bill seems higher than expected and I am not sure why. Quite frustrated.,1,0,0
CUST0000065,2024-11-02,Rate Increase,5,Absolutely unacceptable. Nobody has called me back in over two weeks about my issue.,1,0,0
CUST0000065,2024-05-12,Poor Customer Service,4,I have been a customer for years but the service quality has declined.,1,1,3
CUST0000065,2024-11-18,Account Error,2,I appreciate the quick response to my query. Everything was sorted out.,0,1,5
CUST0000065,2024-05-05,Technician No-Show,3,The power outage last week lasted much longer than what was communicated.,0,1,16
CUST0000067,2024-02-15,Technician No-Show,1,I need to schedule a meter reading appointment for next week.,0,1,2
CUST0000067,2024-11-11,High Bill,3,The technician was supposed to come between 8 and 12 but never showed up.,0,1,10
CUST0000067,2024-06-26,Payment Problem,2,I would like to update my contact details and mailing address please.,0,1,26
CUST0000068,2024-10-09,Contract Dispute,1,The new online portal is much better than the old one. Well done.,0,1,5
CUST0000068,2024-04-19,Contract Dispute,1,I have been with you for 10 years and the service keeps getting better.,0,1,18
CUST0000068,2024-11-12,Rate Increase,2,I need to report a street light that is not working near my property.,0,1,5
CUST0000068,2024-11-28,Rate Increase,3,I am disappointed with how my complaint was handled last time.,0,1,6
CUST0000068,2024-07-10,Poor Customer Service,1,I would like to update my contact details and mailing address please.,0,1,2
CUST0000069,2024-03-14,Service Outage,2,I want to compliment your team. My problem was fixed within 24 hours.,0,1,2
CUST0000069,2024-10-17,Disconnection Threat,4,My direct debit was taken twice this month and nobody has fixed it yet.,1,0,0
CUST0000070,2024-02-05,Rate Increase,3,I am not happy with the service. My issue has been going on for too long.,0,1,1
CUST0000070,2024-05-16,Billing Error,4,I want to speak to a manager immediately. This agent was rude and unhelpful.,1,1,0
CUST0000070,2024-11-17,Disconnection Threat,3,My meter reading was wrong again and my bill is inflated because of it.,0,1,1
CUST0000070,2024-10-10,Billing Error,4,The bill seems higher than expected and I am not sure why. Quite frustrated.,1,0,0
CUST0000071,2024-08-15,Account Error,4,The wait times are really bad. I do not feel valued as a customer.,1,1,1
CUST0000071,2024-09-04,Billing Error,3,The wait times are really bad. I do not feel valued as a customer.,0,1,12
CUST0000071,2024-12-27,Billing Error,2,I need to report a street light that is not working near my property.,0,1,9
CUST0000073,2024-02-05,Rate Increase,1,I need a copy of my bill from last month for my records.,0,1,1
CUST0000074,2024-02-06,Connection Issue,1,Please update my email address on file.,0,1,1
CUST0000074,2024-12-24,Payment Problem,3,Can you explain the different tariff plans available to me?,0,1,0
CUST0000074,2024-03-24,Technician No-Show,1,I am calling to inquire about my current bill and payment options.,0,1,10
CUST0000074,2024-11-12,Service Outage,1,I am moving to a new address and need to transfer my account.,0,1,0
CUST0000074,2024-04-28,Poor Customer Service,4,"Three technicians, three no-shows. I have taken time off work for nothing.",1,1,0
CUST0000074,2024-12-02,Connection Issue,3,I feel like new customers get better deals while loyal customers are ignored.,0,1,2
CUST0000074,2024-01-25,Payment Problem,4,Still waiting for the credit that was promised to me three weeks ago.,0,1,2
CUST0000074,2024-04-18,High Bill,2,I need to report a street light that is not working near my property.,0,1,21
CUST0000075,2024-07-01,Account Error,2,Your agent went above and beyond to help me today. Thank you.,1,1,5
CUST0000075,2024-03-02,Meter Issue,3,Can you explain the different tariff plans available to me?,0,1,3
CUST0000075,2024-12-13,Payment Problem,4,My direct debit was taken twice this month and nobody has fixed it yet.,0,1,0
CUST0000075,2024-12-24,Meter Issue,3,The technician was supposed to come between 8 and 12 but never showed up.,0,1,2
CUST0000075,2024-07-03,Poor Customer Service,4,I am not happy with the service. My issue has been going on for too long.,1,1,0
CUST0000075,2024-05-05,Account Error,2,I am calling to inquire about my current bill and payment options.,0,1,1
CUST0000075,2024-11-22,High Bill,4,"Three technicians, three no-shows. I have taken time off work for nothing.",1,1,3
CUST0000076,2024-06-24,Payment Problem,2,I want to compliment your team. My problem was fixed within 24 hours.,0,1,10
CUST0000077,2024-11-12,Disconnection Threat,4,My meter reading was wrong again and my bill is inflated because of it.,1,1,1
CUST0000077,2024-05-20,Poor Customer Service,3,I tried the online chat but the bot could not understand my question.,0,1,0
CUST0000077,2024-05-19,Account Error,2,I am calling to inquire about my current bill and payment options.,1,1,2
CUST0000077,2024-01-16,Meter Issue,4,I have been a customer for years but the service quality has declined.,1,0,0
CUST0000077,2024-09-09,Technician No-Show,3,I called last week and was promised a callback that never came.,0,1,6
CUST0000077,2024-12-13,Rate Increase,3,I have been a customer for years but the service quality has declined.,0,1,1
CUST0000077,2024-06-18,Poor Customer Service,2,Impressed with how quickly the power was restored after the storm.,0,1,10
CUST0000078,2024-08-18,Disconnection Threat,5,Your company is a disgrace. I have been without power for 48 hours and nobody cares.,0,0,0
CUST0000078,2024-11-17,High Bill,5,I want to cancel my account immediately. This is the worst service I have ever experienced.,1,1,3
CUST0000079,2024-08-28,Technician No-Show,2,I am moving to a new address and need to transfer my account.,0,1,1
CUST0000079,2024-08-11,Meter Issue,3,My direct debit was taken twice this month and nobody has fixed it yet.,1,1,2
CUST0000079,2024-11-22,Technician No-Show,1,I would like to update my contact details and mailing address please.,1,1,2
CUST0000079,2024-03-18,Account Error,3,I am calling to inquire about my current bill and payment options.,0,1,0
CUST0000079,2024-08-27,Billing Error,3,The wait times are really bad. I do not feel valued as a customer.,0,1,9
CUST0000080,2024-05-22,Poor Customer Service,5,Absolutely unacceptable. Nobody has called me back in over two weeks about my issue.,1,1,4
CUST0000081,2024-08-13,Disconnection Threat,3,I have been a customer for years but the service quality has declined.,0,1,4
CUST0000081,2024-09-04,Account Error,3,I would like to set up a direct debit for my monthly payments.,0,1,7
CUST0000081,2024-03-09,Service Outage,1,I have been with you for 10 years and the service keeps getting better.,0,1,2
CUST0000082,2024-08-01,Technician No-Show,2,Can you explain the different tariff plans available to me?,0,1,5
CUST0000082,2024-04-27,Account Error,4,The power outage last week lasted much longer than what was communicated.,1,1,4
CUST0000085,2024-03-10,High Bill,1,I received a letter about a rate change and want to understand it.,0,1,4
CUST0000086,2024-04-12,Billing Error,1,"Fast, friendly service. I will recommend you to my neighbours.",0,1,2
CUST0000086,2024-02-26,Meter Issue,4,Your website is difficult to use and I cannot find my account information.,1,1,0
CUST0000088,2024-11-04,Poor Customer Service,1,Please update my email address on file.,0,1,3
CUST0000088,2024-04-18,Rate Increase,1,Thank you for the courtesy credit on my account. Much appreciated.,1,1,6
CUST0000088,2024-10-25,Service Outage,3,I received a letter about a rate change and want to understand it.,0,1,1
CUST0000088,2024-07-07,Billing Error,4,My meter reading was wrong again and my bill is inflated because of it.,1,1,0
CUST0000089,2024-09-11,Poor Customer Service,2,Thank you for the proactive communication about the planned outage.,0,1,7
CUST0000091,2024-10-10,Service Outage,4,Your company is a disgrace. I have been without power for 48 hours and nobody cares.,1,0,0
CUST0000091,2024-08-09,Disconnection Threat,2,What is the process for switching to a smart meter?,0,1,3
CUST0000091,2024-04-03,Rate Increase,2,Please update my email address on file.,0,1,4
