customer_id,customer_name,age,gender,region,account_start_date,account_tenure_months,service_type,contract_type,dwelling_type,has_autopay,paperless_billing,family_size,income_bracket,home_ownership,churned,avg_monthly_bill,bill_std,max_bill,min_bill,total_revenue,payment_delay_avg_days,payment_delay_max,late_payments_count,billing_disputes_count,num_bills,avg_monthly_consumption,consumption_std,max_consumption,min_consumption,estimated_reading_ratio,smart_meter,consumption_trend,consumption_volatility,peak_to_avg_ratio,total_interactions,avg_interaction_duration,unresolved_count,avg_satisfaction_score,channel_diversity,interaction_account_change,interaction_billing_inquiry,interaction_general_inquiry,interaction_meter_issue,interaction_move_in_out,interaction_outage_report,interaction_payment_issue,interaction_rate_plan_change,interaction_service_request,complaint_count,avg_complaint_severity,max_complaint_severity,avg_resolution_time_days,escalation_count,avg_sentiment_score,min_sentiment_score,sentiment_std,avg_sentiment_pos,avg_sentiment_neg,negative_sentiment_ratio,positive_sentiment_ratio,total_payments,avg_payment,num_payments,reversed_payments,payment_method_diversity,census_median_income,neighborhood_crime_index,area_avg_property_value,distance_to_service_center_miles,num_competitors_in_area,area_satisfaction_index,renewable_energy_adoption_pct,avg_outages_per_year_area
CUST0000011,Customer_11,41,Male,Northeast,2010-06-01,175,Water,Residential,Mobile Home,1,1,2,High,Rent,1,127.16041666666666,34.989343778923754,192.56,69.19,3051.85,4.75,19,11,1,24,769.7358333333333,255.1409024853022,1201.99,327.08,0.041666666666666664,1,-0.12750322072535478,0.33146553848275073,1.561561704610781,2.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,2.8333333333333335,4.0,8.0,3.0,-0.23615,-0.8313,0.3740016350231641,0.023333333333333334,0.135,0.3333333333333333,0.0,5495.0,228.95833333333334,24,2,5,40108.0,5.07,513058.0,31.7,0,3.62,21.0,3
CUST0000012,Customer_12,41,Other,Northeast,2024-04-02,9,Electricity+Water,Residential,Apartment,1,1,1,Medium,Own,0,345.4804166666667,82.23993563264942,469.8,189.76,8291.53,3.5416666666666665,12,6,1,24,565.27375,153.3398961050254,790.29,276.72,0.20833333333333334,1,0.002750233614852365,0.2712666139282523,1.398065981305518,1.0,9.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5018.0,228.0909090909091,22,1,5,42771.0,3.58,169649.0,8.3,3,3.44,20.1,3
CUST0000013,Customer_13,51,Female,Gulf Coast,2024-02-01,11,Electricity+Gas,Small Business,Single Family,1,1,3,Low,Own,0,188.62749999999997,39.905435747200066,252.92,118.53,4527.0599999999995,4.666666666666667,13,6,1,24,998.4879166666666,336.679039274463,1642.37,365.77,0.125,1,-0.006015143950740591,0.33718889698578025,1.6448571610990117,0.0,0.0,0.0,3.0,0.0,,,,,,,,,,3.0,3.0,4.0,6.333333333333333,1.0,-0.1741,-0.296,0.15475021809354583,0.09000000000000001,0.16933333333333334,0.6666666666666666,0.0,3653.68,152.23666666666665,24,1,6,70046.0,9.37,94314.0,9.5,1,2.15,13.4,4
CUST0000014,Customer_14,19,Female,Gulf Coast,2015-01-31,119,Electricity,Residential,Townhouse,0,1,1,Low,Own,0,196.4825,42.675352753184086,287.54,103.93,4715.58,3.75,11,7,1,24,1763.695,549.7513583430241,2671.73,845.54,0.125,1,0.058802958192787885,0.3117043243548483,1.514848088813542,1.0,11.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4771.34,207.44956521739132,23,1,6,95878.0,4.38,127709.0,27.0,2,3.1,18.7,1
CUST0000015,Customer_15,22,Male,Northeast,2022-08-02,29,Gas,Small Business,Single Family,0,1,1,Medium,Own,0,329.28000000000003,71.79891812192064,437.65,194.1,7902.72,5.291666666666667,29,1,2,24,890.9745833333333,289.0387275387334,1409.18,452.35,0.041666666666666664,1,0.043012057401639416,0.3244073769841733,1.581616385428129,2.0,7.0,1.0,3.5,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,0.0,0.3612,0.3612,0.0,0.2,0.0,0.0,1.0,5302.84,230.55826086956523,23,3,4,71409.0,7.24,158242.0,20.4,0,3.75,7.8,4
CUST0000016,Customer_16,39,Female,Southeast,2024-12-01,1,Water,Residential,Single Family,1,0,2,Low,Own,0,102.89583333333333,25.467928666849023,148.09,47.68,2469.5,5.958333333333333,16,5,3,24,1705.0670833333334,510.955938528177,2406.11,810.48,0.08333333333333333,1,0.005230937947600681,0.29966911186232037,1.4111526892514739,1.0,6.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5124.91,213.53791666666666,24,1,5,83347.0,2.75,111865.0,22.0,2,2.56,39.7,2
CUST0000017,Customer_17,32,Male,Northeast,2023-06-02,19,Electricity+Water,Residential,Single Family,1,0,4,Medium-High,Own,0,108.52208333333334,37.05223421992803,193.58,28.36,2604.53,6.25,19,6,0,24,1524.5845833333333,489.16552638122295,2388.8,875.96,0.08333333333333333,1,0.010075640089631991,0.32085168099477784,1.5668530471278652,17.0,8.529411764705882,4.0,3.4705882352941178,6.0,1.0,1.0,2.0,4.0,1.0,4.0,1.0,2.0,1.0,3.0,3.6666666666666665,5.0,2.6666666666666665,1.0,-0.3184,-0.4964,0.2763826333183762,0.0,0.138,0.6666666666666666,0.0,4279.06,194.5027272727273,22,1,6,60304.0,8.06,125089.0,46.3,0,4.71,26.6,1
CUST0000018,Customer_18,52,Female,Gulf Coast,2020-07-02,54,Electricity+Water,Residential,Single Family,1,0,1,Medium-Low,Own,0,234.5895833333333,58.743671294958624,331.55,133.45,5630.15,5.0,24,7,1,24,965.7195833333334,293.4809874514378,1454.92,500.05,0.125,1,0.06081727520397196,0.303898763695401,1.5065656999292842,5.0,9.4,2.0,3.6,4.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.5,4.0,0.5,0.0,0.22235000000000002,-0.1779,0.5660389783398313,0.2785,0.075,0.5,0.5,6147.07,267.2639130434782,23,1,6,70899.0,9.46,255504.0,40.1,0,4.02,0.2,2
CUST0000019,Customer_19,34,Female,Gulf Coast,2016-12-31,96,Electricity+Gas,Small Business,Condo,1,1,2,Medium,Lease,0,289.70958333333334,62.86582305604923,395.21,196.05,6953.03,4.625,13,5,1,24,651.2308333333334,198.66227360975478,972.93,327.91,0.16666666666666666,1,-0.02925811930463427,0.3050566150145247,1.4939863873153014,2.0,6.5,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3957.31,188.44333333333333,21,3,5,46841.0,1.92,240602.0,27.0,0,3.07,3.7,4
CUST0000020,Customer_20,26,Other,Southeast,2024-05-02,8,Water,Small Business,Apartment,0,1,1,Medium-Low,Rent,0,106.64458333333333,30.278074859709047,166.43,56.32,2559.47,4.958333333333333,13,6,1,24,835.0379166666667,247.01708259849366,1237.38,423.12,0.16666666666666666,1,0.06333980242668223,0.29581540869969714,1.4818249271115933,7.0,10.0,1.0,3.7142857142857144,4.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4965.34,215.88434782608695,23,0,5,66795.0,2.03,98386.0,25.5,3,3.57,11.8,2
CUST0000021,Customer_21,69,Female,Southeast,2024-06-01,7,Electricity,Residential,Single Family,1,0,2,Medium-Low,Rent,1,218.25875,45.401519253693245,303.33,149.26,5238.21,5.458333333333333,18,7,0,24,1844.3195833333332,585.0601602175043,2621.47,905.44,0.125,1,-0.001562588886069397,0.3172227663277831,1.421375136765659,12.0,5.75,1.0,3.4166666666666665,6.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,5.0,2.8,5.0,4.2,0.0,-0.10081999999999999,-0.6486,0.4758988253820343,0.0648,0.1214,0.4,0.2,4801.67,208.7682608695652,23,0,6,41889.0,7.08,459292.0,45.8,3,4.46,37.7,2
CUST0000022,Customer_22,44,Male,Southeast,2012-04-01,153,Electricity,Residential,Apartment,1,1,3,Medium,Rent,0,166.40875,38.15906642651885,241.76,92.67,3993.81,5.041666666666667,17,6,0,24,1696.765,604.577861055349,2605.47,704.27,0.0,1,0.06078560367600197,0.3563120768375992,1.5355514758967799,5.0,2.2,1.0,3.2,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.3333333333333335,4.0,6.0,0.0,-0.10533333333333333,-0.4939,0.3480662915786781,0.06999999999999999,0.14300000000000002,0.3333333333333333,0.3333333333333333,5297.57,220.73208333333332,24,1,6,33340.0,8.78,480422.0,4.2,0,2.52,3.1,3
CUST0000023,Customer_23,49,Female,Midwest,2018-01-31,83,Gas,Small Business,Apartment,0,1,5,Medium,Own,1,301.07416666666666,69.64923401786531,415.61,189.77,7225.78,5.75,34,4,2,24,523.2708333333334,159.48606505617178,788.8,289.22,0.3333333333333333,1,0.08453327269317018,0.3047868424850199,1.5074411752995978,0.0,0.0,0.0,3.0,0.0,,,,,,,,,,2.0,4.5,5.0,6.5,0.0,-0.6145,-0.7351,0.17055415562219528,0.0,0.245,1.0,0.0,4296.82,204.61047619047616,21,1,6,37379.0,7.67,292049.0,6.8,0,2.18,29.2,1
CUST0000024,Customer_24,26,Female,West,2020-08-01,53,Electricity+Water,Residential,Condo,1,1,2,Medium-Low,Own,1,126.61791666666666,33.02801708946995,182.54,69.01,3038.83,6.166666666666667,22,7,0,24,864.3970833333333,282.05937849231503,1377.37,433.36,0.16666666666666666,1,0.01355829221230491,0.3263076471806486,1.5934459134088161,4.0,7.5,0.0,2.75,4.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,3.3333333333333335,4.0,4.666666666666667,1.0,-0.23653333333333335,-0.7096,0.4096877510169584,0.0,0.15433333333333335,0.3333333333333333,0.0,5030.59,209.60791666666668,24,1,6,49210.0,4.52,338023.0,39.4,0,4.61,35.7,4
CUST0000025,Customer_25,39,Male,Midwest,2017-10-01,87,Electricity,Residential,Condo,0,1,4,Medium-Low,Own,0,143.57333333333335,34.871984602900476,206.24,73.55,3445.76,4.041666666666667,10,11,1,24,1817.2654166666669,526.8895526535624,2751.12,1083.15,0.20833333333333334,1,0.03287179974793207,0.28993538743504715,1.5138790265685367,0.0,0.0,0.0,3.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5836.23,243.17624999999998,24,3,5,79071.0,1.45,466559.0,0.8,1,2.24,5.4,4
CUST0000026,Customer_26,49,Male,Gulf Coast,2022-04-02,33,Electricity,Residential,Single Family,1,0,5,Medium-Low,Rent,1,60.249583333333334,26.45100153921466,119.79,10.0,1445.99,4.166666666666667,16,6,2,24,334.37708333333336,99.82501683834252,505.11,138.73,0.16666666666666666,1,-0.05476911889467924,0.2985402463685859,1.5105999339567977,0.0,0.0,0.0,3.0,0.0,,,,,,,,,,2.0,2.0,3.0,4.0,0.0,0.38915,0.0,0.55034120779749,0.2295,0.0,0.0,0.5,5535.36,240.6678260869565,23,1,6,88956.0,9.5,386846.0,14.1,1,3.49,35.1,4
CUST0000027,Customer_27,30,Male,Northeast,2017-12-01,85,Electricity+Water,Residential,Condo,1,1,2,Medium-High,Rent,1,316.2133333333333,73.56132151605495,472.1,211.85,7589.12,5.583333333333333,25,3,2,24,895.7670833333333,283.97957667653503,1475.07,422.16,0.125,1,-0.03763366756881349,0.31702390270893716,1.646711547505141,8.0,7.25,1.0,2.875,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.5,5.0,27.0,0.0,-0.36755,-0.7351,0.519794194850231,0.0,0.146,0.5,0.0,5408.76,225.365,24,1,5,82991.0,6.78,456532.0,28.5,1,4.08,31.6,3
CUST0000028,Customer_28,53,Male,West,2022-10-02,27,Electricity,Residential,Single Family,0,0,3,Medium,Own,1,141.50166666666667,47.65947341082465,211.39,61.86,3396.04,4.041666666666667,17,6,5,24,694.9029166666666,226.1563842253979,1076.7,370.78,0.2916666666666667,1,-0.020478095215487133,0.32545033097606263,1.5494250695690708,9.0,6.222222222222222,0.0,2.7777777777777777,5.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,0.0,7.0,3.2857142857142856,5.0,6.285714285714286,1.0,0.060271428571428594,-0.7178,0.4758780471027065,0.16285714285714287,0.11442857142857144,0.2857142857142857,0.42857142857142855,5084.25,211.84375,24,0,5,81749.0,3.04,319976.0,19.1,1,2.84,0.0,3
CUST0000029,Customer_29,38,Male,Southeast,2023-09-01,16,Electricity,Residential,Single Family,1,1,2,Medium,Own,0,139.38541666666666,36.57729706646468,211.29,65.51,3345.25,6.375,20,7,5,24,816.1758333333333,230.09437768609996,1166.75,444.78,0.08333333333333333,1,-0.0014345270040015234,0.2819176558393973,1.4295326476831482,0.0,0.0,0.0,3.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4207.62,191.25545454545454,22,1,6,60122.0,7.24,557042.0,23.8,1,3.84,23.4,1
CUST0000030,Customer_30,43,Female,Southeast,2018-07-02,78,Electricity+Gas,Residential,Single Family,1,1,4,High,Rent,0,163.98125000000002,43.23827373705927,243.45,99.58,3935.55,5.458333333333333,37,7,1,24,275.99375000000003,84.72841953341533,425.45,156.76,0.041666666666666664,1,-0.0045398950431694484,0.306993979151395,1.5415204148644668,20.0,8.85,6.0,3.3,6.0,3.0,1.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,7.0,1.0,-0.802,-0.802,0.0,0.0,0.419,1.0,0.0,4360.88,198.22181818181818,22,1,5,64252.0,3.85,405516.0,43.5,1,4.05,35.6,5
CUST0000031,Customer_31,38,Male,West,2022-05-02,32,Electricity+Gas,Residential,Single Family,0,1,4,Medium-High,Own,0,257.68958333333336,52.30414951359577,346.22,170.09,6184.55,3.0416666666666665,11,5,1,24,1178.1179166666668,386.17063450803784,1796.98,624.07,0.20833333333333334,1,0.0007054696184589936,0.32778606372497754,1.5252972343246625,8.0,7.75,0.0,3.625,5.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,7.5,0.0,0.56855,0.5256,0.060740472503924496,0.2595,0.0,0.0,1.0,4386.82,190.73130434782607,23,2,5,66148.0,5.96,488859.0,49.0,3,2.19,34.5,0
CUST0000032,Customer_32,75,Male,Gulf Coast,2005-01-30,239,Gas,Residential,Condo,0,0,2,High,Rent,1,149.84708333333333,40.756756866237815,223.08,73.5,3596.33,6.666666666666667,20,7,5,24,372.1233333333334,134.28890082228676,584.02,122.05,0.25,1,-0.09077771602035142,0.3608720249261985,1.5694259071813106,11.0,5.363636363636363,4.0,3.727272727272727,5.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,4.0,2.3333333333333335,1.0,-0.21203333333333332,-0.6361,0.36725250623152095,0.0,0.142,0.3333333333333333,0.0,4968.29,225.83136363636365,22,1,5,91139.0,8.75,273511.0,26.6,0,3.45,12.0,4
CUST0000033,Customer_33,47,Female,West,2022-12-01,25,Electricity+Water,Commercial,Townhouse,0,1,2,Medium,Own,0,115.84625,28.986518277430733,166.41,73.65,2780.31,3.25,13,4,1,24,1179.0958333333333,342.0130077734353,1764.66,509.09,0.125,1,-0.03393097085179668,0.29006379134302934,1.4966213518126532,3.0,11.666666666666666,1.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,0.0,-0.4964,-0.4964,0.0,0.0,0.226,1.0,0.0,4279.42,194.51909090909092,22,1,5,43156.0,1.36,264865.0,6.0,2,2.08,12.2,3
CUST0000034,Customer_34,32,Female,West,2012-05-02,152,Electricity,Residential,Townhouse,1,1,6,Low,Own,0,202.13041666666666,44.19552126425076,274.61,127.22,4851.13,3.9583333333333335,22,9,1,24,1368.3420833333332,434.91301491096976,2058.3,595.97,0.08333333333333333,1,0.04133173044647942,0.3178393913395583,1.5042291142474427,3.0,10.0,0.0,3.3333333333333335,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,4.0,0.0,0.5859,0.5859,0.0,0.375,0.0,0.0,1.0,5611.43,243.97521739130437,23,0,6,100991.0,1.51,458002.0,11.1,2,3.06,25.3,4
CUST0000035,Customer_35,60,Female,West,2011-07-02,162,Electricity+Water,Residential,Mobile Home,1,1,1,Medium,Rent,0,322.21958333333333,78.47153150245369,451.58,199.02,7733.27,4.166666666666667,19,8,1,24,513.2029166666667,155.9616785841168,752.85,250.75,0.125,1,-0.04344124145972223,0.3038986598071428,1.4669636035778568,2.0,1.5,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4714.8099999999995,214.30954545454543,22,2,6,33368.0,5.25,335546.0,25.0,3,4.57,22.7,3
CUST0000036,Customer_36,29,Male,Southeast,2023-09-01,16,Water,Residential,Single Family,1,1,1,Medium-Low,Own,0,185.40041666666664,50.36763103760768,274.36,120.65,4449.61,5.375,22,4,0,24,1840.0654166666666,531.5297650463741,2608.97,975.65,0.375,1,0.019434075549574492,0.2888646024385677,1.4178680694549581,4.0,6.75,0.0,3.5,4.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,3.0,7.0,1.0,-0.5856,-0.5856,0.0,0.14,0.372,1.0,0.0,5028.3,209.51250000000002,24,0,5,85227.0,3.82,119408.0,36.9,0,3.23,20.1,0
CUST0000037,Customer_37,51,Female,West,2016-12-31,96,Gas,Residential,Single Family,0,0,5,Medium-Low,Own,0,262.5758333333333,63.82161218493354,382.47,154.47,6301.82,3.8333333333333335,14,6,1,24,1904.2770833333334,580.2425085028948,2876.93,882.14,0.08333333333333333,1,-0.009336411350915879,0.3047048738764486,1.510772788886421,12.0,8.416666666666666,2.0,3.4166666666666665,6.0,0.0,3.0,1.0,1.0,3.0,2.0,2.0,0.0,0.0,1.0,4.0,4.0,6.0,0.0,0.1779,0.1779,0.0,0.21,0.231,0.0,1.0,5286.58,229.85130434782607,23,2,5,43686.0,8.56,390099.0,30.9,3,3.12,0.1,3
CUST0000038,Customer_38,18,Female,West,2022-03-03,34,Water,Residential,Apartment,1,0,3,Medium,Lease,0,278.09999999999997,69.01403373353794,376.74,183.86,6674.4,4.5,16,3,4,24,402.1670833333333,118.38150488914575,575.52,205.22,0.20833333333333334,1,0.012122336577769456,0.29435901095621514,1.4310470047171522,2.0,4.5,0.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,-0.7351,-0.7351,0.0,0.0,0.292,1.0,0.0,4163.69,173.48708333333332,24,1,5,99469.0,9.23,193911.0,2.8,2,4.88,32.7,1
CUST0000039,Customer_39,28,Male,Midwest,2012-08-01,149,Electricity,Residential,Condo,0,1,1,Medium-Low,Own,0,125.23166666666667,39.15251468037655,192.01,32.06,3005.56,4.958333333333333,13,4,3,24,1328.91375,395.5508230612805,1868.53,678.91,0.08333333333333333,1,0.02920124600126751,0.29764973314579707,1.4060581433520423,8.0,5.75,0.0,3.5,5.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,9.0,1.0,-0.2023,-0.2023,0.0,0.105,0.169,1.0,0.0,4816.59,218.9359090909091,22,2,4,53681.0,3.42,155855.0,7.2,0,4.26,0.3,3
