customer_id,bill_date,bill_amount,bill_status,payment_delay_days
CUST0000003,2023-11-27,50.25,Unpaid,4
CUST0000003,2023-12-27,53.31,Paid,1
CUST0000003,2024-01-26,76.25,Paid,3
CUST0000003,2024-02-25,80.92,Paid,1
CUST0000003,2024-03-26,101.8,Paid,4
CUST0000003,2024-04-25,72.66,Paid,0
CUST0000003,2024-05-25,99.27,Paid,10
CUST0000003,2024-06-24,108.09,Paid,3
CUST0000003,2024-07-24,114.93,Unpaid,2
CUST0000003,2024-08-23,63.36,Paid,1
CUST0000003,2024-09-22,60.05,Paid Late,0
CUST0000003,2024-10-22,57.34,Paid,1
CUST0000003,2024-11-21,51.17,Paid,11
CUST0000004,2023-01-01,218.39,Paid Late,6
CUST0000004,2023-01-31,242.23,Paid,2
CUST0000004,2023-03-02,276.27,Paid Late,24
CUST0000004,2023-04-01,281.1,Unpaid,2
CUST0000004,2023-05-01,313.98,Paid,0
CUST0000004,2023-05-31,229.19,Paid,4
CUST0000004,2023-06-30,226.58,Paid,5
CUST0000004,2023-07-30,185.38,Paid,2
CUST0000004,2023-08-29,158.84,Paid,0
CUST0000004,2023-09-28,137.07,Paid Late,0
CUST0000004,2023-10-28,165.5,Paid,4
CUST0000004,2023-11-27,188.53,Paid Late,13
CUST0000004,2023-12-27,245.08,Paid,4
CUST0000004,2024-01-26,257.98,Paid,2
CUST0000004,2024-02-25,247.39,Paid,14
CUST0000004,2024-03-26,300.54,Paid,2
CUST0000004,2024-04-25,270.35,Paid,2
CUST0000004,2024-05-25,252.29,Paid,1
CUST0000004,2024-06-24,216.34,Paid Late,2
CUST0000004,2024-07-24,190.49,Paid Late,7
CUST0000004,2024-08-23,157.22,Disputed,6
CUST0000004,2024-09-22,150.56,Paid Late,5
CUST0000004,2024-10-22,188.8,Disputed,4
CUST0000004,2024-11-21,183.72,Paid,2
CUST0000005,2023-01-01,316.52,Disputed,7
CUST0000005,2023-01-31,421.07,Paid,0
CUST0000005,2023-03-02,431.42,Paid Late,0
CUST0000005,2023-04-01,450.08,Paid,4
CUST0000005,2023-05-01,429.81,Paid,1
CUST0000005,2023-05-31,376.37,Paid,5
CUST0000005,2023-06-30,332.18,Paid,10
CUST0000005,2023-07-30,249.46,Paid Late,1
CUST0000005,2023-08-29,226.86,Paid,2
CUST0000005,2023-09-28,239.41,Paid,13
CUST0000005,2023-10-28,269.27,Paid,0
CUST0000005,2023-11-27,291.93,Paid,0
CUST0000005,2023-12-27,325.25,Paid,5
CUST0000005,2024-01-26,375.07,Paid,4
CUST0000005,2024-02-25,421.84,Paid,0
CUST0000005,2024-03-26,447.29,Paid,2
CUST0000005,2024-04-25,405.84,Paid,0
CUST0000005,2024-05-25,375.79,Paid,1
CUST0000005,2024-06-24,352.98,Paid Late,2
CUST0000005,2024-07-24,293.14,Paid,4
CUST0000005,2024-08-23,251.93,Paid,2
CUST0000005,2024-09-22,242.14,Paid,0
CUST0000005,2024-10-22,255.3,Paid,12
CUST0000005,2024-11-21,293.92,Unpaid,9
CUST0000006,2023-01-01,95.5,Paid,0
CUST0000006,2023-01-31,71.61,Paid Late,1
CUST0000006,2023-03-02,145.06,Paid,8
CUST0000006,2023-04-01,113.51,Paid,7
CUST0000006,2023-05-01,96.46,Paid,1
CUST0000006,2023-05-31,96.98,Paid,6
CUST0000006,2023-06-30,91.81,Disputed,21
CUST0000006,2023-07-30,97.31,Paid,2
CUST0000006,2023-08-29,109.66,Paid Late,1
CUST0000006,2023-09-28,81.99,Paid,3
CUST0000006,2023-10-28,45.45,Paid,3
CUST0000006,2023-11-27,78.77,Paid,4
CUST0000006,2023-12-27,124.08,Paid,15
CUST0000006,2024-01-26,113.39,Paid,0
CUST0000006,2024-02-25,149.01,Paid,0
CUST0000006,2024-03-26,171.94,Paid Late,5
CUST0000006,2024-04-25,127.99,Paid,1
CUST0000006,2024-05-25,109.6,Paid,0
CUST0000006,2024-06-24,122.41,Paid,4
CUST0000006,2024-07-24,91.12,Paid,7
CUST0000006,2024-08-23,33.74,Paid,0
CUST0000006,2024-09-22,95.17,Paid Late,4
CUST0000006,2024-10-22,57.57,Paid,3
CUST0000006,2024-11-21,112.61,Paid,4
CUST0000007,2023-01-01,309.29,Paid,0
CUST0000007,2023-01-31,260.35,Paid,6
CUST0000007,2023-03-02,351.11,Paid,1
CUST0000007,2023-04-01,337.19,Paid,2
CUST0000007,2023-05-01,363.7,Paid Late,3
CUST0000007,2023-05-31,316.91,Paid,0
CUST0000007,2023-06-30,308.86,Paid,0
CUST0000007,2023-07-30,248.93,Paid,3
CUST0000007,2023-08-29,215.22,Paid,1
CUST0000007,2023-09-28,178.54,Paid,6
CUST0000007,2023-10-28,197.73,Paid Late,0
CUST0000007,2023-11-27,227.1,Paid,8
CUST0000007,2023-12-27,269.39,Paid,3
CUST0000007,2024-01-26,320.19,Paid,0
CUST0000007,2024-02-25,340.4,Paid,7
CUST0000007,2024-03-26,363.45,Paid,1
CUST0000007,2024-04-25,376.4,Unpaid,28
CUST0000007,2024-05-25,300.93,Paid,4
CUST0000007,2024-06-24,307.89,Paid,4
CUST0000007,2024-07-24,259.33,Paid,2
CUST0000007,2024-08-23,245.49,Paid Late,5
CUST0000007,2024-09-22,212.21,Paid,9
CUST0000007,2024-10-22,187.5,Paid,3
CUST0000007,2024-11-21,223.05,Paid Late,7
CUST0000008,2023-01-01,259.79,Paid Late,4
CUST0000008,2023-01-31,293.45,Disputed,5
CUST0000008,2023-03-02,326.97,Paid Late,0
CUST0000008,2023-04-01,348.12,Paid,4
CUST0000008,2023-05-01,349.56,Paid,5
CUST0000008,2023-05-31,311.12,Paid,3
CUST0000008,2023-06-30,269.08,Paid,0
CUST0000008,2023-07-30,236.7,Paid,9
CUST0000008,2023-08-29,240.92,Paid,0
CUST0000008,2023-09-28,201.59,Paid Late,3
CUST0000008,2023-10-28,195.37,Paid,6
CUST0000008,2023-11-27,206.57,Paid,1
CUST0000008,2023-12-27,265.62,Paid,17
CUST0000008,2024-01-26,291.04,Paid,5
CUST0000008,2024-02-25,315.26,Paid Late,3
CUST0000008,2024-03-26,321.26,Paid,4
CUST0000008,2024-04-25,355.75,Paid,0
CUST0000008,2024-05-25,348.18,Paid,3
CUST0000008,2024-06-24,237.36,Paid Late,0
CUST0000008,2024-07-24,234.06,Paid,3
CUST0000008,2024-08-23,204.63,Paid,2
CUST0000008,2024-09-22,196.6,Disputed,0
CUST0000008,2024-10-22,197.8,Paid Late,2
CUST0000008,2024-11-21,234.34,Paid,4
CUST0000009,2023-01-01,150.53,Paid,0
CUST0000009,2023-01-31,194.36,Paid,17
CUST0000009,2023-03-02,185.03,Paid,10
CUST0000009,2023-04-01,181.04,Paid,3
CUST0000009,2023-05-01,251.16,Paid,9
CUST0000009,2023-05-31,172.65,Paid,13
CUST0000009,2023-06-30,192.99,Paid Late,6
CUST0000009,2023-07-30,118.64,Paid,2
CUST0000009,2023-08-29,117.05,Disputed,8
CUST0000009,2023-09-28,124.01,Unpaid,3
CUST0000009,2023-10-28,109.91,Paid,11
CUST0000009,2023-11-27,149.45,Paid,6
CUST0000009,2023-12-27,128.79,Paid,6
CUST0000009,2024-01-26,150.29,Paid,1
CUST0000009,2024-02-25,222.4,Paid,6
CUST0000009,2024-03-26,208.32,Unpaid,7
CUST0000009,2024-04-25,195.77,Disputed,1
CUST0000009,2024-05-25,169.52,Unpaid,7
CUST0000009,2024-06-24,161.69,Paid,0
CUST0000009,2024-07-24,150.98,Paid,4
CUST0000009,2024-08-23,114.76,Paid,3
CUST0000009,2024-09-22,88.05,Paid,2
CUST0000009,2024-10-22,94.75,Paid,3
CUST0000009,2024-11-21,118.34,Paid,4
CUST0000010,2023-01-01,215.17,Paid,14
CUST0000010,2023-01-31,309.63,Paid,2
CUST0000010,2023-03-02,292.17,Unpaid,11
CUST0000010,2023-04-01,314.85,Paid,6
CUST0000010,2023-05-01,326.13,Paid Late,0
CUST0000010,2023-05-31,284.45,Paid,8
CUST0000010,2023-06-30,260.64,Paid,0
CUST0000010,2023-07-30,184.68,Paid Late,10
CUST0000010,2023-08-29,185.79,Unpaid,16
CUST0000010,2023-09-28,197.26,Paid,5
CUST0000010,2023-10-28,186.49,Unpaid,4
CUST0000010,2023-11-27,215.24,Paid,2
CUST0000010,2023-12-27,270.16,Paid,2
CUST0000010,2024-01-26,254.47,Paid,2
CUST0000010,2024-02-25,333.5,Paid,0
CUST0000010,2024-03-26,320.33,Disputed,3
CUST0000010,2024-04-25,300.34,Paid,3
CUST0000010,2024-05-25,288.62,Paid,1
CUST0000010,2024-06-24,242.73,Paid,19
CUST0000010,2024-07-24,218.59,Paid,4
CUST0000010,2024-08-23,188.38,Paid,10
CUST0000010,2024-09-22,183.51,Paid Late,10
CUST0000010,2024-10-22,195.69,Disputed,1
CUST0000010,2024-11-21,221.47,Paid,2
CUST0000011,2023-01-01,79.14,Paid Late,1
CUST0000011,2023-01-31,169.84,Paid,6
CUST0000011,2023-03-02,178.81,Unpaid,9
CUST0000011,2023-04-01,145.2,Paid,1
CUST0000011,2023-05-01,165.76,Paid,0
CUST0000011,2023-05-31,164.78,Paid,6
CUST0000011,2023-06-30,127.95,Paid,0
CUST0000011,2023-07-30,117.25,Paid,1
CUST0000011,2023-08-29,144.32,Unpaid,19
CUST0000011,2023-09-28,69.19,Paid,8
CUST0000011,2023-10-28,71.4,Paid Late,4
CUST0000011,2023-11-27,112.36,Disputed,16
CUST0000011,2023-12-27,120.05,Paid,0
CUST0000011,2024-01-26,149.13,Paid Late,0
CUST0000011,2024-02-25,134.51,Paid,11
CUST0000011,2024-03-26,151.02,Unpaid,5
CUST0000011,2024-04-25,192.56,Paid Late,10
CUST0000011,2024-05-25,142.69,Paid Late,0
CUST0000011,2024-06-24,136.39,Paid,6
CUST0000011,2024-07-24,106.75,Paid,0
CUST0000011,2024-08-23,92.19,Paid,1
CUST0000011,2024-09-22,101.17,Unpaid,1
CUST0000011,2024-10-22,80.54,Unpaid,7
CUST0000011,2024-11-21,98.85,Paid Late,2
CUST0000012,2023-01-01,349.62,Unpaid,1
CUST0000012,2023-01-31,377.77,Paid,2
CUST0000012,2023-03-02,427.92,Unpaid,11
CUST0000012,2023-04-01,469.8,Paid,0
CUST0000012,2023-05-01,443.21,Paid,9
CUST0000012,2023-05-31,413.34,Paid,8
CUST0000012,2023-06-30,381.59,Paid,0
CUST0000012,2023-07-30,272.98,Paid,6
CUST0000012,2023-08-29,277.64,Paid,2
CUST0000012,2023-09-28,189.76,Paid,1
CUST0000012,2023-10-28,286.84,Paid Late,2
CUST0000012,2023-11-27,272.73,Paid Late,0
CUST0000012,2023-12-27,299.29,Paid,0
CUST0000012,2024-01-26,401.7,Paid,3
CUST0000012,2024-02-25,447.51,Unpaid,6
CUST0000012,2024-03-26,449.34,Paid,2
CUST0000012,2024-04-25,456.33,Paid,5
CUST0000012,2024-05-25,403.86,Paid,0
CUST0000012,2024-06-24,328.35,Paid,2
CUST0000012,2024-07-24,286.63,Disputed,1
CUST0000012,2024-08-23,245.85,Unpaid,12
CUST0000012,2024-09-22,259.45,Paid,4
CUST0000012,2024-10-22,255.71,Paid,4
CUST0000012,2024-11-21,294.31,Paid,4
CUST0000013,2023-01-01,210.26,Paid Late,13
CUST0000013,2023-01-31,209.95,Paid,2
CUST0000013,2023-03-02,202.42,Paid,1
CUST0000013,2023-04-01,252.92,Paid,6
CUST0000013,2023-05-01,226.59,Paid,9
CUST0000013,2023-05-31,207.65,Paid,8
CUST0000013,2023-06-30,204.12,Disputed,10
CUST0000013,2023-07-30,167.39,Paid,3
CUST0000013,2023-08-29,118.53,Paid,3
CUST0000013,2023-09-28,153.93,Paid,9
CUST0000013,2023-10-28,136.77,Paid Late,3
CUST0000013,2023-11-27,148.16,Paid Late,11
CUST0000013,2023-12-27,175.16,Paid,3
CUST0000013,2024-01-26,233.23,Paid,3
CUST0000013,2024-02-25,235.57,Paid,1
CUST0000013,2024-03-26,238.83,Paid,8
CUST0000013,2024-04-25,234.75,Unpaid,3
CUST0000013,2024-05-25,237.63,Paid,0
CUST0000013,2024-06-24,159.07,Paid,0
CUST0000013,2024-07-24,164.59,Paid,2
CUST0000013,2024-08-23,164.76,Paid,4
CUST0000013,2024-09-22,156.71,Paid,7
CUST0000013,2024-10-22,143.2,Unpaid,3
CUST0000013,2024-11-21,144.87,Unpaid,0
CUST0000014,2023-01-01,193.87,Paid Late,5
CUST0000014,2023-01-31,222.1,Paid Late,7
CUST0000014,2023-03-02,259.81,Paid,11
CUST0000014,2023-04-01,255.94,Paid,8
CUST0000014,2023-05-01,216.24,Paid,0
CUST0000014,2023-05-31,231.77,Paid,1
CUST0000014,2023-06-30,195.22,Paid,2
CUST0000014,2023-07-30,198.54,Unpaid,1
CUST0000014,2023-08-29,134.1,Paid,1
CUST0000014,2023-09-28,151.21,Paid,2
CUST0000014,2023-10-28,157.87,Unpaid,2
CUST0000014,2023-11-27,185.21,Paid,5
CUST0000014,2023-12-27,183.06,Paid,2
CUST0000014,2024-01-26,193.53,Paid,8
CUST0000014,2024-02-25,236.24,Paid,7
CUST0000014,2024-03-26,287.54,Paid,5
CUST0000014,2024-04-25,230.03,Paid Late,1
CUST0000014,2024-05-25,205.48,Paid,6
CUST0000014,2024-06-24,193.44,Paid,4
CUST0000014,2024-07-24,188.19,Unpaid,1
CUST0000014,2024-08-23,170.27,Disputed,0
CUST0000014,2024-09-22,134.91,Paid Late,4
CUST0000014,2024-10-22,103.93,Paid,6
CUST0000014,2024-11-21,187.08,Paid,1
CUST0000015,2023-01-01,354.85,Disputed,6
CUST0000015,2023-01-31,384.35,Paid,5
CUST0000015,2023-03-02,419.28,Paid,3
CUST0000015,2023-04-01,437.65,Paid,9
CUST0000015,2023-05-01,386.48,Paid,1
CUST0000015,2023-05-31,397.45,Paid,4
CUST0000015,2023-06-30,324.2,Paid,2
CUST0000015,2023-07-30,275.58,Paid,5
CUST0000015,2023-08-29,267.01,Paid,0
CUST0000015,2023-09-28,194.1,Paid,7
CUST0000015,2023-10-28,252.93,Paid,29
CUST0000015,2023-11-27,253.38,Paid,2
CUST0000015,2023-12-27,313.1,Paid,5
CUST0000015,2024-01-26,349.84,Paid,2
CUST0000015,2024-02-25,417.84,Paid,16
CUST0000015,2024-03-26,427.74,Paid,5
CUST0000015,2024-04-25,401.62,Paid,3
CUST0000015,2024-05-25,380.43,Disputed,0
CUST0000015,2024-06-24,349.02,Paid,0
CUST0000015,2024-07-24,275.18,Paid Late,0
CUST0000015,2024-08-23,242.47,Paid,7
CUST0000015,2024-09-22,237.04,Paid,2
CUST0000015,2024-10-22,268.48,Paid,10
CUST0000015,2024-11-21,292.7,Paid,4
CUST0000016,2023-01-01,114.52,Paid,15
CUST0000016,2023-01-31,148.09,Paid,0
CUST0000016,2023-03-02,128.78,Paid,2
CUST0000016,2023-04-01,122.53,Disputed,16
CUST0000016,2023-05-01,141.23,Paid,6
CUST0000016,2023-05-31,123.54,Paid Late,2
CUST0000016,2023-06-30,115.63,Paid,4
CUST0000016,2023-07-30,98.5,Paid,4
CUST0000016,2023-08-29,58.6,Paid,5
CUST0000016,2023-09-28,74.57,Paid Late,0
CUST0000016,2023-10-28,71.61,Paid Late,8
CUST0000016,2023-11-27,80.68,Disputed,5
CUST0000016,2023-12-27,102.83,Paid,15
CUST0000016,2024-01-26,118.05,Unpaid,3
CUST0000016,2024-02-25,110.1,Paid Late,8
CUST0000016,2024-03-26,104.11,Paid,10
CUST0000016,2024-04-25,127.15,Paid,1
CUST0000016,2024-05-25,106.95,Paid,11
CUST0000016,2024-06-24,117.37,Paid,3
CUST0000016,2024-07-24,95.5,Paid,6
CUST0000016,2024-08-23,70.66,Disputed,2
CUST0000016,2024-09-22,98.5,Paid,4
CUST0000016,2024-10-22,47.68,Paid,7
CUST0000016,2024-11-21,92.32,Paid,6
CUST0000017,2023-01-01,102.09,Paid,2
CUST0000017,2023-01-31,120.57,Paid Late,0
CUST0000017,2023-03-02,134.07,Unpaid,4
CUST0000017,2023-04-01,137.72,Paid Late,5
CUST0000017,2023-05-01,134.43,Paid Late,4
CUST0000017,2023-05-31,142.45,Paid,1
CUST0000017,2023-06-30,108.22,Paid,10
CUST0000017,2023-07-30,109.75,Paid,11
CUST0000017,2023-08-29,95.83,Paid,6
CUST0000017,2023-09-28,28.36,Paid,4
CUST0000017,2023-10-28,72.29,Paid,3
CUST0000017,2023-11-27,87.47,Paid,6
CUST0000017,2023-12-27,96.45,Paid,14
CUST0000017,2024-01-26,129.42,Paid Late,12
CUST0000017,2024-02-25,193.58,Paid,6
CUST0000017,2024-03-26,129.7,Paid,16
CUST0000017,2024-04-25,123.46,Paid,19
CUST0000017,2024-05-25,115.18,Unpaid,1
CUST0000017,2024-06-24,162.04,Paid,1
CUST0000017,2024-07-24,76.94,Paid,6
CUST0000017,2024-08-23,79.84,Paid,2
CUST0000017,2024-09-22,60.75,Paid,6
CUST0000017,2024-10-22,44.5,Paid,0
CUST0000017,2024-11-21,119.42,Paid,11
CUST0000018,2023-01-01,227.83,Paid,0
CUST0000018,2023-01-31,258.97,Paid,2
CUST0000018,2023-03-02,299.18,Paid,5
CUST0000018,2023-04-01,326.72,Paid,21
CUST0000018,2023-05-01,323.62,Paid,7
CUST0000018,2023-05-31,260.79,Paid,3
CUST0000018,2023-06-30,246.88,Paid,5
CUST0000018,2023-07-30,193.41,Paid,3
CUST0000018,2023-08-29,161.58,Unpaid,3
CUST0000018,2023-09-28,133.45,Paid,3
CUST0000018,2023-10-28,173.05,Paid,7
CUST0000018,2023-11-27,213.88,Paid,9
CUST0000018,2023-12-27,234.06,Paid Late,2
CUST0000018,2024-01-26,277.63,Paid,2
CUST0000018,2024-02-25,289.07,Paid,2
CUST0000018,2024-03-26,276.77,Disputed,0
CUST0000018,2024-04-25,331.55,Paid Late,8
CUST0000018,2024-05-25,278.28,Paid Late,5
CUST0000018,2024-06-24,234.3,Paid,1
CUST0000018,2024-07-24,197.59,Paid,4
CUST0000018,2024-08-23,185.7,Paid Late,24
CUST0000018,2024-09-22,159.15,Paid Late,2
CUST0000018,2024-10-22,151.31,Paid Late,2
CUST0000018,2024-11-21,195.38,Paid,0
CUST0000019,2023-01-01,277.19,Paid,6
CUST0000019,2023-01-31,315.26,Paid,1
CUST0000019,2023-03-02,367.16,Paid,2
CUST0000019,2023-04-01,375.79,Paid,0
CUST0000019,2023-05-01,395.21,Paid,12
CUST0000019,2023-05-31,312.84,Paid,2
CUST0000019,2023-06-30,277.89,Paid,6
CUST0000019,2023-07-30,294.56,Paid,6
CUST0000019,2023-08-29,213.91,Paid,13
CUST0000019,2023-09-28,196.05,Paid Late,0
CUST0000019,2023-10-28,254.09,Paid Late,4
CUST0000019,2023-11-27,250.36,Paid,1
CUST0000019,2023-12-27,274.58,Paid Late,6
CUST0000019,2024-01-26,333.39,Paid,2
CUST0000019,2024-02-25,380.76,Unpaid,13
CUST0000019,2024-03-26,359.17,Disputed,12
CUST0000019,2024-04-25,373.75,Paid,8
CUST0000019,2024-05-25,311.85,Paid Late,3
CUST0000019,2024-06-24,260.12,Paid,4
CUST0000019,2024-07-24,266.19,Paid,1
CUST0000019,2024-08-23,208.45,Paid,2
CUST0000019,2024-09-22,209.37,Paid,1
CUST0000019,2024-10-22,198.01,Paid,5
CUST0000019,2024-11-21,247.08,Paid,1
CUST0000020,2023-01-01,101.9,Paid,3
CUST0000020,2023-01-31,107.88,Paid Late,0
CUST0000020,2023-03-02,145.18,Paid,9
CUST0000020,2023-04-01,157.92,Paid,0
CUST0000020,2023-05-01,166.43,Unpaid,0
CUST0000020,2023-05-31,104.27,Paid,2
CUST0000020,2023-06-30,75.69,Paid,13
CUST0000020,2023-07-30,105.11,Paid,9
CUST0000020,2023-08-29,74.76,Unpaid,5
CUST0000020,2023-09-28,89.5,Paid,2
CUST0000020,2023-10-28,65.02,Unpaid,5
CUST0000020,2023-11-27,74.99,Paid,7
CUST0000020,2023-12-27,104.67,Paid Late,12
CUST0000020,2024-01-26,115.16,Paid,5
CUST0000020,2024-02-25,120.76,Paid,0
CUST0000020,2024-03-26,141.03,Paid,2
CUST0000020,2024-04-25,150.91,Unpaid,8
CUST0000020,2024-05-25,104.66,Paid,9
CUST0000020,2024-06-24,113.89,Paid,7
CUST0000020,2024-07-24,115.41,Paid,4
CUST0000020,2024-08-23,56.32,Paid,3
CUST0000020,2024-09-22,90.18,Disputed,4
CUST0000020,2024-10-22,62.66,Paid,8
CUST0000020,2024-11-21,115.17,Paid,2
CUST0000021,2023-01-01,208.23,Paid Late,9
CUST0000021,2023-01-31,233.3,Paid,1
CUST0000021,2023-03-02,256.78,Paid,8
CUST0000021,2023-04-01,262.95,Paid,4
CUST0000021,2023-05-01,291.75,Paid Late,1
CUST0000021,2023-05-31,264.99,Paid,6
CUST0000021,2023-06-30,198.76,Paid,0
CUST0000021,2023-07-30,159.72,Paid,6
CUST0000021,2023-08-29,166.33,Paid,14
CUST0000021,2023-09-28,149.26,Paid,1
CUST0000021,2023-10-28,176.57,Paid,0
CUST0000021,2023-11-27,165.53,Unpaid,0
CUST0000021,2023-12-27,223.41,Unpaid,11
CUST0000021,2024-01-26,264.96,Unpaid,3
CUST0000021,2024-02-25,280.06,Paid,6
CUST0000021,2024-03-26,303.33,Unpaid,0
CUST0000021,2024-04-25,228.8,Paid,4
CUST0000021,2024-05-25,242.31,Paid,12
CUST0000021,2024-06-24,227.45,Paid,4
CUST0000021,2024-07-24,200.33,Unpaid,7
CUST0000021,2024-08-23,186.83,Paid,18
CUST0000021,2024-09-22,165.38,Paid,10
CUST0000021,2024-10-22,173.86,Paid,6
CUST0000021,2024-11-21,207.32,Paid,0
CUST0000022,2023-01-01,156.47,Paid,3
CUST0000022,2023-01-31,207.99,Paid,10
CUST0000022,2023-03-02,199.27,Paid,0
CUST0000022,2023-04-01,210.2,Paid,3
CUST0000022,2023-05-01,241.76,Unpaid,3
CUST0000022,2023-05-31,158.01,Paid,9
CUST0000022,2023-06-30,153.74,Paid,7
CUST0000022,2023-07-30,168.92,Paid Late,11
CUST0000022,2023-08-29,121.16,Paid,4
CUST0000022,2023-09-28,131.97,Paid,11
CUST0000022,2023-10-28,92.67,Paid Late,1
CUST0000022,2023-11-27,160.44,Paid,3
CUST0000022,2023-12-27,158.65,Unpaid,0
CUST0000022,2024-01-26,201.35,Paid,13
CUST0000022,2024-02-25,212.49,Paid,0
CUST0000022,2024-03-26,207.15,Paid Late,5
CUST0000022,2024-04-25,183.35,Paid,17
CUST0000022,2024-05-25,208.17,Paid Late,5
CUST0000022,2024-06-24,146.91,Paid,2
CUST0000022,2024-07-24,119.14,Paid,0
CUST0000022,2024-08-23,154.65,Paid,4
CUST0000022,2024-09-22,133.31,Paid,4
CUST0000022,2024-10-22,112.16,Paid,4
CUST0000022,2024-11-21,153.88,Paid,2
CUST0000023,2023-01-01,297.42,Paid Late,4
CUST0000023,2023-01-31,325.65,Paid,12
CUST0000023,2023-03-02,404.93,Paid Late,34
CUST0000023,2023-04-01,415.61,Paid,4
CUST0000023,2023-05-01,381.38,Paid,1
CUST0000023,2023-05-31,300.43,Paid,1
CUST0000023,2023-06-30,277.17,Paid Late,3
CUST0000023,2023-07-30,264.85,Paid,1
CUST0000023,2023-08-29,208.16,Paid,2
CUST0000023,2023-09-28,189.77,Disputed,2
CUST0000023,2023-10-28,223.26,Paid,12
CUST0000023,2023-11-27,280.52,Paid,11
CUST0000023,2023-12-27,326.86,Paid,2
CUST0000023,2024-01-26,344.67,Paid,4
CUST0000023,2024-02-25,342.13,Paid,18
CUST0000023,2024-03-26,391.33,Unpaid,6
CUST0000023,2024-04-25,408.14,Paid,3
CUST0000023,2024-05-25,355.0,Paid,1
CUST0000023,2024-06-24,303.7,Paid,5
CUST0000023,2024-07-24,267.58,Paid,8
CUST0000023,2024-08-23,223.61,Paid,1
CUST0000023,2024-09-22,225.83,Paid,2
CUST0000023,2024-10-22,197.61,Disputed,0
CUST0000023,2024-11-21,270.17,Paid,1
CUST0000024,2023-01-01,102.92,Paid,1
CUST0000024,2023-01-31,134.53,Paid,2
CUST0000024,2023-03-02,164.3,Paid,6
CUST0000024,2023-04-01,164.55,Paid Late,3
CUST0000024,2023-05-01,182.54,Paid,12
CUST0000024,2023-05-31,135.41,Paid,13
CUST0000024,2023-06-30,73.97,Paid,0
CUST0000024,2023-07-30,137.57,Paid,0
CUST0000024,2023-08-29,103.49,Paid Late,22
CUST0000024,2023-09-28,71.11,Paid,0
CUST0000024,2023-10-28,108.53,Paid,6
CUST0000024,2023-11-27,127.61,Paid,1
CUST0000024,2023-12-27,130.95,Paid Late,16
CUST0000024,2024-01-26,137.72,Unpaid,7
CUST0000024,2024-02-25,151.33,Paid,7
CUST0000024,2024-03-26,176.71,Paid,0
