customer_id,reading_date,consumption_kwh,meter_type,reading_type
CUST0000005,2023-05-01,501.29,Digital,Actual
CUST0000005,2023-05-31,672.71,Smart,Actual
CUST0000005,2023-06-30,824.97,Smart,Actual
CUST0000005,2023-07-30,1132.65,Smart,Actual
CUST0000005,2023-08-29,1158.55,Analog,Estimated
CUST0000005,2023-09-28,1224.07,Digital,Actual
CUST0000005,2023-10-28,1272.29,Smart,Actual
CUST0000005,2023-11-27,1034.03,Digital,Actual
CUST0000005,2023-12-27,778.16,Analog,Estimated
CUST0000005,2024-01-26,575.47,Analog,Actual
CUST0000005,2024-02-25,533.48,Analog,Estimated
CUST0000005,2024-03-26,637.88,Smart,Actual
CUST0000005,2024-04-25,502.1,Smart,Actual
CUST0000005,2024-05-25,564.42,Digital,Actual
CUST0000005,2024-06-24,897.82,Smart,Estimated
CUST0000005,2024-07-24,999.21,Smart,Actual
CUST0000005,2024-08-23,1254.54,Digital,Actual
CUST0000005,2024-09-22,1301.28,Digital,Actual
CUST0000005,2024-10-22,1051.74,Smart,Estimated
CUST0000005,2024-11-21,1071.94,Digital,Actual
CUST0000006,2023-01-01,345.07,Smart,Actual
CUST0000006,2023-01-31,291.87,Smart,Actual
CUST0000006,2023-03-02,237.67,Smart,Actual
CUST0000006,2023-04-01,155.48,Digital,Actual
CUST0000006,2023-05-01,218.6,Smart,Actual
CUST0000006,2023-05-31,229.66,Analog,Actual
CUST0000006,2023-06-30,372.07,Smart,Actual
CUST0000006,2023-07-30,375.34,Smart,Estimated
CUST0000006,2023-08-29,448.71,Digital,Actual
CUST0000006,2023-09-28,447.62,Smart,Actual
CUST0000006,2023-10-28,462.86,Analog,Actual
CUST0000006,2023-11-27,424.7,Digital,Actual
CUST0000006,2023-12-27,371.83,Digital,Actual
CUST0000006,2024-01-26,326.9,Digital,Estimated
CUST0000006,2024-02-25,247.66,Analog,Estimated
CUST0000006,2024-03-26,210.44,Smart,Estimated
CUST0000006,2024-04-25,211.85,Smart,Actual
CUST0000006,2024-05-25,289.34,Analog,Actual
CUST0000006,2024-06-24,318.68,Smart,Actual
CUST0000006,2024-07-24,458.02,Smart,Actual
CUST0000006,2024-08-23,513.72,Analog,Estimated
CUST0000006,2024-09-22,492.54,Smart,Actual
CUST0000006,2024-10-22,456.96,Smart,Estimated
CUST0000006,2024-11-21,376.57,Digital,Actual
CUST0000007,2023-01-01,775.96,Smart,Actual
CUST0000007,2023-01-31,540.92,Digital,Actual
CUST0000007,2023-03-02,418.75,Digital,Actual
CUST0000007,2023-04-01,491.98,Smart,Actual
CUST0000007,2023-05-01,423.35,Digital,Actual
CUST0000007,2023-05-31,690.77,Smart,Actual
CUST0000007,2023-06-30,702.05,Smart,Actual
CUST0000007,2023-07-30,835.75,Smart,Actual
CUST0000007,2023-08-29,992.51,Digital,Actual
CUST0000007,2023-09-28,936.17,Analog,Actual
CUST0000007,2023-10-28,898.92,Analog,Actual
CUST0000007,2023-11-27,940.2,Digital,Actual
CUST0000007,2023-12-27,759.45,Digital,Actual
CUST0000007,2024-01-26,598.08,Digital,Actual
CUST0000007,2024-02-25,452.32,Smart,Actual
CUST0000007,2024-03-26,512.65,Analog,Actual
CUST0000007,2024-04-25,481.28,Smart,Actual
CUST0000007,2024-05-25,614.47,Smart,Actual
CUST0000007,2024-06-24,710.45,Analog,Actual
CUST0000007,2024-07-24,943.44,Digital,Actual
CUST0000007,2024-08-23,908.79,Smart,Actual
CUST0000007,2024-09-22,951.7,Smart,Actual
CUST0000007,2024-10-22,987.75,Smart,Actual
CUST0000007,2024-11-21,887.34,Smart,Actual
CUST0000008,2023-01-01,1368.96,Digital,Actual
CUST0000008,2023-01-31,1043.12,Digital,Actual
CUST0000008,2023-03-02,950.9,Digital,Actual
CUST0000008,2023-04-01,943.57,Smart,Actual
CUST0000008,2023-05-01,729.52,Smart,Actual
CUST0000008,2023-05-31,877.56,Smart,Estimated
CUST0000008,2023-06-30,1389.99,Analog,Actual
CUST0000008,2023-07-30,1466.74,Smart,Actual
CUST0000008,2023-08-29,1547.6,Smart,Actual
CUST0000008,2023-09-28,1975.54,Smart,Estimated
CUST0000008,2023-10-28,1806.8,Digital,Estimated
CUST0000008,2023-11-27,1532.77,Digital,Actual
CUST0000008,2023-12-27,1499.12,Smart,Actual
CUST0000008,2024-01-26,1144.43,Digital,Estimated
CUST0000008,2024-02-25,776.74,Smart,Actual
CUST0000008,2024-03-26,876.36,Smart,Actual
CUST0000008,2024-04-25,902.35,Digital,Actual
CUST0000008,2024-05-25,1005.25,Smart,Actual
CUST0000008,2024-06-24,1174.35,Analog,Actual
CUST0000008,2024-07-24,1571.88,Digital,Actual
CUST0000008,2024-08-23,1571.37,Digital,Actual
CUST0000008,2024-09-22,1549.6,Analog,Actual
CUST0000008,2024-10-22,1749.41,Smart,Actual
CUST0000008,2024-11-21,1407.21,Analog,Actual
CUST0000009,2023-01-01,1452.18,Smart,Actual
CUST0000009,2023-01-31,1203.3,Smart,Actual
CUST0000009,2023-03-02,765.37,Analog,Actual
CUST0000009,2023-04-01,762.44,Smart,Actual
CUST0000009,2023-05-01,907.43,Smart,Actual
CUST0000009,2023-05-31,1213.88,Digital,Actual
CUST0000009,2023-06-30,1301.53,Analog,Actual
CUST0000009,2023-07-30,1736.34,Digital,Actual
CUST0000009,2023-08-29,1894.62,Smart,Actual
CUST0000009,2023-09-28,1945.14,Digital,Estimated
CUST0000009,2023-10-28,1997.07,Digital,Actual
CUST0000009,2023-11-27,1289.95,Digital,Actual
CUST0000009,2023-12-27,1405.2,Smart,Actual
CUST0000009,2024-01-26,851.13,Smart,Actual
CUST0000009,2024-02-25,823.24,Smart,Actual
CUST0000009,2024-03-26,822.54,Smart,Estimated
CUST0000009,2024-04-25,734.0,Digital,Estimated
CUST0000009,2024-05-25,1193.13,Smart,Actual
CUST0000009,2024-06-24,1277.58,Smart,Actual
CUST0000009,2024-07-24,1514.29,Digital,Estimated
CUST0000009,2024-08-23,2002.41,Analog,Actual
CUST0000009,2024-09-22,1862.16,Smart,Actual
CUST0000009,2024-10-22,1868.86,Digital,Actual
CUST0000009,2024-11-21,1670.68,Analog,Estimated
CUST0000010,2023-01-01,376.09,Digital,Actual
CUST0000010,2023-01-31,316.0,Smart,Estimated
CUST0000010,2023-03-02,267.31,Smart,Actual
CUST0000010,2023-04-01,216.38,Analog,Actual
CUST0000010,2023-05-01,221.7,Digital,Actual
CUST0000010,2023-05-31,363.25,Smart,Estimated
CUST0000010,2023-06-30,358.07,Smart,Actual
CUST0000010,2023-07-30,435.57,Smart,Actual
CUST0000010,2023-08-29,550.24,Digital,Estimated
CUST0000010,2023-09-28,465.52,Digital,Actual
CUST0000010,2023-10-28,529.74,Smart,Actual
CUST0000010,2023-11-27,421.0,Smart,Actual
CUST0000010,2023-12-27,334.06,Analog,Estimated
CUST0000010,2024-01-26,318.73,Digital,Actual
CUST0000010,2024-02-25,263.71,Digital,Actual
CUST0000010,2024-03-26,176.13,Smart,Actual
CUST0000010,2024-04-25,220.23,Smart,Actual
CUST0000010,2024-05-25,269.66,Digital,Actual
CUST0000010,2024-06-24,350.85,Smart,Actual
CUST0000010,2024-07-24,366.43,Smart,Actual
CUST0000010,2024-08-23,508.89,Digital,Actual
CUST0000010,2024-09-22,501.03,Smart,Actual
CUST0000010,2024-10-22,540.9,Smart,Actual
CUST0000010,2024-11-21,434.43,Smart,Actual
CUST0000011,2023-01-01,824.64,Digital,Actual
CUST0000011,2023-01-31,761.37,Digital,Actual
CUST0000011,2023-03-02,476.72,Analog,Actual
CUST0000011,2023-04-01,507.05,Digital,Estimated
CUST0000011,2023-05-01,475.96,Smart,Actual
CUST0000011,2023-05-31,597.39,Analog,Actual
CUST0000011,2023-06-30,757.83,Analog,Actual
CUST0000011,2023-07-30,982.31,Digital,Actual
CUST0000011,2023-08-29,1064.6,Smart,Actual
CUST0000011,2023-09-28,1201.99,Smart,Actual
CUST0000011,2023-10-28,1135.92,Digital,Actual
CUST0000011,2023-11-27,1080.01,Digital,Actual
CUST0000011,2023-12-27,801.37,Smart,Actual
CUST0000011,2024-01-26,631.94,Smart,Actual
CUST0000011,2024-02-25,376.03,Digital,Actual
CUST0000011,2024-03-26,327.08,Analog,Actual
CUST0000011,2024-04-25,508.64,Smart,Actual
CUST0000011,2024-05-25,505.49,Smart,Actual
CUST0000011,2024-06-24,838.2,Smart,Actual
CUST0000011,2024-07-24,902.22,Smart,Actual
CUST0000011,2024-08-23,911.84,Analog,Actual
CUST0000011,2024-09-22,1093.37,Digital,Actual
CUST0000011,2024-10-22,818.03,Analog,Actual
CUST0000011,2024-11-21,893.66,Smart,Actual
CUST0000012,2023-01-01,580.87,Smart,Actual
CUST0000012,2023-01-31,475.5,Smart,Actual
CUST0000012,2023-03-02,324.6,Smart,Actual
CUST0000012,2023-04-01,319.68,Digital,Actual
CUST0000012,2023-05-01,545.27,Analog,Estimated
CUST0000012,2023-05-31,509.92,Analog,Actual
CUST0000012,2023-06-30,472.68,Digital,Actual
CUST0000012,2023-07-30,735.65,Analog,Actual
CUST0000012,2023-08-29,724.36,Analog,Actual
CUST0000012,2023-09-28,790.29,Smart,Actual
CUST0000012,2023-10-28,688.48,Digital,Actual
CUST0000012,2023-11-27,606.67,Smart,Estimated
CUST0000012,2023-12-27,586.8,Smart,Estimated
CUST0000012,2024-01-26,455.01,Smart,Actual
CUST0000012,2024-02-25,276.72,Smart,Actual
CUST0000012,2024-03-26,392.74,Smart,Actual
CUST0000012,2024-04-25,419.99,Analog,Actual
CUST0000012,2024-05-25,469.72,Smart,Actual
CUST0000012,2024-06-24,619.09,Digital,Estimated
CUST0000012,2024-07-24,632.08,Digital,Estimated
CUST0000012,2024-08-23,768.06,Smart,Actual
CUST0000012,2024-09-22,730.96,Smart,Actual
CUST0000012,2024-10-22,730.99,Smart,Actual
CUST0000012,2024-11-21,710.44,Digital,Actual
CUST0000013,2023-01-01,898.25,Smart,Actual
CUST0000013,2023-01-31,810.86,Smart,Actual
CUST0000013,2023-03-02,798.17,Analog,Actual
CUST0000013,2023-04-01,629.31,Smart,Actual
CUST0000013,2023-05-01,490.23,Smart,Actual
CUST0000013,2023-05-31,972.3,Smart,Estimated
CUST0000013,2023-06-30,1000.68,Smart,Estimated
CUST0000013,2023-07-30,1150.07,Smart,Actual
CUST0000013,2023-08-29,1467.63,Smart,Actual
CUST0000013,2023-09-28,1344.51,Smart,Actual
CUST0000013,2023-10-28,1432.09,Digital,Actual
CUST0000013,2023-11-27,1023.9,Smart,Actual
CUST0000013,2023-12-27,860.16,Digital,Actual
CUST0000013,2024-01-26,949.4,Digital,Actual
CUST0000013,2024-02-25,365.77,Smart,Actual
CUST0000013,2024-03-26,723.09,Smart,Estimated
CUST0000013,2024-04-25,630.83,Smart,Actual
CUST0000013,2024-05-25,719.1,Smart,Actual
CUST0000013,2024-06-24,819.11,Smart,Actual
CUST0000013,2024-07-24,1243.57,Smart,Actual
CUST0000013,2024-08-23,1299.33,Smart,Actual
CUST0000013,2024-09-22,1642.37,Smart,Actual
CUST0000013,2024-10-22,1457.11,Analog,Actual
CUST0000013,2024-11-21,1235.87,Smart,Actual
CUST0000014,2023-01-01,1896.68,Analog,Actual
CUST0000014,2023-01-31,1444.95,Smart,Actual
CUST0000014,2023-03-02,845.54,Smart,Estimated
CUST0000014,2023-04-01,881.5,Digital,Actual
CUST0000014,2023-05-01,1222.14,Digital,Actual
CUST0000014,2023-05-31,1257.5,Digital,Actual
CUST0000014,2023-06-30,1854.68,Smart,Actual
CUST0000014,2023-07-30,1960.5,Analog,Actual
CUST0000014,2023-08-29,2283.78,Smart,Actual
CUST0000014,2023-09-28,2580.28,Smart,Estimated
CUST0000014,2023-10-28,2281.76,Smart,Actual
CUST0000014,2023-11-27,2050.54,Analog,Actual
CUST0000014,2023-12-27,1839.15,Digital,Actual
CUST0000014,2024-01-26,1429.87,Smart,Actual
CUST0000014,2024-02-25,1158.59,Analog,Actual
CUST0000014,2024-03-26,936.7,Digital,Actual
CUST0000014,2024-04-25,1333.78,Digital,Actual
CUST0000014,2024-05-25,1434.2,Smart,Actual
CUST0000014,2024-06-24,2044.48,Analog,Estimated
CUST0000014,2024-07-24,2006.84,Analog,Actual
CUST0000014,2024-08-23,2307.14,Smart,Actual
CUST0000014,2024-09-22,2671.73,Analog,Actual
CUST0000014,2024-10-22,2416.44,Smart,Actual
CUST0000014,2024-11-21,2189.91,Smart,Actual
CUST0000015,2023-01-01,935.18,Smart,Actual
CUST0000015,2023-01-31,611.59,Smart,Actual
CUST0000015,2023-03-02,530.52,Smart,Actual
CUST0000015,2023-04-01,492.29,Smart,Actual
CUST0000015,2023-05-01,557.67,Smart,Actual
CUST0000015,2023-05-31,618.37,Analog,Actual
CUST0000015,2023-06-30,811.4,Smart,Actual
CUST0000015,2023-07-30,1229.32,Analog,Actual
CUST0000015,2023-08-29,1171.82,Smart,Actual
CUST0000015,2023-09-28,1409.18,Smart,Actual
CUST0000015,2023-10-28,1130.54,Analog,Actual
CUST0000015,2023-11-27,968.72,Analog,Actual
CUST0000015,2023-12-27,1128.75,Digital,Actual
CUST0000015,2024-01-26,879.03,Smart,Actual
CUST0000015,2024-02-25,452.35,Analog,Actual
CUST0000015,2024-03-26,568.18,Smart,Actual
CUST0000015,2024-04-25,581.01,Smart,Estimated
CUST0000015,2024-05-25,668.53,Analog,Actual
CUST0000015,2024-06-24,948.86,Analog,Actual
CUST0000015,2024-07-24,1058.29,Smart,Actual
CUST0000015,2024-08-23,1150.92,Smart,Actual
CUST0000015,2024-09-22,1181.08,Smart,Actual
CUST0000015,2024-10-22,1248.8,Smart,Actual
CUST0000015,2024-11-21,1050.99,Smart,Actual
CUST0000016,2023-01-01,2036.94,Smart,Actual
CUST0000016,2023-01-31,1507.1,Smart,Actual
CUST0000016,2023-03-02,873.14,Smart,Actual
CUST0000016,2023-04-01,997.38,Digital,Actual
CUST0000016,2023-05-01,1063.43,Digital,Estimated
CUST0000016,2023-05-31,1335.89,Smart,Actual
CUST0000016,2023-06-30,1943.24,Smart,Actual
CUST0000016,2023-07-30,1655.57,Digital,Actual
CUST0000016,2023-08-29,2356.37,Digital,Actual
CUST0000016,2023-09-28,2367.65,Analog,Actual
CUST0000016,2023-10-28,2406.11,Smart,Actual
CUST0000016,2023-11-27,1864.61,Digital,Actual
CUST0000016,2023-12-27,1606.1,Digital,Estimated
CUST0000016,2024-01-26,1225.31,Smart,Actual
CUST0000016,2024-02-25,1174.47,Analog,Actual
CUST0000016,2024-03-26,1362.01,Smart,Actual
CUST0000016,2024-04-25,810.48,Analog,Actual
CUST0000016,2024-05-25,1635.08,Smart,Actual
CUST0000016,2024-06-24,1781.46,Digital,Actual
CUST0000016,2024-07-24,1983.21,Smart,Actual
CUST0000016,2024-08-23,2302.33,Digital,Actual
CUST0000016,2024-09-22,2171.0,Analog,Actual
CUST0000016,2024-10-22,2330.96,Smart,Actual
CUST0000016,2024-11-21,2131.77,Digital,Actual
CUST0000017,2023-01-01,1244.99,Smart,Estimated
CUST0000017,2023-01-31,1136.8,Analog,Actual
CUST0000017,2023-03-02,1221.45,Digital,Actual
CUST0000017,2023-04-01,875.96,Digital,Actual
CUST0000017,2023-05-01,945.78,Digital,Actual
CUST0000017,2023-05-31,1113.66,Digital,Actual
CUST0000017,2023-06-30,1434.37,Smart,Actual
CUST0000017,2023-07-30,1815.3,Digital,Actual
CUST0000017,2023-08-29,2070.18,Digital,Actual
CUST0000017,2023-09-28,2388.8,Smart,Actual
CUST0000017,2023-10-28,1956.87,Smart,Actual
CUST0000017,2023-11-27,1999.15,Smart,Actual
CUST0000017,2023-12-27,1501.15,Digital,Actual
CUST0000017,2024-01-26,1145.88,Analog,Actual
CUST0000017,2024-02-25,987.24,Smart,Actual
CUST0000017,2024-03-26,912.74,Smart,Actual
CUST0000017,2024-04-25,956.52,Smart,Actual
CUST0000017,2024-05-25,1313.1,Smart,Actual
CUST0000017,2024-06-24,1447.93,Digital,Actual
CUST0000017,2024-07-24,1987.37,Smart,Actual
CUST0000017,2024-08-23,2029.25,Smart,Actual
CUST0000017,2024-09-22,2188.67,Digital,Actual
CUST0000017,2024-10-22,2306.66,Smart,Estimated
CUST0000017,2024-11-21,1610.21,Analog,Actual
CUST0000018,2023-01-01,713.5,Smart,Actual
CUST0000018,2023-01-31,941.04,Smart,Actual
CUST0000018,2023-03-02,500.05,Smart,Actual
CUST0000018,2023-04-01,645.11,Digital,Actual
CUST0000018,2023-05-01,743.97,Smart,Actual
CUST0000018,2023-05-31,725.22,Digital,Actual
CUST0000018,2023-06-30,951.42,Digital,Actual
CUST0000018,2023-07-30,1104.79,Analog,Actual
CUST0000018,2023-08-29,1256.42,Smart,Actual
CUST0000018,2023-09-28,1454.92,Smart,Actual
CUST0000018,2023-10-28,1210.42,Smart,Actual
CUST0000018,2023-11-27,999.78,Analog,Actual
CUST0000018,2023-12-27,877.84,Smart,Estimated
CUST0000018,2024-01-26,658.89,Smart,Actual
CUST0000018,2024-02-25,694.48,Analog,Actual
CUST0000018,2024-03-26,657.7,Smart,Actual
CUST0000018,2024-04-25,637.88,Digital,Actual
CUST0000018,2024-05-25,774.79,Smart,Actual
CUST0000018,2024-06-24,1093.8,Smart,Actual
CUST0000018,2024-07-24,1374.0,Smart,Actual
CUST0000018,2024-08-23,1428.36,Smart,Estimated
CUST0000018,2024-09-22,1409.44,Digital,Estimated
CUST0000018,2024-10-22,1179.44,Digital,Actual
CUST0000018,2024-11-21,1144.01,Smart,Actual
CUST0000019,2023-01-01,649.09,Digital,Actual
CUST0000019,2023-01-31,525.55,Smart,Actual
CUST0000019,2023-03-02,327.91,Digital,Actual
CUST0000019,2023-04-01,528.83,Smart,Actual
CUST0000019,2023-05-01,392.33,Analog,Actual
CUST0000019,2023-05-31,544.63,Digital,Actual
CUST0000019,2023-06-30,701.89,Digital,Actual
CUST0000019,2023-07-30,730.24,Smart,Actual
CUST0000019,2023-08-29,896.54,Digital,Actual
CUST0000019,2023-09-28,972.93,Digital,Actual
CUST0000019,2023-10-28,903.77,Smart,Actual
CUST0000019,2023-11-27,757.08,Smart,Actual
CUST0000019,2023-12-27,605.15,Analog,Actual
CUST0000019,2024-01-26,407.57,Analog,Actual
CUST0000019,2024-02-25,378.04,Smart,Estimated
CUST0000019,2024-03-26,462.43,Analog,Estimated
CUST0000019,2024-04-25,461.71,Analog,Actual
CUST0000019,2024-05-25,466.88,Smart,Actual
CUST0000019,2024-06-24,810.0,Digital,Actual
CUST0000019,2024-07-24,678.36,Analog,Estimated
CUST0000019,2024-08-23,901.76,Analog,Actual
CUST0000019,2024-09-22,846.67,Smart,Estimated
CUST0000019,2024-10-22,897.75,Digital,Actual
CUST0000019,2024-11-21,782.43,Analog,Actual
CUST0000020,2023-01-01,779.23,Smart,Actual
CUST0000020,2023-01-31,664.05,Digital,Actual
CUST0000020,2023-03-02,539.62,Digital,Actual
CUST0000020,2023-04-01,512.83,Digital,Actual
CUST0000020,2023-05-01,423.12,Analog,Estimated
CUST0000020,2023-05-31,692.65,Analog,Actual
CUST0000020,2023-06-30,855.54,Smart,Actual
CUST0000020,2023-07-30,937.91,Smart,Actual
CUST0000020,2023-08-29,1183.85,Analog,Estimated
CUST0000020,2023-09-28,1068.63,Analog,Actual
CUST0000020,2023-10-28,1094.66,Digital,Estimated
CUST0000020,2023-11-27,960.76,Digital,Actual
CUST0000020,2023-12-27,872.84,Digital,Estimated
CUST0000020,2024-01-26,657.91,Smart,Actual
CUST0000020,2024-02-25,683.31,Digital,Actual
CUST0000020,2024-03-26,469.44,Smart,Actual
CUST0000020,2024-04-25,610.2,Digital,Actual
CUST0000020,2024-05-25,596.83,Analog,Actual
CUST0000020,2024-06-24,848.43,Smart,Actual
CUST0000020,2024-07-24,1050.51,Analog,Actual
CUST0000020,2024-08-23,1142.74,Analog,Actual
CUST0000020,2024-09-22,1237.38,Smart,Actual
CUST0000020,2024-10-22,1092.43,Analog,Actual
CUST0000020,2024-11-21,1066.04,Digital,Actual
CUST0000021,2023-01-01,1808.18,Analog,Actual
CUST0000021,2023-01-31,1556.27,Smart,Actual
CUST0000021,2023-03-02,1561.22,Smart,Actual
CUST0000021,2023-04-01,1163.33,Smart,Actual
CUST0000021,2023-05-01,1001.01,Smart,Actual
CUST0000021,2023-05-31,1421.19,Smart,Actual
CUST0000021,2023-06-30,2035.2,Analog,Estimated
CUST0000021,2023-07-30,2174.05,Smart,Actual
CUST0000021,2023-08-29,2341.25,Smart,Actual
CUST0000021,2023-09-28,2571.3,Smart,Actual
CUST0000021,2023-10-28,2465.7,Smart,Actual
CUST0000021,2023-11-27,2050.44,Smart,Actual
CUST0000021,2023-12-27,1722.63,Digital,Actual
CUST0000021,2024-01-26,1353.34,Smart,Actual
CUST0000021,2024-02-25,967.99,Smart,Actual
CUST0000021,2024-03-26,905.44,Analog,Actual
CUST0000021,2024-04-25,1195.68,Smart,Actual
CUST0000021,2024-05-25,1524.32,Smart,Estimated
CUST0000021,2024-06-24,1670.76,Digital,Actual
CUST0000021,2024-07-24,2438.49,Digital,Actual
CUST0000021,2024-08-23,2581.31,Analog,Estimated
CUST0000021,2024-09-22,2606.88,Smart,Actual
CUST0000021,2024-10-22,2621.47,Digital,Actual
CUST0000021,2024-11-21,2526.22,Smart,Actual
CUST0000022,2023-01-01,1590.73,Smart,Actual
CUST0000022,2023-01-31,1540.52,Smart,Actual
CUST0000022,2023-03-02,911.51,Digital,Actual
CUST0000022,2023-04-01,704.27,Smart,Actual
CUST0000022,2023-05-01,1069.97,Digital,Actual
CUST0000022,2023-05-31,1221.5,Smart,Actual
CUST0000022,2023-06-30,1605.14,Analog,Actual
CUST0000022,2023-07-30,2046.39,Analog,Actual
CUST0000022,2023-08-29,2334.97,Digital,Actual
CUST0000022,2023-09-28,2330.34,Analog,Actual
CUST0000022,2023-10-28,2604.19,Digital,Actual
CUST0000022,2023-11-27,1801.07,Smart,Actual
CUST0000022,2023-12-27,1505.81,Analog,Actual
CUST0000022,2024-01-26,1168.67,Smart,Actual
CUST0000022,2024-02-25,1175.68,Analog,Actual
CUST0000022,2024-03-26,1011.59,Analog,Actual
CUST0000022,2024-04-25,910.59,Smart,Actual
CUST0000022,2024-05-25,1314.34,Digital,Actual
CUST0000022,2024-06-24,1967.61,Analog,Actual
