customer_id,payment_date,payment_amount,payment_method,payment_status
CUST0000003,2023-05-09,303.54,Check,Completed
CUST0000003,2023-06-13,285.16,Bank Transfer,Completed
CUST0000003,2023-07-03,389.65,Credit Card,Completed
CUST0000003,2023-08-03,333.22,Credit Card,Completed
CUST0000003,2023-09-09,52.78,Auto-Debit,Completed
CUST0000003,2023-10-01,253.71,Online,Completed
CUST0000003,2023-10-31,69.18,Credit Card,Completed
CUST0000003,2023-12-07,368.84,Check,Pending
CUST0000003,2024-01-08,114.9,Online,Completed
CUST0000003,2024-02-02,41.57,Credit Card,Completed
CUST0000003,2024-03-09,141.0,Auto-Debit,Completed
CUST0000003,2024-03-26,205.77,Auto-Debit,Completed
CUST0000003,2024-05-29,145.81,Auto-Debit,Completed
CUST0000003,2024-07-06,187.66,Credit Card,Completed
CUST0000003,2024-08-04,328.24,Credit Card,Reversed
CUST0000003,2024-09-02,347.55,Auto-Debit,Reversed
CUST0000003,2024-09-27,329.4,Credit Card,Completed
CUST0000003,2024-10-22,359.93,Credit Card,Completed
CUST0000003,2024-11-21,379.95,Check,Completed
CUST0000004,2023-01-05,241.83,Cash,Completed
CUST0000004,2023-02-06,53.45,Auto-Debit,Completed
CUST0000004,2023-03-14,52.01,Online,Completed
CUST0000004,2023-04-08,268.33,Cash,Completed
CUST0000004,2023-05-15,121.03,Bank Transfer,Completed
CUST0000004,2023-06-07,56.47,Bank Transfer,Completed
CUST0000004,2023-07-01,101.26,Cash,Completed
CUST0000004,2023-08-08,240.64,Bank Transfer,Completed
CUST0000004,2023-09-02,300.7,Credit Card,Completed
CUST0000004,2023-10-09,261.67,Check,Pending
CUST0000004,2023-10-30,97.9,Online,Completed
CUST0000004,2023-12-06,302.82,Check,Completed
CUST0000004,2024-01-10,150.36,Bank Transfer,Pending
CUST0000004,2024-03-03,58.07,Online,Completed
CUST0000004,2024-03-28,176.8,Auto-Debit,Completed
CUST0000004,2024-04-25,395.26,Online,Completed
CUST0000004,2024-06-03,392.66,Cash,Completed
CUST0000004,2024-06-28,203.28,Online,Completed
CUST0000004,2024-08-05,177.19,Online,Completed
CUST0000004,2024-09-02,387.75,Online,Completed
CUST0000004,2024-10-04,377.61,Online,Completed
CUST0000004,2024-11-02,322.36,Cash,Completed
CUST0000004,2024-11-28,321.01,Auto-Debit,Completed
CUST0000005,2023-01-04,200.03,Cash,Completed
CUST0000005,2023-02-11,47.71,Online,Completed
CUST0000005,2023-03-11,84.01,Check,Completed
CUST0000005,2023-04-07,69.03,Cash,Reversed
CUST0000005,2023-05-05,349.79,Auto-Debit,Completed
CUST0000005,2023-06-09,209.98,Bank Transfer,Completed
CUST0000005,2023-07-13,198.55,Online,Completed
CUST0000005,2023-08-01,257.49,Auto-Debit,Completed
CUST0000005,2023-09-05,242.64,Auto-Debit,Completed
CUST0000005,2023-10-08,53.11,Auto-Debit,Completed
CUST0000005,2023-11-08,52.06,Bank Transfer,Completed
CUST0000005,2023-12-09,69.3,Auto-Debit,Completed
CUST0000005,2024-02-07,249.3,Auto-Debit,Completed
CUST0000005,2024-03-05,304.41,Check,Completed
CUST0000005,2024-03-27,321.5,Credit Card,Completed
CUST0000005,2024-05-01,93.67,Bank Transfer,Completed
CUST0000005,2024-06-03,269.79,Online,Completed
CUST0000005,2024-07-05,267.38,Cash,Reversed
CUST0000005,2024-07-29,153.42,Credit Card,Completed
CUST0000005,2024-09-30,88.82,Credit Card,Completed
CUST0000005,2024-11-02,241.3,Online,Completed
CUST0000005,2024-12-04,171.3,Auto-Debit,Completed
CUST0000006,2023-01-08,43.27,Credit Card,Completed
CUST0000006,2023-02-06,263.3,Bank Transfer,Completed
CUST0000006,2023-03-16,353.89,Check,Completed
CUST0000006,2023-04-01,383.6,Auto-Debit,Completed
CUST0000006,2023-05-13,183.57,Credit Card,Completed
CUST0000006,2023-06-12,117.22,Credit Card,Completed
CUST0000006,2023-07-13,86.34,Credit Card,Completed
CUST0000006,2023-08-10,399.09,Auto-Debit,Completed
CUST0000006,2023-09-01,383.06,Check,Completed
CUST0000006,2023-10-09,341.42,Auto-Debit,Completed
CUST0000006,2023-11-03,193.67,Cash,Completed
CUST0000006,2023-12-01,251.59,Credit Card,Completed
CUST0000006,2024-01-05,317.18,Cash,Completed
CUST0000006,2024-01-31,127.38,Credit Card,Pending
CUST0000006,2024-03-06,379.43,Cash,Reversed
CUST0000006,2024-04-06,290.27,Bank Transfer,Completed
CUST0000006,2024-05-08,91.81,Credit Card,Completed
CUST0000006,2024-06-03,385.15,Auto-Debit,Completed
CUST0000006,2024-07-03,349.62,Auto-Debit,Completed
CUST0000006,2024-07-26,75.35,Credit Card,Completed
CUST0000006,2024-08-30,280.0,Auto-Debit,Completed
CUST0000006,2024-09-22,337.97,Credit Card,Completed
CUST0000006,2024-11-23,46.24,Credit Card,Completed
CUST0000007,2023-01-02,161.7,Auto-Debit,Completed
CUST0000007,2023-02-03,252.18,Online,Reversed
CUST0000007,2023-03-09,349.22,Auto-Debit,Completed
CUST0000007,2023-04-12,373.14,Online,Pending
CUST0000007,2023-05-13,199.43,Check,Completed
CUST0000007,2023-06-07,105.36,Auto-Debit,Reversed
CUST0000007,2023-07-04,110.97,Credit Card,Completed
CUST0000007,2023-08-04,171.13,Credit Card,Completed
CUST0000007,2023-09-03,393.97,Credit Card,Completed
CUST0000007,2023-10-08,94.9,Credit Card,Completed
CUST0000007,2023-11-01,53.6,Auto-Debit,Completed
CUST0000007,2023-12-07,378.79,Online,Completed
CUST0000007,2024-01-02,339.79,Credit Card,Completed
CUST0000007,2024-02-03,286.88,Check,Completed
CUST0000007,2024-02-27,242.61,Bank Transfer,Completed
CUST0000007,2024-05-29,138.62,Online,Completed
CUST0000007,2024-07-01,128.39,Online,Completed
CUST0000007,2024-07-25,205.84,Credit Card,Completed
CUST0000007,2024-08-24,73.77,Credit Card,Completed
CUST0000007,2024-10-02,206.92,Cash,Completed
CUST0000007,2024-10-31,359.01,Credit Card,Completed
CUST0000007,2024-11-28,382.9,Bank Transfer,Completed
CUST0000008,2023-01-12,376.5,Online,Completed
CUST0000008,2023-02-03,242.42,Auto-Debit,Completed
CUST0000008,2023-03-13,191.61,Auto-Debit,Completed
CUST0000008,2023-04-04,321.27,Credit Card,Completed
CUST0000008,2023-05-01,185.45,Auto-Debit,Completed
CUST0000008,2023-06-04,200.56,Auto-Debit,Completed
CUST0000008,2023-07-10,203.96,Online,Completed
CUST0000008,2023-07-30,241.26,Auto-Debit,Completed
CUST0000008,2023-09-01,145.31,Check,Pending
CUST0000008,2023-10-07,84.53,Auto-Debit,Completed
CUST0000008,2023-11-01,367.49,Credit Card,Completed
CUST0000008,2023-12-11,348.17,Credit Card,Completed
CUST0000008,2024-01-02,315.0,Auto-Debit,Completed
CUST0000008,2024-01-26,256.46,Auto-Debit,Completed
CUST0000008,2024-03-04,204.01,Credit Card,Completed
CUST0000008,2024-04-07,191.64,Check,Completed
CUST0000008,2024-04-28,133.43,Credit Card,Completed
CUST0000008,2024-05-25,132.84,Bank Transfer,Completed
CUST0000008,2024-06-25,399.31,Bank Transfer,Completed
CUST0000008,2024-08-03,70.27,Bank Transfer,Completed
CUST0000008,2024-09-01,169.17,Bank Transfer,Pending
CUST0000008,2024-10-01,303.26,Bank Transfer,Completed
CUST0000008,2024-10-23,291.0,Online,Completed
CUST0000008,2024-12-01,43.15,Credit Card,Completed
CUST0000009,2023-02-04,180.16,Cash,Completed
CUST0000009,2023-03-15,201.19,Cash,Reversed
CUST0000009,2023-04-05,326.13,Credit Card,Completed
CUST0000009,2023-05-04,198.03,Auto-Debit,Reversed
CUST0000009,2023-06-08,389.37,Online,Completed
CUST0000009,2023-07-03,142.95,Bank Transfer,Completed
CUST0000009,2023-08-01,100.46,Online,Pending
CUST0000009,2023-09-10,220.64,Auto-Debit,Completed
CUST0000009,2023-10-12,287.4,Bank Transfer,Completed
CUST0000009,2023-12-04,343.17,Auto-Debit,Completed
CUST0000009,2024-01-10,185.4,Check,Completed
CUST0000009,2024-02-07,180.66,Auto-Debit,Completed
CUST0000009,2024-03-04,100.74,Bank Transfer,Reversed
CUST0000009,2024-04-02,279.74,Credit Card,Completed
CUST0000009,2024-05-06,101.87,Cash,Pending
CUST0000009,2024-06-04,291.84,Credit Card,Pending
CUST0000009,2024-07-08,200.12,Auto-Debit,Completed
CUST0000009,2024-08-02,71.67,Bank Transfer,Completed
CUST0000009,2024-09-06,267.23,Online,Completed
CUST0000009,2024-09-26,94.8,Bank Transfer,Completed
CUST0000009,2024-11-04,67.69,Credit Card,Completed
CUST0000009,2024-12-04,226.13,Bank Transfer,Completed
CUST0000010,2023-01-10,395.88,Bank Transfer,Completed
CUST0000010,2023-02-08,253.62,Bank Transfer,Reversed
CUST0000010,2023-03-15,140.88,Bank Transfer,Completed
CUST0000010,2023-04-15,260.7,Bank Transfer,Completed
CUST0000010,2023-05-09,114.13,Credit Card,Completed
CUST0000010,2023-06-06,114.68,Credit Card,Completed
CUST0000010,2023-07-08,343.03,Bank Transfer,Completed
CUST0000010,2023-08-09,54.49,Bank Transfer,Completed
CUST0000010,2023-09-07,201.82,Bank Transfer,Completed
CUST0000010,2023-10-08,328.49,Auto-Debit,Completed
CUST0000010,2023-11-04,310.81,Auto-Debit,Completed
CUST0000010,2023-12-08,277.64,Bank Transfer,Completed
CUST0000010,2024-01-09,269.17,Auto-Debit,Completed
CUST0000010,2024-01-28,42.36,Cash,Completed
CUST0000010,2024-03-09,286.69,Auto-Debit,Completed
CUST0000010,2024-04-02,370.18,Bank Transfer,Completed
CUST0000010,2024-05-09,379.27,Auto-Debit,Completed
CUST0000010,2024-06-04,378.2,Auto-Debit,Completed
CUST0000010,2024-06-29,344.93,Auto-Debit,Completed
CUST0000010,2024-07-30,268.57,Check,Completed
CUST0000010,2024-09-02,216.86,Bank Transfer,Completed
CUST0000010,2024-10-02,51.46,Bank Transfer,Completed
CUST0000010,2024-11-03,217.51,Auto-Debit,Completed
CUST0000011,2023-01-06,196.78,Credit Card,Completed
CUST0000011,2023-02-11,110.34,Auto-Debit,Completed
CUST0000011,2023-03-04,325.7,Auto-Debit,Completed
CUST0000011,2023-04-08,106.52,Bank Transfer,Completed
CUST0000011,2023-05-07,356.06,Bank Transfer,Pending
CUST0000011,2023-06-01,335.87,Bank Transfer,Completed
CUST0000011,2023-07-10,129.73,Check,Completed
CUST0000011,2023-07-31,342.13,Auto-Debit,Completed
CUST0000011,2023-08-31,186.92,Online,Completed
CUST0000011,2023-10-06,345.64,Bank Transfer,Completed
CUST0000011,2023-11-03,192.27,Auto-Debit,Completed
CUST0000011,2023-12-02,227.4,Online,Pending
CUST0000011,2024-01-03,284.97,Auto-Debit,Reversed
CUST0000011,2024-02-01,377.64,Credit Card,Completed
CUST0000011,2024-03-06,130.68,Check,Completed
CUST0000011,2024-04-02,346.59,Online,Completed
CUST0000011,2024-04-29,168.72,Credit Card,Completed
CUST0000011,2024-06-04,344.33,Auto-Debit,Completed
CUST0000011,2024-06-27,189.6,Check,Completed
CUST0000011,2024-07-26,63.69,Auto-Debit,Reversed
CUST0000011,2024-08-26,211.35,Online,Completed
CUST0000011,2024-09-28,90.4,Credit Card,Completed
CUST0000011,2024-10-24,367.09,Credit Card,Completed
CUST0000011,2024-11-30,64.58,Online,Completed
CUST0000012,2023-01-11,188.01,Online,Completed
CUST0000012,2023-02-12,108.32,Check,Completed
CUST0000012,2023-04-01,56.2,Auto-Debit,Completed
CUST0000012,2023-05-01,335.86,Bank Transfer,Completed
CUST0000012,2023-06-14,99.38,Auto-Debit,Completed
CUST0000012,2023-07-08,208.15,Online,Completed
CUST0000012,2023-08-01,337.19,Credit Card,Completed
CUST0000012,2023-09-11,200.15,Bank Transfer,Completed
CUST0000012,2023-10-02,307.73,Credit Card,Completed
CUST0000012,2023-11-04,259.89,Credit Card,Completed
CUST0000012,2023-12-06,366.82,Auto-Debit,Completed
CUST0000012,2024-01-09,42.56,Credit Card,Completed
CUST0000012,2024-01-26,391.12,Credit Card,Completed
CUST0000012,2024-02-29,108.22,Bank Transfer,Completed
CUST0000012,2024-04-07,121.42,Credit Card,Completed
CUST0000012,2024-05-01,326.54,Credit Card,Completed
CUST0000012,2024-06-02,132.31,Bank Transfer,Completed
CUST0000012,2024-07-05,366.51,Auto-Debit,Completed
CUST0000012,2024-08-05,343.42,Credit Card,Completed
CUST0000012,2024-09-02,299.11,Online,Completed
CUST0000012,2024-11-04,252.5,Credit Card,Completed
CUST0000012,2024-11-26,166.59,Auto-Debit,Reversed
CUST0000013,2023-01-03,239.02,Credit Card,Completed
CUST0000013,2023-02-01,49.69,Credit Card,Completed
CUST0000013,2023-03-14,331.88,Auto-Debit,Completed
CUST0000013,2023-04-13,42.16,Bank Transfer,Completed
CUST0000013,2023-05-13,62.64,Bank Transfer,Completed
CUST0000013,2023-06-02,62.82,Cash,Completed
CUST0000013,2023-07-01,194.42,Check,Completed
CUST0000013,2023-07-31,48.36,Credit Card,Completed
CUST0000013,2023-09-01,108.4,Online,Completed
CUST0000013,2023-10-08,88.27,Cash,Reversed
CUST0000013,2023-11-10,114.52,Auto-Debit,Completed
CUST0000013,2023-12-03,208.95,Auto-Debit,Completed
CUST0000013,2024-01-01,376.36,Cash,Completed
CUST0000013,2024-01-29,165.43,Auto-Debit,Completed
CUST0000013,2024-02-29,63.52,Auto-Debit,Completed
CUST0000013,2024-04-07,269.19,Online,Completed
CUST0000013,2024-04-30,97.03,Online,Completed
CUST0000013,2024-06-03,187.63,Online,Completed
CUST0000013,2024-06-24,262.12,Bank Transfer,Completed
CUST0000013,2024-08-06,121.4,Online,Completed
CUST0000013,2024-09-02,95.74,Credit Card,Completed
CUST0000013,2024-09-24,165.58,Check,Completed
CUST0000013,2024-10-23,69.52,Check,Completed
CUST0000013,2024-11-23,229.03,Credit Card,Completed
CUST0000014,2023-01-01,317.58,Auto-Debit,Completed
CUST0000014,2023-02-11,197.06,Credit Card,Completed
CUST0000014,2023-03-16,102.68,Auto-Debit,Completed
CUST0000014,2023-04-12,262.53,Auto-Debit,Completed
CUST0000014,2023-05-10,344.15,Credit Card,Completed
CUST0000014,2023-06-11,126.52,Credit Card,Completed
CUST0000014,2023-07-10,233.43,Credit Card,Completed
CUST0000014,2023-08-02,143.4,Online,Completed
CUST0000014,2023-09-06,348.91,Online,Completed
CUST0000014,2023-09-29,172.64,Auto-Debit,Completed
CUST0000014,2023-12-03,119.82,Check,Completed
CUST0000014,2024-01-10,94.7,Credit Card,Reversed
CUST0000014,2024-01-27,221.93,Auto-Debit,Completed
CUST0000014,2024-03-05,397.02,Bank Transfer,Completed
CUST0000014,2024-04-05,225.82,Bank Transfer,Completed
CUST0000014,2024-04-30,135.78,Credit Card,Completed
CUST0000014,2024-05-29,54.9,Bank Transfer,Completed
CUST0000014,2024-06-26,391.31,Cash,Completed
CUST0000014,2024-07-24,202.86,Credit Card,Completed
CUST0000014,2024-08-30,92.92,Check,Pending
CUST0000014,2024-09-24,286.27,Auto-Debit,Completed
CUST0000014,2024-11-03,249.08,Bank Transfer,Completed
CUST0000014,2024-11-21,50.03,Auto-Debit,Completed
CUST0000015,2023-01-09,192.45,Check,Completed
CUST0000015,2023-02-03,75.9,Credit Card,Reversed
CUST0000015,2023-03-08,319.63,Check,Completed
CUST0000015,2023-04-12,264.74,Auto-Debit,Completed
CUST0000015,2023-05-09,232.56,Credit Card,Reversed
CUST0000015,2023-06-03,165.47,Online,Completed
CUST0000015,2023-08-05,127.77,Online,Completed
CUST0000015,2023-09-03,256.28,Credit Card,Completed
CUST0000015,2023-10-03,389.1,Online,Completed
CUST0000015,2023-11-05,300.42,Credit Card,Completed
CUST0000015,2023-12-07,357.37,Auto-Debit,Completed
CUST0000015,2023-12-27,75.12,Auto-Debit,Completed
CUST0000015,2024-02-06,249.46,Online,Completed
CUST0000015,2024-02-27,135.41,Auto-Debit,Completed
CUST0000015,2024-03-27,255.31,Online,Completed
CUST0000015,2024-05-03,213.63,Check,Completed
CUST0000015,2024-06-01,247.68,Check,Completed
CUST0000015,2024-07-03,364.96,Credit Card,Completed
CUST0000015,2024-07-30,254.29,Auto-Debit,Completed
CUST0000015,2024-09-01,333.39,Credit Card,Completed
CUST0000015,2024-09-24,262.83,Auto-Debit,Reversed
CUST0000015,2024-11-03,52.76,Online,Completed
CUST0000015,2024-12-04,176.31,Credit Card,Completed
CUST0000016,2023-01-11,158.75,Check,Completed
CUST0000016,2023-02-03,130.26,Auto-Debit,Completed
CUST0000016,2023-03-16,270.59,Online,Completed
CUST0000016,2023-04-13,349.12,Check,Completed
CUST0000016,2023-05-14,242.87,Credit Card,Pending
CUST0000016,2023-06-02,354.71,Credit Card,Completed
CUST0000016,2023-07-04,205.72,Credit Card,Completed
CUST0000016,2023-07-31,372.18,Bank Transfer,Completed
CUST0000016,2023-09-02,167.76,Check,Completed
CUST0000016,2023-10-06,112.4,Online,Completed
CUST0000016,2023-11-02,137.59,Credit Card,Completed
CUST0000016,2023-12-03,217.44,Online,Completed
CUST0000016,2024-01-10,291.46,Bank Transfer,Pending
CUST0000016,2024-02-02,200.41,Credit Card,Reversed
CUST0000016,2024-03-09,185.51,Bank Transfer,Completed
CUST0000016,2024-04-05,220.46,Online,Completed
CUST0000016,2024-05-05,135.63,Bank Transfer,Completed
CUST0000016,2024-06-02,284.17,Auto-Debit,Completed
CUST0000016,2024-06-27,134.91,Credit Card,Pending
CUST0000016,2024-07-24,287.52,Auto-Debit,Completed
CUST0000016,2024-08-27,135.8,Bank Transfer,Completed
CUST0000016,2024-10-06,184.16,Auto-Debit,Completed
CUST0000016,2024-10-27,202.63,Credit Card,Completed
CUST0000016,2024-12-04,142.86,Online,Completed
CUST0000017,2023-01-07,144.62,Online,Completed
CUST0000017,2023-02-07,279.55,Bank Transfer,Completed
CUST0000017,2023-03-12,51.6,Credit Card,Completed
CUST0000017,2023-05-15,73.64,Auto-Debit,Completed
CUST0000017,2023-06-11,58.79,Bank Transfer,Completed
CUST0000017,2023-07-05,334.23,Bank Transfer,Completed
CUST0000017,2023-08-06,44.18,Credit Card,Completed
CUST0000017,2023-09-04,282.97,Cash,Completed
CUST0000017,2023-10-28,355.78,Check,Completed
CUST0000017,2023-12-04,274.36,Online,Completed
CUST0000017,2023-12-30,131.41,Online,Completed
CUST0000017,2024-02-03,183.06,Auto-Debit,Completed
CUST0000017,2024-03-04,345.02,Bank Transfer,Completed
CUST0000017,2024-04-02,126.69,Auto-Debit,Reversed
CUST0000017,2024-05-04,155.29,Auto-Debit,Completed
CUST0000017,2024-05-28,398.81,Credit Card,Completed
CUST0000017,2024-06-25,184.03,Online,Completed
CUST0000017,2024-07-24,50.38,Online,Completed
CUST0000017,2024-08-30,356.8,Online,Completed
CUST0000017,2024-09-29,49.65,Bank Transfer,Completed
CUST0000017,2024-10-28,149.72,Auto-Debit,Completed
CUST0000017,2024-12-05,248.48,Auto-Debit,Completed
CUST0000018,2023-02-07,243.64,Check,Completed
CUST0000018,2023-03-09,356.05,Credit Card,Completed
CUST0000018,2023-04-08,324.65,Check,Completed
CUST0000018,2023-05-11,163.34,Auto-Debit,Completed
CUST0000018,2023-06-09,243.5,Credit Card,Completed
CUST0000018,2023-07-02,354.15,Auto-Debit,Completed
CUST0000018,2023-08-06,205.58,Auto-Debit,Completed
CUST0000018,2023-08-30,331.44,Auto-Debit,Pending
CUST0000018,2023-09-29,186.75,Cash,Completed
CUST0000018,2023-11-05,266.31,Credit Card,Completed
CUST0000018,2023-11-27,312.37,Auto-Debit,Completed
CUST0000018,2024-01-10,308.57,Online,Pending
CUST0000018,2024-01-26,228.16,Credit Card,Completed
CUST0000018,2024-03-02,216.27,Auto-Debit,Completed
CUST0000018,2024-04-09,335.81,Check,Completed
CUST0000018,2024-04-25,309.28,Bank Transfer,Completed
CUST0000018,2024-06-07,354.1,Online,Completed
CUST0000018,2024-07-04,299.06,Bank Transfer,Reversed
CUST0000018,2024-08-07,125.63,Online,Completed
CUST0000018,2024-09-04,342.01,Credit Card,Completed
CUST0000018,2024-10-04,70.75,Credit Card,Completed
CUST0000018,2024-11-04,388.48,Credit Card,Completed
CUST0000018,2024-11-29,181.17,Bank Transfer,Completed
CUST0000019,2023-01-09,204.59,Bank Transfer,Completed
CUST0000019,2023-02-06,195.37,Check,Completed
CUST0000019,2023-03-08,64.22,Auto-Debit,Completed
CUST0000019,2023-04-01,113.33,Auto-Debit,Completed
CUST0000019,2023-05-04,62.56,Bank Transfer,Completed
CUST0000019,2023-07-03,195.09,Credit Card,Completed
CUST0000019,2023-08-12,62.82,Credit Card,Completed
CUST0000019,2023-08-29,199.15,Auto-Debit,Completed
CUST0000019,2023-10-01,272.53,Auto-Debit,Completed
CUST0000019,2023-10-28,326.9,Auto-Debit,Completed
CUST0000019,2023-12-07,54.67,Credit Card,Completed
CUST0000019,2024-01-02,222.6,Bank Transfer,Completed
CUST0000019,2024-02-09,107.12,Online,Completed
CUST0000019,2024-02-26,125.46,Bank Transfer,Completed
CUST0000019,2024-04-01,320.53,Auto-Debit,Reversed
CUST0000019,2024-04-25,70.72,Bank Transfer,Completed
CUST0000019,2024-06-03,226.03,Check,Completed
CUST0000019,2024-08-07,370.82,Online,Reversed
CUST0000019,2024-08-28,100.1,Bank Transfer,Reversed
CUST0000019,2024-11-02,279.57,Bank Transfer,Completed
CUST0000019,2024-11-29,383.13,Auto-Debit,Completed
CUST0000020,2023-01-02,74.4,Credit Card,Completed
CUST0000020,2023-02-14,284.0,Check,Completed
CUST0000020,2023-03-06,50.56,Online,Completed
CUST0000020,2023-04-09,305.17,Auto-Debit,Completed
CUST0000020,2023-05-02,366.97,Bank Transfer,Completed
CUST0000020,2023-06-12,133.16,Check,Completed
CUST0000020,2023-07-02,380.52,Credit Card,Completed
CUST0000020,2023-08-11,316.51,Auto-Debit,Completed
CUST0000020,2023-09-05,54.67,Auto-Debit,Completed
CUST0000020,2023-10-12,52.3,Check,Completed
CUST0000020,2023-11-03,89.99,Bank Transfer,Completed
CUST0000020,2023-11-29,46.48,Bank Transfer,Completed
CUST0000020,2024-01-10,208.5,Auto-Debit,Completed
CUST0000020,2024-02-29,80.87,Credit Card,Completed
CUST0000020,2024-04-08,206.26,Auto-Debit,Completed
CUST0000020,2024-05-06,347.97,Bank Transfer,Completed
CUST0000020,2024-05-26,204.66,Bank Transfer,Completed
CUST0000020,2024-06-28,318.71,Credit Card,Completed
CUST0000020,2024-07-31,358.26,Credit Card,Completed
CUST0000020,2024-09-01,221.28,Credit Card,Completed
CUST0000020,2024-09-25,289.61,Auto-Debit,Completed
CUST0000020,2024-10-22,325.35,Auto-Debit,Completed
CUST0000020,2024-11-22,249.14,Auto-Debit,Completed
CUST0000021,2023-01-15,128.79,Online,Completed
CUST0000021,2023-02-10,253.59,Check,Completed
CUST0000021,2023-03-07,266.61,Online,Completed
CUST0000021,2023-04-05,176.86,Credit Card,Completed
CUST0000021,2023-05-08,76.61,Online,Completed
CUST0000021,2023-05-31,102.34,Auto-Debit,Completed
CUST0000021,2023-07-09,161.0,Auto-Debit,Completed
CUST0000021,2023-08-01,194.61,Bank Transfer,Completed
CUST0000021,2023-09-29,276.3,Bank Transfer,Completed
CUST0000021,2023-11-01,341.78,Auto-Debit,Completed
CUST0000021,2023-12-11,129.31,Auto-Debit,Pending
CUST0000021,2023-12-30,344.83,Auto-Debit,Completed
CUST0000021,2024-02-07,273.48,Cash,Completed
CUST0000021,2024-02-29,204.79,Credit Card,Completed
CUST0000021,2024-03-30,351.49,Check,Completed
CUST0000021,2024-04-29,298.67,Bank Transfer,Completed
CUST0000021,2024-06-06,136.16,Auto-Debit,Completed
CUST0000021,2024-06-27,390.92,Auto-Debit,Completed
CUST0000021,2024-08-01,251.16,Online,Completed
CUST0000021,2024-08-24,58.72,Credit Card,Completed
CUST0000021,2024-10-05,106.71,Auto-Debit,Pending
CUST0000021,2024-11-04,203.18,Auto-Debit,Completed
CUST0000021,2024-11-24,73.76,Credit Card,Completed
CUST0000022,2023-01-11,83.39,Credit Card,Completed
CUST0000022,2023-02-08,123.33,Auto-Debit,Completed
CUST0000022,2023-03-12,295.72,Credit Card,Completed
CUST0000022,2023-04-12,122.49,Auto-Debit,Completed
CUST0000022,2023-05-12,137.46,Auto-Debit,Completed
CUST0000022,2023-05-31,389.81,Cash,Completed
CUST0000022,2023-07-09,376.99,Auto-Debit,Completed
CUST0000022,2023-08-02,105.8,Auto-Debit,Completed
CUST0000022,2023-09-03,147.32,Check,Completed
CUST0000022,2023-10-08,183.55,Credit Card,Completed
CUST0000022,2023-11-08,388.47,Bank Transfer,Completed
CUST0000022,2023-12-08,273.21,Credit Card,Completed
CUST0000022,2023-12-30,137.37,Credit Card,Completed
CUST0000022,2024-01-28,214.72,Auto-Debit,Completed
CUST0000022,2024-03-07,198.75,Check,Completed
CUST0000022,2024-04-01,168.93,Online,Reversed
