customer_id,channel,satisfaction_score
C00048,Email,4
C00048,Phone,3
C00049,Phone,5
C00049,Email,4
C00049,Email,5
C00049,Email,3
C00049,Email,5
C00050,Phone,3
C00050,Phone,5
C00050,Phone,4
C00050,Email,4
C00050,Web Chat,5
C00051,Email,5
C00051,Email,4
C00051,Web Chat,4
C00052,Email,5
C00052,Web Chat,4
C00052,Phone,4
C00052,Email,4
C00053,Web Chat,4
C00054,Phone,2
C00054,Email,1
C00054,Phone,2
C00054,Email,1
C00054,Email,1
C00054,Email,2
C00054,Email,1
C00054,Email,2
C00055,Phone,4
C00055,Phone,4
C00055,Phone,3
C00055,Email,5
C00055,Email,3
C00056,Email,4
C00056,Phone,3
C00056,Web Chat,3
C00056,Web Chat,5
C00057,Web Chat,5
C00058,Email,2
C00058,Email,3
C00058,Phone,3
C00058,Phone,2
C00058,Phone,3
C00058,Phone,1
C00058,Web Chat,1
C00058,Email,1
C00059,Web Chat,3
C00060,Email,3
C00060,Phone,2
C00060,Web Chat,3
C00060,Phone,1
C00061,Email,3
C00061,Email,5
C00061,Phone,5
C00061,Web Chat,4
C00061,Phone,3
C00062,Email,5
C00062,Phone,3
C00062,Phone,4
C00062,Email,5
C00062,Phone,3
C00063,Phone,3
C00063,Web Chat,3
C00063,Email,3
C00064,Email,5
C00064,Phone,3
C00064,Phone,4
C00064,Web Chat,5
C00065,Web Chat,5
C00065,Email,4
C00065,Phone,4
C00065,Phone,3
C00066,Phone,2
C00066,Web Chat,2
C00066,Email,3
C00066,Web Chat,1
C00066,Phone,2
C00066,Web Chat,2
C00066,Web Chat,2
C00066,Web Chat,1
C00067,Web Chat,5
C00067,Phone,5
C00067,Phone,5
C00067,Web Chat,4
C00068,Email,1
C00068,Web Chat,1
C00068,Phone,3
C00068,Phone,2
C00069,Email,3
C00069,Web Chat,5
C00069,Web Chat,5
C00070,Phone,3
C00070,Web Chat,3
C00070,Email,2
C00070,Web Chat,1
C00070,Phone,3
C00070,Web Chat,3
C00071,Email,3
C00071,Web Chat,4
C00071,Email,4
C00071,Web Chat,5
C00072,Email,5
C00073,Phone,4
C00073,Email,5
C00073,Email,5
C00073,Phone,4
C00074,Web Chat,4
C00074,Email,3
C00074,Phone,5
C00074,Phone,5
C00074,Email,4
C00075,Email,5
C00075,Web Chat,5
C00076,Email,2
C00076,Web Chat,3
C00076,Phone,1
C00076,Email,1
C00076,Email,3
C00077,Phone,5
C00077,Email,5
C00078,Phone,4
C00079,Email,3
C00079,Email,5
C00079,Web Chat,5
C00079,Email,4
C00080,Email,3
C00080,Web Chat,3
C00081,Phone,4
C00081,Web Chat,4
C00081,Email,4
C00081,Email,4
C00082,Web Chat,5
C00083,Web Chat,5
C00083,Phone,3
C00083,Web Chat,3
C00083,Email,5
C00083,Web Chat,4
C00084,Phone,4
C00084,Email,3
C00085,Web Chat,2
C00085,Web Chat,2
C00085,Web Chat,2
C00085,Phone,1
C00085,Phone,2
C00085,Web Chat,2
C00085,Email,1
C00086,Phone,5
C00086,Phone,3
C00087,Web Chat,4
C00088,Web Chat,2
C00088,Email,2
C00088,Email,1
C00088,Phone,1
C00088,Web Chat,2
C00088,Phone,3
C00089,Phone,3
C00089,Phone,5
C00089,Email,5
C00090,Web Chat,3
C00090,Web Chat,3
C00090,Phone,3
C00090,Email,2
C00090,Web Chat,1
C00090,Email,1
C00091,Web Chat,3
C00091,Phone,4
C00091,Email,4
C00092,Phone,5
C00092,Email,4
C00092,Phone,3
C00093,Phone,1
C00093,Phone,3
C00093,Phone,2
C00093,Web Chat,2
C00093,Web Chat,1
C00094,Email,3
C00095,Web Chat,2
C00095,Email,3
C00095,Email,1
C00095,Email,3
C00095,Web Chat,1
C00095,Email,3
C00095,Email,2
C00095,Email,1
C00095,Web Chat,1
C00096,Email,4
C00097,Phone,1
C00097,Web Chat,2
C00097,Email,1
C00097,Phone,1
C00097,Web Chat,1
C00097,Email,2
C00097,Web Chat,3
C00098,Email,4
C00098,Web Chat,4
C00098,Web Chat,3
C00098,Web Chat,3
C00099,Phone,5
C00099,Phone,3
C00099,Phone,5
C00099,Web Chat,5
C00100,Web Chat,1
C00100,Web Chat,2
C00100,Phone,1
C00100,Web Chat,1
C00100,Email,2
C00100,Web Chat,1
C00101,Web Chat,3
C00101,Email,5
C00101,Web Chat,4
C00101,Web Chat,3
C00102,Email,3
C00103,Phone,4
C00103,Web Chat,5
C00104,Email,5
C00105,Phone,4
C00105,Phone,5
C00105,Web Chat,4
C00105,Phone,3
C00106,Phone,3
C00106,Email,5
C00107,Phone,5
C00107,Web Chat,5
C00107,Web Chat,5
C00108,Email,4
C00109,Web Chat,5
C00109,Web Chat,4
C00109,Email,5
C00110,Web Chat,1
C00110,Web Chat,3
C00110,Email,2
C00110,Phone,2
C00110,Email,1
C00110,Email,3
C00110,Email,2
C00111,Email,3
C00111,Web Chat,3
C00111,Phone,5
C00111,Phone,5
C00112,Email,5
C00112,Phone,3
C00112,Web Chat,4
C00112,Phone,5
C00113,Email,4
C00113,Email,3
C00113,Phone,4
C00113,Web Chat,3
C00114,Phone,4
C00114,Web Chat,4
C00114,Web Chat,5
C00114,Web Chat,3
C00114,Phone,3
C00115,Email,3
C00115,Phone,5
C00115,Web Chat,4
C00116,Phone,3
C00116,Email,3
C00116,Web Chat,4
C00116,Web Chat,4
C00117,Phone,4
C00117,Email,4
C00117,Phone,3
C00117,Email,5
C00117,Email,4
C00118,Email,2
C00118,Web Chat,2
C00118,Email,2
C00118,Email,2
C00118,Web Chat,2
C00118,Web Chat,3
C00119,Web Chat,4
C00119,Phone,3
C00119,Email,5
C00120,Phone,3
C00120,Phone,4
C00120,Phone,5
C00120,Email,4
C00120,Web Chat,5
C00121,Phone,4
C00121,Phone,5
C00121,Web Chat,3
C00122,Email,4
C00122,Phone,5
C00122,Email,4
C00123,Web Chat,3
C00123,Web Chat,3
C00123,Web Chat,2
C00123,Phone,3
C00123,Phone,3
C00123,Phone,2
C00124,Phone,3
C00124,Email,3
C00124,Web Chat,5
C00124,Web Chat,4
C00125,Phone,4
C00125,Phone,4
C00125,Web Chat,3
C00126,Email,3
C00126,Email,5
C00126,Email,5
C00126,Web Chat,4
C00127,Web Chat,3
C00127,Web Chat,1
C00127,Web Chat,2
C00127,Email,1
C00127,Phone,1
C00127,Web Chat,2
C00127,Web Chat,2
C00128,Email,4
C00128,Email,5
C00128,Email,4
C00129,Web Chat,4
C00129,Email,4
C00129,Web Chat,4
C00129,Email,3
C00130,Phone,3
C00130,Web Chat,3
C00130,Email,5
C00131,Email,3
C00131,Email,4
C00131,Email,3
C00131,Email,4
C00131,Phone,5
C00132,Web Chat,2
C00132,Web Chat,3
C00132,Phone,1
C00132,Web Chat,3
C00132,Web Chat,1
C00132,Web Chat,2
C00132,Web Chat,2
C00132,Phone,3
C00133,Email,4
C00134,Web Chat,5
C00135,Phone,4
C00135,Email,3
C00136,Web Chat,1
C00136,Phone,1
C00136,Email,1
C00136,Web Chat,3
C00136,Phone,3
C00136,Email,2
C00136,Email,1
C00137,Web Chat,4
C00137,Phone,5
C00137,Web Chat,5
C00138,Web Chat,4
C00138,Email,4
C00138,Email,5
C00139,Web Chat,3
C00139,Web Chat,2
C00139,Web Chat,3
C00139,Web Chat,2
C00139,Email,1
C00139,Phone,3
C00140,Email,1
C00140,Web Chat,2
C00140,Phone,3
C00140,Web Chat,1
C00141,Email,4
C00141,Web Chat,4
C00141,Web Chat,4
C00141,Email,4
C00141,Email,3
C00142,Phone,1
C00142,Web Chat,2
C00142,Phone,2
C00142,Phone,3
C00143,Phone,4
C00143,Web Chat,4
C00143,Email,4
C00143,Email,4
C00144,Phone,4
C00144,Phone,4
C00144,Phone,5
C00144,Web Chat,4
C00145,Email,5
C00145,Web Chat,4
C00145,Phone,3
C00145,Phone,3
C00146,Phone,3
C00146,Web Chat,3
C00146,Web Chat,5
C00146,Web Chat,5
C00146,Phone,3
C00147,Web Chat,3
C00147,Email,5
C00147,Web Chat,5
C00147,Phone,3
C00148,Web Chat,4
C00148,Web Chat,3
C00148,Phone,5
C00148,Phone,4
C00148,Web Chat,4
C00149,Web Chat,5
C00149,Web Chat,4
C00149,Web Chat,3
C00149,Web Chat,3
C00149,Email,4
C00150,Web Chat,5
C00150,Phone,3
C00150,Web Chat,3
C00150,Phone,4
C00151,Phone,3
C00151,Web Chat,3
C00151,Email,3
C00152,Phone,3
C00152,Email,5
C00152,Email,4
C00152,Web Chat,3
C00153,Web Chat,5
C00154,Phone,3
C00154,Phone,4
C00154,Phone,4
C00154,Email,3
C00155,Web Chat,3
C00155,Phone,3
C00155,Phone,3
C00155,Email,4
C00155,Phone,3
C00156,Web Chat,2
C00156,Web Chat,1
C00156,Phone,3
C00156,Email,1
C00156,Web Chat,3
C00156,Web Chat,2
C00156,Phone,3
C00156,Phone,1
C00156,Email,1
C00157,Web Chat,1
C00157,Web Chat,3
C00157,Web Chat,2
C00157,Email,1
C00157,Web Chat,2
C00158,Email,4
C00159,Web Chat,4
C00160,Email,3
C00160,Phone,4
C00160,Phone,4
C00160,Web Chat,3
C00161,Email,4
C00161,Phone,4
C00161,Email,4
C00162,Email,3
C00162,Email,2
C00162,Email,3
C00162,Web Chat,2
C00162,Web Chat,3
C00162,Email,2
C00162,Web Chat,1
C00163,Web Chat,5
C00163,Phone,4
C00163,Phone,4
C00163,Email,3
C00164,Email,4
C00164,Web Chat,3
C00164,Email,3
C00165,Phone,2
C00165,Email,3
C00165,Email,2
C00165,Phone,3
C00165,Web Chat,3
C00165,Phone,2
C00166,Phone,5
C00166,Web Chat,5
C00166,Phone,4
C00166,Phone,4
C00167,Email,3
C00168,Email,3
C00168,Email,4
C00168,Web Chat,3
C00168,Phone,5
C00168,Web Chat,3
C00169,Email,3
C00169,Email,5
C00170,Web Chat,4
C00170,Phone,3
C00170,Email,4
C00170,Phone,4
C00171,Web Chat,3
C00171,Phone,3
C00171,Web Chat,5
C00171,Email,4
C00172,Web Chat,5
C00173,Web Chat,3
C00173,Web Chat,4
C00174,Web Chat,2
C00174,Phone,3
C00174,Web Chat,2
C00174,Email,2
C00175,Web Chat,3
C00176,Email,4
C00176,Email,4
C00176,Phone,5
C00176,Email,3
C00176,Email,5
C00177,Web Chat,3
C00178,Web Chat,3
C00179,Phone,1
C00179,Phone,3
C00179,Phone,2
C00179,Email,1
C00179,Phone,1
C00179,Email,2
C00179,Email,1
C00179,Phone,1
C00180,Web Chat,4
C00180,Web Chat,3
C00180,Phone,3
C00180,Phone,4
C00180,Phone,3
C00181,Web Chat,4
C00182,Email,5
C00182,Phone,5
C00183,Phone,4
C00184,Email,2
C00184,Web Chat,3
C00184,Email,2
C00184,Phone,1
C00184,Email,2
C00184,Web Chat,2
C00184,Email,1
C00184,Web Chat,1
C00185,Web Chat,5
C00185,Phone,3
C00185,Web Chat,5
C00185,Phone,3
C00185,Web Chat,5
C00186,Web Chat,4
C00186,Email,5
C00186,Email,4
C00186,Web Chat,3
C00186,Email,5
C00187,Web Chat,3
C00187,Phone,5
C00187,Phone,3
C00188,Phone,4
C00188,Web Chat,5
C00188,Email,4
C00188,Web Chat,4
C00188,Email,3
C00189,Email,1
C00189,Email,1
C00189,Web Chat,1
C00189,Email,1
C00189,Email,1
C00189,Email,2
C00189,Email,2
C00189,Web Chat,1
C00189,Email,1
C00190,Phone,1
C00190,Phone,1
C00190,Email,1
C00190,Web Chat,1
C00190,Email,3
C00190,Email,2
C00190,Phone,1
C00190,Phone,2
C00191,Email,3
C00191,Phone,3
C00191,Phone,5
C00191,Web Chat,3
C00192,Email,4
C00192,Email,3
C00192,Phone,3
C00192,Email,5
C00193,Web Chat,3
C00193,Web Chat,3
C00193,Phone,5
C00193,Phone,4
C00193,Email,4
C00194,Web Chat,2
C00194,Email,2
C00194,Email,1
C00194,Email,2
C00194,Web Chat,3
C00194,Phone,3
C00194,Web Chat,1
C00194,Web Chat,3
C00194,Web Chat,2
C00195,Phone,5
C00195,Web Chat,4
C00195,Email,5
C00196,Phone,5
C00196,Phone,4
C00197,Web Chat,5
C00197,Email,4
C00197,Web Chat,4
C00197,Web Chat,3
C00198,Phone,3
C00198,Web Chat,3
C00198,Phone,2
C00198,Phone,1
C00198,Web Chat,2
C00198,Phone,1
C00198,Email,3
C00199,Web Chat,4
C00199,Email,4
C00199,Web Chat,4
C00199,Web Chat,3
C00200,Email,4
C00200,Web Chat,5
C00201,Phone,4
C00201,Phone,5
C00202,Phone,3
C00202,Phone,3
C00203,Email,2
C00203,Phone,2
C00203,Email,2
C00203,Web Chat,1
C00203,Email,1
C00203,Phone,3
C00203,Web Chat,1
C00203,Email,2
C00203,Web Chat,2
C00204,Web Chat,5
C00204,Email,5
C00204,Web Chat,3
C00205,Phone,1
C00205,Web Chat,1
C00205,Email,3
C00205,Email,1
C00205,Phone,1
C00205,Email,2
C00205,Phone,3
C00206,Email,2
C00206,Email,2
C00206,Email,3
C00206,Email,1
C00206,Web Chat,3
C00207,Email,4
C00207,Email,3
C00207,Phone,4
C00207,Web Chat,3
C00208,Phone,5
C00208,Email,5
C00208,Web Chat,4
C00208,Web Chat,5
C00209,Web Chat,4
C00209,Email,3
C00209,Web Chat,3
C00209,Email,5
C00210,Web Chat,3
C00210,Phone,5
C00211,Web Chat,4
C00211,Email,3
C00211,Email,3
C00211,Web Chat,5
C00211,Web Chat,3
C00212,Phone,2
C00212,Email,1
C00212,Phone,3
C00212,Email,2
C00212,Phone,1
C00212,Email,1
C00212,Phone,2
C00213,Phone,1
C00213,Phone,1
C00213,Phone,2
C00213,Web Chat,1
C00213,Web Chat,1
C00213,Phone,1
C00213,Email,2
C00213,Web Chat,2
C00214,Web Chat,4
C00214,Phone,3
C00214,Web Chat,3
C00214,Email,4
C00214,Phone,3
C00215,Phone,2
C00215,Email,2
C00215,Email,2
C00215,Web Chat,3
C00216,Email,3
C00216,Email,3
C00216,Web Chat,5
C00217,Phone,3
C00217,Web Chat,3
C00218,Web Chat,4
C00218,Email,4
C00218,Web Chat,3
C00218,Phone,3
C00218,Web Chat,3
C00219,Email,3
C00220,Email,5
C00220,Email,5
C00221,Phone,5
C00221,Web Chat,4
C00221,Phone,3
C00221,Web Chat,4
C00221,Web Chat,5
C00222,Phone,3
C00222,Web Chat,3
C00223,Email,5
C00223,Email,5
C00223,Web Chat,3
C00223,Web Chat,3
C00223,Phone,3
C00224,Phone,5
C00225,Phone,3
C00225,Phone,4
C00225,Email,5
C00225,Web Chat,5
C00225,Email,5
C00226,Web Chat,4
C00227,Phone,4
C00228,Web Chat,3
C00228,Web Chat,3
C00228,Web Chat,5
C00229,Web Chat,5
C00229,Email,3
C00230,Web Chat,3
C00230,Phone,2
C00230,Phone,3
C00230,Web Chat,3
C00230,Phone,2
C00230,Email,1
C00230,Email,2
C00231,Email,3
C00231,Email,3
C00231,Phone,3
C00231,Web Chat,5
C00231,Web Chat,3
C00232,Email,3
C00232,Email,2
C00232,Email,1
C00232,Email,1
C00232,Phone,3
C00233,Phone,5
C00234,Phone,4
C00234,Email,5
C00234,Web Chat,3
C00234,Email,5
C00234,Phone,3
C00235,Email,4
C00235,Phone,3
C00235,Phone,5
C00235,Phone,5
C00236,Phone,5
C00237,Phone,1
C00237,Web Chat,3
C00237,Web Chat,1
C00237,Phone,1
C00237,Email,1
C00237,Web Chat,3
C00237,Web Chat,2
C00237,Web Chat,3
C00237,Phone,1
C00238,Phone,2
C00238,Phone,3
C00238,Web Chat,1
C00238,Email,2
C00238,Email,2
C00238,Web Chat,2
C00239,Phone,3
C00239,Email,5
C00240,Email,3
C00241,Email,3
C00241,Web Chat,5
C00241,Web Chat,4
C00241,Phone,3
C00242,Phone,3
C00242,Email,4
C00242,Email,5
C00242,Web Chat,5
C00242,Phone,4
C00243,Email,2
C00243,Phone,2
C00243,Web Chat,2
C00243,Email,2
C00243,Email,1
C00243,Email,1
C00243,Phone,3
C00243,Email,2
C00244,Email,2
C00244,Phone,2
C00244,Web Chat,2
C00244,Phone,2
C00244,Phone,2
C00244,Phone,2
C00245,Email,5
C00245,Phone,5
C00245,Email,5
C00245,Email,3
C00246,Email,4
C00246,Email,3
C00246,Email,3
C00247,Email,4
C00247,Phone,4
C00247,Email,5
C00247,Phone,4
C00248,Phone,2
C00248,Web Chat,2
C00248,Email,2
C00248,Phone,2
C00248,Email,3
C00248,Phone,1
C00248,Email,2
C00248,Phone,2
C00249,Phone,5
C00249,Web Chat,5
C00249,Web Chat,5
C00250,Email,5
C00250,Web Chat,5
C00250,Web Chat,5
C00250,Email,5
C00251,Web Chat,4
C00251,Web Chat,5
C00251,Email,3
C00252,Email,4
C00253,Web Chat,3
C00254,Phone,3
C00254,Web Chat,4
C00254,Phone,4
C00254,Email,4
C00255,Web Chat,5
C00255,Email,4
C00255,Email,3
C00255,Email,4
C00256,Phone,3
C00256,Email,4
C00257,Web Chat,3
C00257,Phone,4
C00257,Phone,3
C00257,Phone,3
C00258,Web Chat,3
C00258,Email,4
C00258,Phone,5
C00258,Phone,3
C00259,Web Chat,3
C00260,Email,3
C00260,Email,4
C00260,Phone,5
C00261,Web Chat,5
C00262,Web Chat,4
C00262,Phone,4
C00262,Email,4
C00262,Email,3
C00263,Web Chat,4
C00264,Email,3
C00264,Web Chat,2
C00264,Email,3
C00264,Email,3
C00265,Phone,5
C00265,Phone,5
C00265,Web Chat,5
C00266,Web Chat,2
C00266,Phone,1
C00266,Web Chat,3
C00266,Phone,1
C00266,Email,1
C00266,Email,3
C00267,Phone,3
C00267,Phone,4
C00267,Phone,5
C00267,Email,5
C00267,Email,5
C00268,Email,3
C00269,Email,3
C00270,Web Chat,3
C00271,Web Chat,5
C00271,Web Chat,5
C00272,Phone,5
C00272,Email,4
C00273,Web Chat,5
C00273,Email,5
C00274,Email,5
C00275,Web Chat,5
C00275,Phone,4
C00276,Phone,5
C00276,Email,4
C00276,Phone,4
C00276,Phone,5
C00276,Email,3
C00277,Web Chat,3
C00277,Web Chat,4
C00277,Email,5
C00278,Web Chat,4
C00278,Web Chat,3
C00278,Email,3
C00278,Web Chat,4
C00279,Email,5
C00279,Phone,3
C00280,Phone,5
C00281,Phone,4
C00282,Web Chat,4
C00283,Phone,2
C00283,Email,1
C00283,Phone,1
C00283,Web Chat,1
C00283,Email,3
C00283,Email,1
C00283,Phone,2
C00283,Email,1
C00284,Email,3
C00284,Web Chat,4
C00284,Email,5
C00285,Email,5
C00285,Phone,4
C00285,Web Chat,5
C00286,Phone,2
C00286,Phone,1
C00286,Web Chat,2
C00286,Web Chat,2
C00287,Email,3
C00287,Web Chat,4
C00287,Phone,5
C00287,Phone,3
C00288,Phone,5
C00288,Web Chat,3
C00289,Web Chat,5
C00289,Web Chat,5
C00289,Email,4
C00289,Phone,3
C00289,Phone,3
C00290,Email,5
C00291,Phone,5
C00292,Web Chat,2
C00292,Phone,2
C00292,Email,3
C00292,Phone,1
C00292,Phone,1
C00292,Email,2
C00292,Phone,3
C00292,Email,3
C00292,Email,3
C00293,Web Chat,5
C00293,Email,3
C00293,Phone,4
C00293,Web Chat,3
C00294,Phone,5
C00294,Phone,5
C00295,Email,3
C00295,Web Chat,3
C00296,Phone,3
C00296,Web Chat,4
C00296,Email,4
C00297,Phone,2
C00297,Phone,3
C00297,Web Chat,2
C00297,Web Chat,1
C00297,Email,2
C00297,Web Chat,1
C00297,Web Chat,2
C00297,Email,3
C00297,Email,2
C00298,Email,5
C00298,Phone,3
C00298,Email,5
C00298,Email,5
C00298,Phone,3
C00299,Email,5
C00300,Web Chat,4
C00300,Web Chat,5
C00300,Web Chat,3
C00301,Phone,3
C00301,Phone,3
C00301,Email,3
C00301,Web Chat,4
C00301,Web Chat,5
C00302,Phone,5
C00302,Phone,3
C00302,Web Chat,5
C00303,Phone,1
C00303,Email,3
C00303,Email,2
C00303,Phone,3
C00303,Web Chat,1
C00303,Web Chat,2
C00304,Phone,4
C00304,Phone,5
C00305,Email,3
C00305,Phone,1
C00305,Phone,1
C00305,Phone,3
C00305,Phone,2
C00305,Phone,3
C00305,Phone,1
C00305,Web Chat,1
C00305,Email,2
C00306,Email,4
C00307,Web Chat,5
C00308,Web Chat,5
C00308,Email,5
C00308,Web Chat,5
C00309,Phone,5
C00309,Web Chat,5
C00309,Email,3
C00309,Phone,3
C00309,Phone,5
C00310,Email,5
C00310,Web Chat,5
C00311,Phone,3
C00311,Phone,5
C00311,Email,5
C00311,Phone,5
C00311,Phone,4
C00312,Email,1
C00312,Email,1
C00312,Email,3
C00312,Phone,1
C00312,Phone,3
C00312,Email,3
C00312,Phone,1
C00312,Email,3
C00312,Email,2
C00313,Web Chat,4
C00313,Web Chat,5
C00313,Web Chat,4
C00313,Phone,5
C00314,Phone,3
C00314,Phone,4
C00315,Email,5
C00315,Email,5
C00315,Phone,5
C00315,Phone,3
C00316,Web Chat,5
C00316,Web Chat,5
C00316,Phone,5
C00317,Phone,4
C00317,Phone,3
C00317,Phone,3
C00318,Email,3
C00318,Phone,3
C00318,Phone,4
C00319,Email,2
C00319,Phone,3
C00319,Web Chat,1
C00319,Phone,3
C00319,Phone,3
C00319,Web Chat,2
C00319,Phone,1
C00319,Phone,2
C00320,Email,5
C00320,Email,3
C00320,Phone,4
C00321,Web Chat,3
C00321,Phone,5
C00321,Phone,5
C00322,Web Chat,5
C00322,Web Chat,5
C00323,Web Chat,5
C00323,Phone,5
C00323,Phone,3
C00323,Phone,3
C00323,Phone,3
C00324,Email,4
C00324,Web Chat,4
C00325,Email,3
C00325,Phone,2
C00325,Phone,1
C00325,Web Chat,3
C00326,Phone,4
C00326,Phone,3
C00326,Phone,4
C00327,Web Chat,3
C00327,Phone,3
C00327,Email,1
C00327,Phone,1
C00327,Web Chat,3
C00328,Email,4
C00328,Phone,4
C00328,Phone,5
C00328,Phone,5
C00329,Phone,5
C00329,Web Chat,4
C00329,Web Chat,5
C00329,Email,5
C00329,Email,5
C00330,Email,5
C00330,Web Chat,4
C00330,Email,3
C00330,Email,5
C00330,Phone,4
C00331,Phone,5
C00331,Email,5
C00331,Phone,3
C00332,Web Chat,4
C00332,Email,4
C00332,Email,4
C00332,Email,4
C00332,Web Chat,5
C00333,Email,5
C00333,Email,3
C00333,Phone,3
C00334,Phone,5
C00334,Email,3
C00335,Web Chat,2
C00335,Web Chat,2
C00335,Email,3
C00335,Email,2
C00335,Phone,1
C00336,Email,4
C00336,Phone,4
C00337,Web Chat,3
C00338,Phone,1
C00338,Web Chat,2
C00338,Web Chat,1
C00338,Email,2
C00338,Phone,2
C00339,Email,3
C00339,Email,3
C00339,Web Chat,4
C00340,Web Chat,4
C00340,Email,5
C00340,Web Chat,4
C00340,Phone,3
C00340,Email,3
C00341,Web Chat,3
C00341,Web Chat,5
C00341,Web Chat,5
C00341,Web Chat,3
C00341,Web Chat,5
C00342,Email,5
C00342,Phone,5
C00343,Web Chat,3
C00343,Email,3
C00343,Phone,1
C00343,Email,3
C00343,Email,3
C00343,Phone,3
C00343,Email,3
C00343,Web Chat,3
C00344,Phone,5
C00345,Email,4
C00345,Email,5
C00345,Email,3
C00345,Email,4
C00346,Web Chat,4
C00346,Phone,4
C00347,Email,5
C00347,Email,4
C00348,Email,2
C00348,Phone,3
C00348,Email,2
C00348,Phone,3
C00348,Web Chat,2
C00348,Web Chat,1
C00348,Phone,2
C00349,Web Chat,4
C00349,Email,5
C00349,Email,3
C00350,Email,5
C00350,Phone,3
C00351,Email,5
C00351,Email,3
C00351,Email,5
C00351,Phone,4
C00351,Phone,4
C00352,Email,5
C00353,Web Chat,4
C00353,Web Chat,5
C00353,Email,3
C00353,Phone,5
C00354,Email,3
C00354,Email,2
C00354,Email,2
C00354,Email,3
C00354,Email,3
C00354,Web Chat,3
C00355,Email,2
C00355,Web Chat,2
C00355,Phone,1
C00355,Email,1
C00355,Phone,3
C00355,Web Chat,1
C00355,Web Chat,3
C00356,Web Chat,3
C00356,Web Chat,5
C00356,Web Chat,3
C00356,Email,5
C00356,Phone,3
C00357,Web Chat,3
