customer_id,interaction_date,channel,interaction_type,satisfaction_score,duration_minutes,resolved
C00363,2023-01-15,Email,Complaint,1,11,0
C00391,2023-01-15,App,Service Request,4,13,0
C00450,2023-01-16,In-Person,Complaint,3,19,1
C00466,2023-01-16,In-Person,Service Request,3,12,1
C00018,2023-01-16,App,Service Request,1,21,1
C00195,2023-01-16,In-Person,Complaint,5,27,1
C00021,2023-01-16,Phone,Complaint,1,4,0
C00361,2023-01-16,In-Person,Service Request,3,20,1
C00378,2023-01-17,In-Person,Complaint,2,15,0
C00360,2023-01-17,Email,Service Request,3,27,1
C00298,2023-01-17,In-Person,Technical Support,3,21,0
C00226,2023-01-17,Email,Technical Support,4,40,1
C00428,2023-01-17,Email,Billing Inquiry,3,10,0
C00034,2023-01-17,In-Person,Technical Support,5,41,0
C00123,2023-01-18,In-Person,Billing Inquiry,2,22,1
C00023,2023-01-18,App,General Inquiry,3,27,0
C00184,2023-01-18,Email,Complaint,5,28,0
C00347,2023-01-18,Chat,Complaint,1,10,1
C00046,2023-01-18,Chat,Complaint,2,39,0
C00443,2023-01-18,Phone,Billing Inquiry,1,8,0
C00005,2023-01-19,Chat,General Inquiry,4,42,1
C00267,2023-01-19,Phone,Billing Inquiry,3,5,1
C00401,2023-01-19,Email,Service Request,1,7,1
C00450,2023-01-19,In-Person,Service Request,1,31,1
C00061,2023-01-19,App,Service Request,2,26,1
C00274,2023-01-19,Chat,Technical Support,2,40,0
C00090,2023-01-20,In-Person,Complaint,3,8,1
C00203,2023-01-20,Email,Service Request,1,15,0
C00404,2023-01-20,Email,Complaint,1,42,0
C00233,2023-01-20,Phone,Billing Inquiry,1,23,1
C00148,2023-01-20,Chat,Technical Support,1,34,0
C00189,2023-01-20,Chat,General Inquiry,1,34,1
C00011,2023-01-21,Chat,Service Request,1,19,0
C00049,2023-01-21,App,Service Request,1,10,0
C00300,2023-01-21,Phone,Complaint,1,16,0
C00073,2023-01-21,App,General Inquiry,2,16,0
C00438,2023-01-21,Email,Service Request,3,3,1
C00107,2023-01-21,Email,General Inquiry,4,10,1
C00281,2023-01-22,Chat,General Inquiry,4,33,0
C00235,2023-01-22,App,Complaint,5,33,0
C00109,2023-01-22,In-Person,Service Request,2,14,0
C00480,2023-01-22,Email,Billing Inquiry,3,42,1
C00206,2023-01-22,App,Technical Support,1,2,0
C00397,2023-01-22,App,Billing Inquiry,4,7,1
C00289,2023-01-23,In-Person,Billing Inquiry,4,33,0
C00455,2023-01-23,Chat,Billing Inquiry,5,24,1
C00178,2023-01-23,In-Person,Complaint,2,4,0
C00083,2023-01-23,Email,General Inquiry,2,31,0
C00493,2023-01-23,Email,Technical Support,2,33,1
C00041,2023-01-23,In-Person,Billing Inquiry,4,15,1
C00329,2023-01-24,Phone,Complaint,5,22,0
C00317,2023-01-24,Email,Technical Support,1,33,1
C00229,2023-01-24,In-Person,Complaint,5,5,1
C00263,2023-01-24,Phone,Technical Support,3,36,0
C00047,2023-01-24,In-Person,General Inquiry,1,24,0
C00226,2023-01-24,Phone,Complaint,1,6,1
C00132,2023-01-25,App,General Inquiry,3,29,1
C00283,2023-01-25,Phone,Service Request,1,22,1
C00419,2023-01-25,In-Person,Service Request,1,16,1
C00409,2023-01-25,Phone,Technical Support,2,11,0
C00154,2023-01-25,In-Person,Billing Inquiry,1,43,1
C00083,2023-01-25,Chat,Service Request,5,10,1
C00253,2023-01-26,Chat,General Inquiry,3,14,0
C00364,2023-01-26,In-Person,Technical Support,1,20,1
C00195,2023-01-26,Email,Technical Support,1,44,0
C00469,2023-01-26,Chat,Technical Support,1,8,1
C00385,2023-01-26,Phone,General Inquiry,1,30,0
C00263,2023-01-26,In-Person,Technical Support,5,43,1
C00127,2023-01-27,Phone,Complaint,4,23,1
C00131,2023-01-27,App,Technical Support,5,21,0
C00289,2023-01-27,Phone,Service Request,3,19,1
C00469,2023-01-27,App,Complaint,3,18,0
C00025,2023-01-27,App,Service Request,5,2,1
C00015,2023-01-27,App,Technical Support,1,9,0
C00093,2023-01-28,Phone,General Inquiry,4,25,1
C00057,2023-01-28,Phone,Billing Inquiry,5,35,1
C00021,2023-01-28,App,General Inquiry,1,32,0
C00321,2023-01-28,Phone,General Inquiry,2,25,1
C00346,2023-01-28,Email,Service Request,5,42,1
C00437,2023-01-28,Chat,Complaint,3,27,0
C00109,2023-01-29,Phone,Service Request,5,9,0
C00209,2023-01-29,Phone,Billing Inquiry,1,4,0
C00211,2023-01-29,Chat,Technical Support,2,39,0
C00474,2023-01-29,Chat,Service Request,5,20,0
C00170,2023-01-29,In-Person,Complaint,3,29,1
C00020,2023-01-29,App,General Inquiry,4,25,0
C00477,2023-01-30,Phone,General Inquiry,2,22,0
C00230,2023-01-30,Phone,Service Request,5,27,1
C00002,2023-01-30,Chat,General Inquiry,2,19,1
C00336,2023-01-30,Email,Billing Inquiry,3,10,0
C00043,2023-01-30,Chat,General Inquiry,2,5,1
C00115,2023-01-30,In-Person,Service Request,4,41,1
C00253,2023-01-31,App,General Inquiry,5,10,0
C00375,2023-01-31,Phone,Service Request,2,44,0
C00207,2023-01-31,In-Person,General Inquiry,4,16,1
C00446,2023-01-31,In-Person,Billing Inquiry,5,26,1
C00236,2023-01-31,App,General Inquiry,2,22,0
C00303,2023-01-31,In-Person,Complaint,1,35,0
C00049,2023-02-01,Email,Billing Inquiry,2,3,1
C00120,2023-02-01,Phone,Billing Inquiry,5,16,1
C00022,2023-02-01,App,Service Request,3,39,0
C00082,2023-02-01,Email,Complaint,1,17,1
C00433,2023-02-01,Email,Technical Support,4,27,1
C00032,2023-02-01,App,Complaint,2,39,1
C00271,2023-02-02,Phone,Technical Support,3,21,0
C00147,2023-02-02,Chat,Billing Inquiry,2,16,0
C00232,2023-02-02,App,Service Request,1,35,0
C00077,2023-02-02,Chat,Complaint,3,44,1
C00245,2023-02-02,Email,Technical Support,2,6,0
C00448,2023-02-02,In-Person,Technical Support,4,9,0
C00362,2023-02-03,In-Person,Technical Support,2,31,1
C00165,2023-02-03,Chat,Service Request,4,32,1
C00287,2023-02-03,Chat,Complaint,2,40,0
C00030,2023-02-03,In-Person,Technical Support,4,16,1
C00343,2023-02-03,Email,Complaint,1,19,1
C00460,2023-02-03,Phone,Technical Support,1,42,0
C00142,2023-02-04,Chat,Technical Support,4,28,1
C00104,2023-02-04,Email,Technical Support,1,38,0
C00107,2023-02-04,App,Service Request,5,6,1
C00493,2023-02-04,Email,Technical Support,4,11,1
C00406,2023-02-04,In-Person,Service Request,2,7,0
C00256,2023-02-04,Email,Complaint,5,35,0
C00441,2023-02-05,Email,Service Request,1,32,0
C00231,2023-02-05,Chat,General Inquiry,2,13,0
C00040,2023-02-05,App,Complaint,2,30,0
C00191,2023-02-05,Chat,Billing Inquiry,5,20,0
C00470,2023-02-05,Email,Billing Inquiry,5,40,1
C00275,2023-02-05,In-Person,Service Request,1,21,0
C00265,2023-02-06,In-Person,Service Request,1,8,0
C00405,2023-02-06,App,Billing Inquiry,1,17,0
C00064,2023-02-06,Email,Complaint,3,29,0
C00288,2023-02-06,Email,Complaint,4,44,1
C00278,2023-02-06,Phone,General Inquiry,2,34,0
C00025,2023-02-06,Email,Technical Support,4,34,1
C00351,2023-02-07,Email,General Inquiry,4,33,1
C00440,2023-02-07,Phone,General Inquiry,1,18,1
C00080,2023-02-07,App,General Inquiry,5,9,1
C00489,2023-02-07,Chat,Service Request,5,2,1
C00292,2023-02-07,Chat,Complaint,4,23,1
C00015,2023-02-07,Email,General Inquiry,5,13,1
C00099,2023-02-08,Email,Technical Support,1,5,0
C00341,2023-02-08,Email,General Inquiry,3,10,0
C00434,2023-02-08,Email,Billing Inquiry,4,15,0
C00248,2023-02-08,App,Complaint,1,39,1
C00321,2023-02-08,Email,Billing Inquiry,1,36,1
C00310,2023-02-08,Chat,Billing Inquiry,4,10,1
C00379,2023-02-09,Chat,Complaint,3,21,1
C00197,2023-02-09,App,Service Request,3,16,1
C00384,2023-02-09,Chat,Technical Support,1,33,1
C00360,2023-02-09,App,Complaint,5,19,1
C00158,2023-02-09,Email,Technical Support,2,13,1
C00050,2023-02-09,In-Person,Billing Inquiry,3,11,1
C00095,2023-02-10,Chat,Billing Inquiry,1,36,0
C00301,2023-02-10,Phone,Service Request,3,36,0
C00103,2023-02-10,In-Person,Billing Inquiry,2,29,0
C00037,2023-02-10,In-Person,Billing Inquiry,1,14,1
C00312,2023-02-10,Email,Technical Support,1,7,0
C00455,2023-02-10,App,General Inquiry,3,28,1
C00024,2023-02-11,Phone,General Inquiry,1,30,0
C00188,2023-02-11,In-Person,General Inquiry,1,34,1
C00111,2023-02-11,App,General Inquiry,1,41,1
C00315,2023-02-11,Email,Technical Support,5,7,1
C00487,2023-02-11,Chat,Complaint,5,16,0
C00075,2023-02-11,App,Service Request,4,44,1
C00415,2023-02-12,Email,Technical Support,4,31,0
C00008,2023-02-12,Chat,Billing Inquiry,5,5,0
C00100,2023-02-12,Email,Complaint,5,17,0
C00477,2023-02-12,Chat,Complaint,4,25,0
C00140,2023-02-12,App,General Inquiry,5,30,0
C00236,2023-02-12,In-Person,Billing Inquiry,5,26,0
C00189,2023-02-13,Chat,Complaint,4,17,1
C00285,2023-02-13,App,Service Request,5,22,0
C00438,2023-02-13,App,Complaint,1,39,1
C00376,2023-02-13,Phone,Service Request,1,6,0
C00200,2023-02-13,Phone,Complaint,4,2,1
C00340,2023-02-13,Email,Complaint,5,33,1
C00139,2023-02-14,Email,Service Request,5,44,0
C00276,2023-02-14,In-Person,General Inquiry,2,6,1
C00288,2023-02-14,In-Person,General Inquiry,5,8,0
C00002,2023-02-14,App,Technical Support,5,13,0
C00164,2023-02-14,Email,General Inquiry,4,28,1
C00252,2023-02-14,App,Complaint,1,9,0
C00478,2023-02-15,App,General Inquiry,5,20,0
C00154,2023-02-15,Email,General Inquiry,3,2,0
C00284,2023-02-15,App,Service Request,1,16,0
C00353,2023-02-15,Email,General Inquiry,2,20,0
C00334,2023-02-15,In-Person,General Inquiry,3,32,1
C00360,2023-02-15,Chat,Billing Inquiry,1,6,1
C00139,2023-02-16,Phone,Technical Support,4,23,1
C00427,2023-02-16,App,Service Request,5,29,0
C00009,2023-02-16,App,Billing Inquiry,4,3,1
C00217,2023-02-16,Chat,Complaint,4,9,0
C00143,2023-02-16,Phone,Service Request,2,19,1
C00371,2023-02-16,In-Person,General Inquiry,4,41,1
C00307,2023-02-17,Email,Technical Support,3,43,1
C00346,2023-02-17,App,Complaint,2,43,0
C00176,2023-02-17,Phone,General Inquiry,5,27,0
C00464,2023-02-17,Phone,General Inquiry,2,2,1
C00050,2023-02-17,Chat,General Inquiry,2,38,0
C00189,2023-02-17,Email,Service Request,1,16,1
C00236,2023-02-18,Chat,Complaint,4,32,0
C00110,2023-02-18,Chat,Complaint,3,44,1
C00390,2023-02-18,In-Person,Technical Support,3,10,1
C00402,2023-02-18,App,Technical Support,2,16,0
C00189,2023-02-18,Chat,Service Request,5,20,1
C00032,2023-02-18,App,General Inquiry,1,38,0
C00386,2023-02-19,Chat,Billing Inquiry,5,44,1
C00183,2023-02-19,App,Billing Inquiry,1,36,1
C00294,2023-02-19,Email,Technical Support,3,37,1
C00360,2023-02-19,Chat,Complaint,3,15,1
C00044,2023-02-19,Phone,Technical Support,1,41,0
C00223,2023-02-19,In-Person,Complaint,3,24,1
C00171,2023-02-20,In-Person,Complaint,2,25,0
C00069,2023-02-20,Email,Billing Inquiry,2,30,0
C00300,2023-02-20,Phone,Complaint,5,8,0
C00019,2023-02-20,App,General Inquiry,2,15,1
C00292,2023-02-20,Email,Complaint,2,2,0
C00333,2023-02-20,Phone,Service Request,2,38,0
C00343,2023-02-21,Email,Billing Inquiry,5,14,0
C00236,2023-02-21,Email,Billing Inquiry,2,22,1
C00144,2023-02-21,App,General Inquiry,4,9,1
C00483,2023-02-21,Phone,Billing Inquiry,1,33,0
C00040,2023-02-21,Email,General Inquiry,3,10,0
C00042,2023-02-21,App,Complaint,1,43,1
C00238,2023-02-22,Chat,General Inquiry,5,39,1
C00172,2023-02-22,App,Complaint,1,3,1
C00328,2023-02-22,Email,Billing Inquiry,4,38,1
C00233,2023-02-22,Email,Technical Support,4,33,0
C00069,2023-02-22,Phone,General Inquiry,2,28,1
C00483,2023-02-22,App,Technical Support,2,42,1
C00010,2023-02-23,In-Person,Billing Inquiry,2,20,1
C00058,2023-02-23,App,General Inquiry,4,15,1
C00485,2023-02-23,Chat,General Inquiry,5,9,1
C00405,2023-02-23,Email,Service Request,4,25,1
C00082,2023-02-23,Chat,Complaint,1,39,1
C00088,2023-02-23,Phone,Complaint,1,29,1
C00128,2023-02-24,In-Person,Complaint,4,9,1
C00445,2023-02-24,Chat,Technical Support,5,42,0
C00367,2023-02-24,In-Person,Complaint,2,28,1
C00275,2023-02-24,App,Billing Inquiry,2,40,0
C00054,2023-02-24,Email,Service Request,2,37,1
C00095,2023-02-24,In-Person,Complaint,1,2,1
C00256,2023-02-25,Email,Complaint,1,7,1
C00358,2023-02-25,Chat,Billing Inquiry,4,33,1
C00465,2023-02-25,Chat,Technical Support,3,21,1
C00119,2023-02-25,Chat,Billing Inquiry,3,16,1
C00442,2023-02-25,Phone,Technical Support,4,6,1
C00339,2023-02-25,Email,Technical Support,4,28,0
C00210,2023-02-26,Email,Complaint,3,32,1
C00029,2023-02-26,Phone,Service Request,3,14,1
C00351,2023-02-26,In-Person,Billing Inquiry,5,12,1
C00467,2023-02-26,Chat,Service Request,2,30,1
C00025,2023-02-26,Chat,Service Request,3,34,0
C00451,2023-02-26,App,Billing Inquiry,5,17,0
C00239,2023-02-27,Chat,Technical Support,3,43,1
C00061,2023-02-27,In-Person,Technical Support,4,7,1
C00073,2023-02-27,App,Service Request,2,37,1
C00218,2023-02-27,In-Person,General Inquiry,4,39,1
C00160,2023-02-27,App,Billing Inquiry,4,16,0
C00409,2023-02-27,App,Technical Support,5,34,0
C00285,2023-02-28,Chat,Complaint,4,15,0
C00143,2023-02-28,App,Billing Inquiry,3,3,0
C00228,2023-02-28,Phone,Complaint,1,17,1
C00460,2023-02-28,Phone,Service Request,5,3,1
C00099,2023-02-28,Email,Billing Inquiry,4,28,1
C00239,2023-02-28,App,General Inquiry,4,4,0
C00431,2023-03-01,In-Person,Service Request,4,35,0
C00125,2023-03-01,In-Person,Technical Support,5,17,0
C00297,2023-03-01,App,General Inquiry,1,17,1
C00200,2023-03-01,Chat,Complaint,2,16,1
C00176,2023-03-01,Chat,Billing Inquiry,3,44,1
C00475,2023-03-01,In-Person,Complaint,3,8,1
C00461,2023-03-02,In-Person,General Inquiry,2,5,1
C00104,2023-03-02,Chat,Service Request,5,30,1
C00324,2023-03-02,App,Billing Inquiry,3,37,1
C00011,2023-03-02,In-Person,Service Request,4,8,0
C00436,2023-03-02,Email,Complaint,2,2,1
C00192,2023-03-02,Phone,Complaint,3,5,1
C00466,2023-03-03,Phone,Complaint,4,27,1
C00358,2023-03-03,App,General Inquiry,4,27,1
C00282,2023-03-03,Chat,Service Request,2,26,0
C00477,2023-03-03,App,General Inquiry,2,26,1
C00244,2023-03-03,Chat,Complaint,3,30,1
C00476,2023-03-03,App,General Inquiry,3,32,1
C00126,2023-03-04,In-Person,Billing Inquiry,5,35,0
C00109,2023-03-04,App,Technical Support,1,36,1
C00480,2023-03-04,In-Person,Billing Inquiry,5,14,1
C00089,2023-03-04,Chat,General Inquiry,5,12,0
C00274,2023-03-04,App,Service Request,4,40,0
C00469,2023-03-04,Phone,Service Request,4,8,1
C00071,2023-03-05,In-Person,Billing Inquiry,2,23,0
C00254,2023-03-05,Email,Billing Inquiry,1,35,0
C00424,2023-03-05,Phone,Technical Support,1,25,0
C00137,2023-03-05,App,Service Request,2,41,0
C00300,2023-03-05,Email,General Inquiry,2,23,1
C00393,2023-03-05,Chat,General Inquiry,3,18,0
C00451,2023-03-06,Email,General Inquiry,5,19,0
C00279,2023-03-06,App,Service Request,4,20,0
C00380,2023-03-06,Chat,Billing Inquiry,3,7,1
C00404,2023-03-06,Chat,General Inquiry,5,8,0
C00234,2023-03-06,In-Person,Technical Support,4,26,0
C00250,2023-03-06,In-Person,Complaint,5,38,0
C00120,2023-03-07,Email,Billing Inquiry,3,4,0
C00374,2023-03-07,App,General Inquiry,3,20,1
C00400,2023-03-07,Chat,General Inquiry,1,33,0
C00034,2023-03-07,Chat,Service Request,4,17,1
C00197,2023-03-07,Phone,Service Request,3,33,1
C00181,2023-03-07,App,General Inquiry,4,43,0
C00210,2023-03-08,App,Billing Inquiry,2,9,1
C00105,2023-03-08,In-Person,Technical Support,3,7,1
C00031,2023-03-08,Email,Technical Support,2,18,1
C00070,2023-03-08,Email,Technical Support,5,2,0
C00308,2023-03-08,Email,Complaint,5,28,0
C00390,2023-03-08,In-Person,General Inquiry,1,12,0
C00127,2023-03-09,App,Technical Support,1,31,0
C00094,2023-03-09,Email,Billing Inquiry,3,17,1
C00348,2023-03-09,Chat,Service Request,3,15,0
C00365,2023-03-09,In-Person,Billing Inquiry,3,23,0
C00195,2023-03-09,In-Person,General Inquiry,5,43,1
C00245,2023-03-09,In-Person,Complaint,2,35,0
C00160,2023-03-10,Email,Technical Support,4,28,0
C00166,2023-03-10,App,Service Request,5,12,0
C00064,2023-03-10,Phone,Service Request,1,36,0
C00080,2023-03-10,In-Person,Complaint,2,28,0
C00388,2023-03-10,In-Person,Complaint,1,20,1
C00478,2023-03-10,Phone,Billing Inquiry,5,24,1
C00472,2023-03-11,Phone,Technical Support,1,43,1
C00380,2023-03-11,In-Person,Complaint,3,12,0
C00192,2023-03-11,Phone,Complaint,5,17,1
C00097,2023-03-11,Chat,Service Request,4,22,0
C00102,2023-03-11,Phone,General Inquiry,3,44,0
C00124,2023-03-11,Phone,Billing Inquiry,5,17,1
C00363,2023-03-12,Chat,Technical Support,3,34,1
C00156,2023-03-12,In-Person,Complaint,3,24,1
C00324,2023-03-12,In-Person,Technical Support,2,18,1
C00197,2023-03-12,Phone,Technical Support,5,40,1
C00253,2023-03-12,Chat,Technical Support,1,28,1
C00389,2023-03-12,App,Technical Support,1,3,1
C00355,2023-03-13,In-Person,Billing Inquiry,3,2,1
C00306,2023-03-13,App,Complaint,1,14,0
C00209,2023-03-13,App,General Inquiry,2,29,0
C00280,2023-03-13,Chat,Complaint,3,19,0
C00050,2023-03-13,App,Technical Support,1,19,0
C00306,2023-03-13,In-Person,Service Request,5,19,1
C00099,2023-03-14,App,General Inquiry,5,12,0
C00047,2023-03-14,App,Complaint,4,13,0
C00404,2023-03-14,Email,Service Request,5,25,0
C00314,2023-03-14,In-Person,General Inquiry,5,24,1
C00141,2023-03-14,App,Billing Inquiry,3,12,1
C00011,2023-03-14,Email,Billing Inquiry,3,33,1
C00081,2023-03-15,App,Service Request,3,43,1
C00001,2023-03-15,Phone,Billing Inquiry,4,5,0
C00084,2023-03-15,Email,Service Request,2,26,0
C00103,2023-03-15,App,Technical Support,4,10,0
C00256,2023-03-15,Chat,General Inquiry,2,33,0
C00430,2023-03-15,Phone,Service Request,5,39,0
C00121,2023-03-16,In-Person,Technical Support,5,44,0
C00127,2023-03-16,Phone,General Inquiry,4,41,1
C00423,2023-03-16,In-Person,Technical Support,3,30,0
C00271,2023-03-16,Phone,Complaint,3,31,1
C00219,2023-03-16,Chat,Complaint,4,27,0
C00140,2023-03-16,Phone,General Inquiry,1,20,0
C00072,2023-03-17,App,Complaint,1,9,0
C00202,2023-03-17,Phone,General Inquiry,4,40,1
C00227,2023-03-17,Phone,Service Request,2,32,0
C00020,2023-03-17,Phone,Complaint,2,31,0
C00041,2023-03-17,Phone,Technical Support,2,16,0
C00324,2023-03-17,App,Service Request,2,32,1
C00295,2023-03-18,Phone,Complaint,4,22,1
C00197,2023-03-18,Phone,Billing Inquiry,5,33,1
C00144,2023-03-18,Email,Technical Support,3,35,0
C00417,2023-03-18,In-Person,Service Request,4,22,0
C00362,2023-03-18,In-Person,Service Request,1,40,1
C00065,2023-03-18,Phone,Technical Support,1,24,1
C00050,2023-03-19,Chat,Service Request,4,39,1
C00263,2023-03-19,Phone,Technical Support,3,4,0
C00117,2023-03-19,App,General Inquiry,4,3,1
C00447,2023-03-19,Email,Billing Inquiry,3,21,0
C00448,2023-03-19,Email,Service Request,3,15,0
C00032,2023-03-19,Chat,Complaint,3,10,1
C00379,2023-03-20,In-Person,Service Request,2,21,0
C00059,2023-03-20,Email,Service Request,2,17,0
C00045,2023-03-20,App,Technical Support,1,34,0
C00224,2023-03-20,Chat,General Inquiry,2,2,0
C00124,2023-03-20,App,Billing Inquiry,2,8,0
C00174,2023-03-20,In-Person,Complaint,3,3,0
C00098,2023-03-21,Phone,Billing Inquiry,3,32,1
C00285,2023-03-21,Chat,Billing Inquiry,5,36,0
C00341,2023-03-21,Phone,General Inquiry,4,15,1
C00378,2023-03-21,App,Billing Inquiry,2,13,1
C00187,2023-03-21,In-Person,Service Request,3,22,1
C00423,2023-03-21,App,Technical Support,5,30,1
C00163,2023-03-22,Email,Complaint,3,36,1
C00309,2023-03-22,In-Person,Billing Inquiry,2,40,1
C00237,2023-03-22,Phone,Technical Support,2,21,1
C00191,2023-03-22,Phone,Service Request,4,24,0
C00100,2023-03-22,In-Person,Service Request,4,6,0
C00384,2023-03-22,App,Technical Support,4,44,0
C00255,2023-03-23,Email,Complaint,3,19,1
C00187,2023-03-23,Phone,General Inquiry,1,2,1
C00045,2023-03-23,Email,Technical Support,2,39,1
C00290,2023-03-23,App,General Inquiry,5,31,1
C00441,2023-03-23,Email,Billing Inquiry,1,11,0
C00254,2023-03-23,Email,General Inquiry,3,3,0
C00348,2023-03-24,Email,Technical Support,2,24,0
C00216,2023-03-24,In-Person,Complaint,4,41,1
C00254,2023-03-24,Chat,Complaint,1,8,1
C00195,2023-03-24,In-Person,General Inquiry,2,44,1
C00296,2023-03-24,Phone,General Inquiry,2,13,1
C00278,2023-03-24,Email,Service Request,4,3,1
C00353,2023-03-25,Email,Complaint,3,21,1
C00212,2023-03-25,Chat,Technical Support,1,12,0
C00487,2023-03-25,Email,Service Request,3,35,1
C00161,2023-03-25,In-Person,Technical Support,5,22,0
C00279,2023-03-25,Phone,Technical Support,5,27,0
C00056,2023-03-25,Email,Service Request,2,33,1
C00165,2023-03-26,Email,Technical Support,1,27,1
C00112,2023-03-26,Chat,Technical Support,5,33,0
C00452,2023-03-26,App,Complaint,3,39,1
C00295,2023-03-26,Phone,Technical Support,1,42,1
C00201,2023-03-26,Email,Billing Inquiry,4,18,0
C00078,2023-03-26,In-Person,Technical Support,4,33,0
C00003,2023-03-27,Phone,Billing Inquiry,2,24,0
C00049,2023-03-27,Phone,Billing Inquiry,3,10,1
C00360,2023-03-27,App,Complaint,1,42,1
C00469,2023-03-27,Chat,Service Request,3,10,1
C00233,2023-03-27,In-Person,General Inquiry,4,44,1
C00381,2023-03-27,Chat,Technical Support,4,32,1
C00123,2023-03-28,Email,General Inquiry,3,11,0
